,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
62998,KANPUR DEHAT,Akbarpur,Ahamadpur Syoda,AHAMADPUR SYODA
62999,KANPUR DEHAT,Akbarpur,Ahirani,MANDAULI
63000,KANPUR DEHAT,Akbarpur,Alapur,ALAPUR
63001,KANPUR DEHAT,Akbarpur,Aliyapur,ALIYAPUR
63002,KANPUR DEHAT,Akbarpur,Ambarpur,AMBARPUR
63003,KANPUR DEHAT,Akbarpur,Andayan,ANDAYAN
63004,KANPUR DEHAT,Akbarpur,Anne,NIHUTHA
63005,KANPUR DEHAT,Akbarpur,Ant,ANT
63006,KANPUR DEHAT,Akbarpur,Armal Nyai,ARMAL NYAI
63007,KANPUR DEHAT,Akbarpur,Arshadpur,ARSHADPUR
63008,KANPUR DEHAT,Akbarpur,Asai,ASAI
63009,KANPUR DEHAT,Akbarpur,Asanda,ASANDA
63010,KANPUR DEHAT,Akbarpur,Aseni,ROSHAN MAU
63011,KANPUR DEHAT,Akbarpur,asnipur,KAROM
63012,KANPUR DEHAT,Akbarpur,Aungi,AUNGI
63013,KANPUR DEHAT,Akbarpur,Baghawat,MALIKPUR
63014,KANPUR DEHAT,Akbarpur,Baghpur,BAGHPUR
63015,KANPUR DEHAT,Akbarpur,Bairi Dariyon,BAIRI DARIYON
63016,KANPUR DEHAT,Akbarpur,Bairi Sawai,BAIRI SAWAI
63017,KANPUR DEHAT,Akbarpur,Balbhadrapur,MADWAI
63018,KANPUR DEHAT,Akbarpur,Baluapur,BALUAPUR
63019,KANPUR DEHAT,Akbarpur,Banar Ali,BANAR ALI
63020,KANPUR DEHAT,Akbarpur,Banna Jakha,MUKTAPUR MAZARA NARIHA
63021,KANPUR DEHAT,Akbarpur,Bara,BARA
63022,KANPUR DEHAT,Akbarpur,Bara Khera,BARA KHERA
63023,KANPUR DEHAT,Akbarpur,Barar,BARAR
63024,KANPUR DEHAT,Akbarpur,Baraula,BARAULA
63025,KANPUR DEHAT,Akbarpur,Basausi,Fatehpur
63026,KANPUR DEHAT,Akbarpur,Basta,SHOBHAN
63027,KANPUR DEHAT,Akbarpur,Behata,BEHATA
63028,KANPUR DEHAT,Akbarpur,Bewan,BEWAN
63029,KANPUR DEHAT,Akbarpur,Bhadesha,BHADESHA
63030,KANPUR DEHAT,Akbarpur,Bhairon Shanjahanpur,BHAIRON SHANJAHANPUR
63031,KANPUR DEHAT,Akbarpur,Bhanwarpur,BHANWARPUR
63032,KANPUR DEHAT,Akbarpur,Bharatpur Piyasi,BHARATPUR PIYASI
63033,KANPUR DEHAT,Akbarpur,Bhasthi,BHAIRON SHANJAHANPUR
63034,KANPUR DEHAT,Akbarpur,Bhatauli,BHATAULI
63035,KANPUR DEHAT,Akbarpur,Bhathana,BHATHANA
63036,KANPUR DEHAT,Akbarpur,Bhatuamau,BIKRAMPUR
63037,KANPUR DEHAT,Akbarpur,Bhaupur,RANJITPUR
63038,KANPUR DEHAT,Akbarpur,Bhikhanapur,BHIKHANAPUR
63039,KANPUR DEHAT,Akbarpur,Bhikhar,BHIKHAR
63040,KANPUR DEHAT,Akbarpur,Bhila Hindupur,GAHLO JARBI
63041,KANPUR DEHAT,Akbarpur,Bhuganiyapur,BHUGANIYAPUR
63042,KANPUR DEHAT,Akbarpur,Bhujpura,BHUJPURA
63043,KANPUR DEHAT,Akbarpur,Bigahi,BIGAHI
63044,KANPUR DEHAT,Akbarpur,Bikrampur,BIKRAMPUR
63045,KANPUR DEHAT,Akbarpur,Bilai,KARCHAL
63046,KANPUR DEHAT,Akbarpur,Bilhara,DASTAMPUR
63047,KANPUR DEHAT,Akbarpur,Bilsarayan,BILSARAYAN
63048,KANPUR DEHAT,Akbarpur,Bilti,BILTI
63049,KANPUR DEHAT,Akbarpur,Bilwahar,MATIAMAU
63050,KANPUR DEHAT,Akbarpur,Birpur Naksiya,NARSOOJHA
63051,KANPUR DEHAT,Akbarpur,Birtiyana Shiwali,HIRAMAN SHIWALI
63052,KANPUR DEHAT,Akbarpur,Bisayakpur,BISAYAKPUR
63053,KANPUR DEHAT,Akbarpur,Biwain,BIWAIN
63054,KANPUR DEHAT,Akbarpur,Budhiya,SARAI HARPALI
63055,KANPUR DEHAT,Akbarpur,Chak Ratanpur,DHIKIYA
63056,KANPUR DEHAT,Akbarpur,Chak Todarpur,TODARPUR
63057,KANPUR DEHAT,Akbarpur,Chandwal Kishunpur,KAIRANI
63058,KANPUR DEHAT,Akbarpur,Chhateni,CHHATENI
63059,KANPUR DEHAT,Akbarpur,Chiraura,CHIRAURA
63060,KANPUR DEHAT,Akbarpur,Chitariya Ikhalaspur,KORARI
63061,KANPUR DEHAT,Akbarpur,Dalpatpur,GANGRAULI
63062,KANPUR DEHAT,Akbarpur,Dargawan,DARGAWAN
63063,KANPUR DEHAT,Akbarpur,Dastampur,DASTAMPUR
