,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
41088,FARRUKHABAD,Amritpur,Aant,NAGRIYA JAWAHAR
41089,FARRUKHABAD,Amritpur,Ahila Mai,BAHADUR PUR
41090,FARRUKHABAD,Amritpur,Alhadpur Bhatauli,ALHADADPUR BHATULI
41091,FARRUKHABAD,Amritpur,Aligarh,ALIGARH MUHADDINPUR
41092,FARRUKHABAD,Amritpur,Allha Pur,KUBERPUR KUNDRA
41093,FARRUKHABAD,Amritpur,Amaiyapur,AMAIYAPUR
41094,FARRUKHABAD,Amritpur,AMBAR PUR,AMBAR PUR
41095,FARRUKHABAD,Amritpur,Amirabad Bamiari,RAMPUR JOGPUR
41096,FARRUKHABAD,Amritpur,Amritpur,AMRITPUR
41097,FARRUKHABAD,Amritpur,Antar,ANTAR
41098,FARRUKHABAD,Amritpur,Asampur,ASAMPUR
41099,FARRUKHABAD,Amritpur,Badanpur,BADANPUR
41100,FARRUKHABAD,Amritpur,Bahadur Pur,BAHADUR PUR
41101,FARRUKHABAD,Amritpur,Balipatti Rani Gaon,BALIPATTI RANI GAON
41102,FARRUKHABAD,Amritpur,Banarsipur,FAKHERPUR
41103,FARRUKHABAD,Amritpur,Bara Gaon,CHAPRA
41104,FARRUKHABAD,Amritpur,Barra Khera,BARRA KHERA
41105,FARRUKHABAD,Amritpur,Barti,SABASI
41106,FARRUKHABAD,Amritpur,Barua,BARUA
41107,FARRUKHABAD,Amritpur,Basayakpur,MAHMADGANJ
41108,FARRUKHABAD,Amritpur,Beche Patti,KOLA SOTA
41109,FARRUKHABAD,Amritpur,Behata,CHIRIYA MAHOLIYA
41110,FARRUKHABAD,Amritpur,Bharehepur,BARRA KHERA
41111,FARRUKHABAD,Amritpur,Bharka,BHARKA
41112,FARRUKHABAD,Amritpur,Bhaupur Chaurasi,BHAUPUR CHAURASI
41113,FARRUKHABAD,Amritpur,Bhawan,BHAWAN
41114,FARRUKHABAD,Amritpur,Bhawanipur,NAGRIYA JAWAHAR
41115,FARRUKHABAD,Amritpur,Bhudhiya Bhera,BHUDHIYA BHERA
41116,FARRUKHABAD,Amritpur,Bhudhiya Jhavra,BHUDHIYA BHERA
41117,FARRUKHABAD,Amritpur,Bhuvan Pur,BHUVANPUR TAJPUR
41118,FARRUKHABAD,Amritpur,Bilal Pur,BILAL PUR TURKHATA
41119,FARRUKHABAD,Amritpur,Birsingh Pur,BIRSINGH PUR
41120,FARRUKHABAD,Amritpur,Buseara,BHUSERA
41121,FARRUKHABAD,Amritpur,Chachoopur Jatpura,CHACHOOPUR JATPURA
41122,FARRUKHABAD,Amritpur,Chak Bijuliahar,BALIPATTI RANI GAON
41123,FARRUKHABAD,Amritpur,Chakvair,NAGLA KEWAL
41124,FARRUKHABAD,Amritpur,Chandokha,NAGLA KEWAL
41125,FARRUKHABAD,Amritpur,Chand Pur,NAGRIYA JAWAHAR
41126,FARRUKHABAD,Amritpur,Chapra,CHAPRA
41127,FARRUKHABAD,Amritpur,Chiriya Mahuliya,CHIRIYA MAHOLIYA
41128,FARRUKHABAD,Amritpur,Chitapur,SUNDERUR
41129,FARRUKHABAD,Amritpur,Chitrakut,AMBAR PUR
41130,FARRUKHABAD,Amritpur,Dabri,DABRI
41131,FARRUKHABAD,Amritpur,Dahiliya,DAHILIYA
41132,FARRUKHABAD,Amritpur,Dalel Nagar,TERA AKBARPUR
41133,FARRUKHABAD,Amritpur,Dara Pur,DARA PUR
41134,FARRUKHABAD,Amritpur,Daulatpur Chakai,DAULATPUR CHAKAI
