,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
42097,FATEHPUR,Bindki,Abhaypur,ABHAYPUR
42098,FATEHPUR,Bindki,Abul Haipur,SARAI HOLI
42099,FATEHPUR,Bindki,Aitamadpur,JARA
42100,FATEHPUR,Bindki,Ajmatpur,AJMATPUR
42101,FATEHPUR,Bindki,Ajmeripur,MAHMUDPUR
42102,FATEHPUR,Bindki,Akbarabad,AKBARABAD
42103,FATEHPUR,Bindki,Akbarpur,JAFRABAD
42104,FATEHPUR,Bindki,Akbarpur Nasirpur,AKBARPUR NASIRPUR
42105,FATEHPUR,Bindki,Akilabad,AKILABAD
42106,FATEHPUR,Bindki,Alamganj,ALAMGANJ
42107,FATEHPUR,Bindki,Alampur,ALAMPUR
42108,FATEHPUR,Bindki,Alipur,ALIPUR
42109,FATEHPUR,Bindki,Aliyabad,ALIYABAD
42110,FATEHPUR,Bindki,Aliyapur,NIRKHI
42111,FATEHPUR,Bindki,Amana,AMENA
42112,FATEHPUR,Bindki,Amauli,AMAULI
42113,FATEHPUR,Bindki,Amouli,DANDA AMAULI
42114,FATEHPUR,Bindki,Amoura,AMOURA
42115,FATEHPUR,Bindki,Aragal,ARAGAL
42116,FATEHPUR,Bindki,Araipur,Araipur
42117,FATEHPUR,Bindki,Asakpur,ROTI
42118,FATEHPUR,Bindki,Ashapur,Aashapur
42119,FATEHPUR,Bindki,Aung,AUNG
42120,FATEHPUR,Bindki,Aura Nisphi,Aura Nisphi
42121,FATEHPUR,Bindki,Azampur Garhwa,AZAMPUR GARHWA
42122,FATEHPUR,Bindki,Babai,BABAI
42123,FATEHPUR,Bindki,Badahar,BADAHAR
42124,FATEHPUR,Bindki,Bagbadshahi Khajuha,BAGBADSHAHI KHAJUHA
42125,FATEHPUR,Bindki,Bahadur Pur,BAHADURPUR
42126,FATEHPUR,Bindki,Bahadurpur Kotara,MADHAVPUR
42127,FATEHPUR,Bindki,Baharoli,BAHARAULI
42128,FATEHPUR,Bindki,Bajidpur,WAJIDPUR
42129,FATEHPUR,Bindki,Bakevar Bujurg,BAKEVAR BUJURG
42130,FATEHPUR,Bindki,Bakoli,DAVATPUR
42131,FATEHPUR,Bindki,Baniya Khera,Baniyan khera
42132,FATEHPUR,Bindki,Baniyani,BANIYANI
42133,FATEHPUR,Bindki,Banthara,BANTHARA
42134,FATEHPUR,Bindki,Banu,BENU
42135,FATEHPUR,Bindki,Bapsaura,DAPSAURA
42136,FATEHPUR,Bindki,Bara,BARA
42137,FATEHPUR,Bindki,Barampur,CHAKMADA
42138,FATEHPUR,Bindki,Barampur,SARAHAN BUZURG
42139,FATEHPUR,Bindki,Bardara,BARDARA
42140,FATEHPUR,Bindki,Barethar Buzurg,BARETHAR BUZURG
42141,FATEHPUR,Bindki,Barethar Khurd,BARETHAR KHURD
42142,FATEHPUR,Bindki,Barhat,BARHAT
42143,FATEHPUR,Bindki,Baroora,BARAURA
42144,FATEHPUR,Bindki,Barwa,REWRI
42145,FATEHPUR,Bindki,Basawan Khera,BASAWAN KHERA
42146,FATEHPUR,Bindki,Basawanpur,KARCHALPUR
42147,FATEHPUR,Bindki,Basfara,BASFARA
42148,FATEHPUR,Bindki,BEHATA,BEHATA
42149,FATEHPUR,Bindki,Behta Khurd,BEHTA KHURD
42150,FATEHPUR,Bindki,Beta,BENTA
42151,FATEHPUR,Bindki,Bhaisauli,BHAISAULI
42152,FATEHPUR,Bindki,Bharat Pur,BHARAT PUR
42153,FATEHPUR,Bindki,Bharsa,BHARSA
42154,FATEHPUR,Bindki,Bhaupur,BHAUPUR
42155,FATEHPUR,Bindki,Bhaurajpur,DAMODARPUR
42156,FATEHPUR,Bindki,Bhelgaon,MADHAVPUR
42157,FATEHPUR,Bindki,Bheweli,Bhewli
42158,FATEHPUR,Bindki,Bhikhanpur,BHEEKHAMPUR
42159,FATEHPUR,Bindki,Bhulmuliyapur,ISHEPUR
42160,FATEHPUR,Bindki,Bighanpur,BIGHANPUR
42161,FATEHPUR,Bindki,Bijauli,BIJAULI
42162,FATEHPUR,Bindki,Bijauli,BIJAULI
42163,FATEHPUR,Bindki,BIJURI,BIJURI
42164,FATEHPUR,Bindki,Bilona,BILONA
42165,FATEHPUR,Bindki,Bindour,BINDOUR
42166,FATEHPUR,Bindki,Birnai,BIRNAI
42167,FATEHPUR,Bindki,Budawa,BUDHWAN
42168,FATEHPUR,Bindki,Budhnda,MENHADIYA
42169,FATEHPUR,Bindki,Chakaliyabad,ALIYABAD
42170,FATEHPUR,Bindki,Chak Auliya Khera,MANDRAON
42171,FATEHPUR,Bindki,Chak Data,MUSAFA
42172,FATEHPUR,Bindki,Chak Habatpur,HARDOULI
42173,FATEHPUR,Bindki,Chak Hafijpur Harkaran,HAFIJPUR HARKARAN
42174,FATEHPUR,Bindki,Chakhata,CHAKHATA
42175,FATEHPUR,Bindki,Chak Jafar Ali,JAFARGANJ
42176,FATEHPUR,Bindki,Chak Jahanpur,SELAWAN
42177,FATEHPUR,Bindki,Chak Kashmiri,LAKHANA KHERA
42178,FATEHPUR,Bindki,Chakki,CHAKKI
42179,FATEHPUR,Bindki,Chak Kora,Korka
42180,FATEHPUR,Bindki,Chaklala,JARA
42181,FATEHPUR,Bindki,Chaklal Bibi,PAPARENDA
42182,FATEHPUR,Bindki,Chaklalupur,JARARA
42183,FATEHPUR,Bindki,Chakmada,CHAKMADA
42184,FATEHPUR,Bindki,Chak Madhopur,BARETHAR BUZURG
42185,FATEHPUR,Bindki,Chak Maulvi,BARETHAR BUZURG
42186,FATEHPUR,Bindki,Chakmohiuddinpur,JAFRABAD
42187,FATEHPUR,Bindki,Chak Patti,MIRZAPUR MAKRANDPUR
42188,FATEHPUR,Bindki,Chakrajju,KORAIYAN
42189,FATEHPUR,Bindki,Chandpur,CHANDPUR
42190,FATEHPUR,Bindki,Chatiha,PAPARENDA
42191,FATEHPUR,Bindki,Chhichha,CHHICHHA
42192,FATEHPUR,Bindki,Chhiwali,KAUDIA
42193,FATEHPUR,Bindki,CHIHURPUR,ROTI
42194,FATEHPUR,Bindki,Chintapur,CHITTAPUR
42195,FATEHPUR,Bindki,Chirali,CHIRLI
42196,FATEHPUR,Bindki,Churaman Khera,CHURAMAN KHERA
42197,FATEHPUR,Bindki,Dadan Khera,CHITTAPUR
42198,FATEHPUR,Bindki,Dada Sahimal Pur,RANMAST PUR
42199,FATEHPUR,Bindki,Dagdaiya,SIKRODHI
42200,FATEHPUR,Bindki,Damauti Khera,SHIVRAJPUR
42201,FATEHPUR,Bindki,Damodarpur,DAMODARPUR
42202,FATEHPUR,Bindki,Dariabad,DARIYABAD
42203,FATEHPUR,Bindki,Dari Bujurg,DARI BUJURG
42204,FATEHPUR,Bindki,Dari Khurd,DARI KHURD
42205,FATEHPUR,Bindki,Dariyapur,HASNAPUR
42206,FATEHPUR,Bindki,Dariyapur Chediya,DARIYAPUR CHHEDIYA
42207,FATEHPUR,Bindki,Darota Lalpur,DARAUTA LALPUR
42208,FATEHPUR,Bindki,Darveshabad,DARVESHPUR
42209,FATEHPUR,Bindki,Darveshpur,DARVESHPUR
42210,FATEHPUR,Bindki,Daulatpur,SIKRODHI
42211,FATEHPUR,Bindki,Davatpur,DAVATPUR
42212,FATEHPUR,Bindki,Daveri Bujurg,DEVRI BUJURG
42213,FATEHPUR,Bindki,Deegh,DEEGH
42214,FATEHPUR,Bindki,Delemau,MAYARAM KHERA
42215,FATEHPUR,Bindki,Deochali,DEOCHALI
42216,FATEHPUR,Bindki,Dev Mai,DEV MAI
42217,FATEHPUR,Bindki,Dewmai,DEWMAI
42218,FATEHPUR,Bindki,Dhamamau,DHANEMAU
42219,FATEHPUR,Bindki,Dhamauli,DUBEPUR
42220,FATEHPUR,Bindki,Dhami Khera,RAINA
42221,FATEHPUR,Bindki,Dhamna Khurd,DHAMNA KHURD
42222,FATEHPUR,Bindki,Dhorha,GHORAHA
42223,FATEHPUR,Bindki,Dhourahara,DHOURAHARA
42224,FATEHPUR,Bindki,Digharuva,DIGHARUVA
42225,FATEHPUR,Bindki,Dilawalpur,MURARPUR
42226,FATEHPUR,Bindki,Dundra,DUNDARA
42227,FATEHPUR,Bindki,Duvepur,DUBEPUR
42228,FATEHPUR,Bindki,Dwarikapur Jatt,DWARIKAPUR JATT
42229,FATEHPUR,Bindki,Etara,KAHINJARA
42230,FATEHPUR,Bindki,Faizabad,kherabad
42231,FATEHPUR,Bindki,Farchalpur,KARCHALPUR
42232,FATEHPUR,Bindki,Farhatpur,JAJMOIYA
42233,FATEHPUR,Bindki,Faridpur,FARIDPUR
42234,FATEHPUR,Bindki,Gag,PAHARIPUR
42235,FATEHPUR,Bindki,Gagauli,MAUHARI
42236,FATEHPUR,Bindki,Gajaipur,GAJAIPUR
42237,FATEHPUR,Bindki,Galatha,GALATHA
42238,FATEHPUR,Bindki,Gandharvi,Gandharvi
42239,FATEHPUR,Bindki,Gangchauli Bujurg,GANGCHAULI BUJURG
42240,FATEHPUR,Bindki,Gangchauli Khurda,GANGCHAULI KHURD
42241,FATEHPUR,Bindki,Gangouli,GANGOULI
42242,FATEHPUR,Bindki,Gangpur,GOVINDPUR BILARI
42243,FATEHPUR,Bindki,Gangupur,PARSETHA
42244,FATEHPUR,Bindki,Gari,GARHI
42245,FATEHPUR,Bindki,Gauhrari,GOHRARI
42246,FATEHPUR,Bindki,Gauri,Gauri
42247,FATEHPUR,Bindki,Gauri Aranj,JARARA
42248,FATEHPUR,Bindki,Gauri Awara,GAURI AURA
42249,FATEHPUR,Bindki,Ghanshyampur,GHANSHYAMPUR
42250,FATEHPUR,Bindki,Gobha,KANSA KHERA
42251,FATEHPUR,Bindki,Godhrauli,GODHRAULI
42252,FATEHPUR,Bindki,Gopalpur,GOPALPUR ADHENA
42253,FATEHPUR,Bindki,Gopalpur Ghaghaura,GOPALPUR GHAGHAURA
42254,FATEHPUR,Bindki,Goura,GAURA
42255,FATEHPUR,Bindki,Gouspur,GOUSPUR
42256,FATEHPUR,Bindki,Govindpur,MADOKIPUR
42257,FATEHPUR,Bindki,Govindpur Bilari,GOVINDPUR BILARI
42258,FATEHPUR,Bindki,Guneer,GUNEER
42259,FATEHPUR,Bindki,Habibpur,BASAWAN KHERA
42260,FATEHPUR,Bindki,Hafijpur Harkaran,HAFIJPUR HARKARAN
42261,FATEHPUR,Bindki,Hajipur,HAJIPUR
42262,FATEHPUR,Bindki,Hajratpur,JAFRABAD
42263,FATEHPUR,Bindki,Hardaspur,JAGDISHPUR  BAKEWAR
42264,FATEHPUR,Bindki,Hardaurpur,Hardaolpur
42265,FATEHPUR,Bindki,Hardouli,HARDOULI
42266,FATEHPUR,Bindki,Harsinghpur,HARSINGHPUR
42267,FATEHPUR,Bindki,Hasanapur,HASNAPUR
42268,FATEHPUR,Bindki,Hasanpur,HASANAPUR
42269,FATEHPUR,Bindki,Hasanpur Devari,HASANPUR DEVRI
42270,FATEHPUR,Bindki,Himmat Pur,HIMMAT PUR
42271,FATEHPUR,Bindki,Holapur,HAJIPUR
42272,FATEHPUR,Bindki,Husapur,UDUPUR
42273,FATEHPUR,Bindki,Husenabad,AZAMPUR GARHWA
42274,FATEHPUR,Bindki,Ibrahimpur,IBRAHIMPUR
42275,FATEHPUR,Bindki,Ibrahimpur Dada,IBRAHIMPUR DANDA
42276,FATEHPUR,Bindki,Ibrahimpur Nawabad,RAMPUR KURMI
42277,FATEHPUR,Bindki,ISHEPUR,ISHEPUR
42278,FATEHPUR,Bindki,Itara,GAJAIPUR
42279,FATEHPUR,Bindki,Itarora Pilkhini,ITARORA PILKHINI
42280,FATEHPUR,Bindki,Jafrabad,JAFRABAD
42281,FATEHPUR,Bindki,Jagdishpur,SAUNA KHERA
42282,FATEHPUR,Bindki,Jagdishpur Bakevar,JAGDISHPUR  BAKEWAR
42283,FATEHPUR,Bindki,JAJMOIYA,JAJMOIYA
42284,FATEHPUR,Bindki,Jalala,Jalala
42285,FATEHPUR,Bindki,Jalalpur Neori,JALALPUR NEORI
42286,FATEHPUR,Bindki,Jamrouli,JAMROULI
42287,FATEHPUR,Bindki,Janta,JANTA
42288,FATEHPUR,Bindki,Jara,JARA
42289,FATEHPUR,Bindki,Jarara,JARARA
42290,FATEHPUR,Bindki,Jarauli,JARAULI
42291,FATEHPUR,Bindki,Jigni,JIGNI
42292,FATEHPUR,Bindki,Jogapur,Jogapur
42293,FATEHPUR,Bindki,Joniha,JONIHA
42294,FATEHPUR,Bindki,Kahijara,KAHINJARA
42295,FATEHPUR,Bindki,Kakora,Kakora
42296,FATEHPUR,Bindki,KAKRAIHA,DARI KHURD
42297,FATEHPUR,Bindki,Kalana,KALANA
42298,FATEHPUR,Bindki,Kamasi,DARIYAPUR CHHEDIYA
42299,FATEHPUR,Bindki,KANAIRAMAY CHAK,SALEMPUR KANERA
42300,FATEHPUR,Bindki,Kansa Khera,KANSA KHERA
42301,FATEHPUR,Bindki,Kansarahi,Kanshahi
42302,FATEHPUR,Bindki,Kanspur Gangauli,KANSPUR GUGAULI
42303,FATEHPUR,Bindki,Kapiliya,PAPARENDA
42304,FATEHPUR,Bindki,Kapilmaiyke Kishunpur Kapile,KAPIL
42305,FATEHPUR,Bindki,Karanpur,KARANPUR
42306,FATEHPUR,Bindki,Karanpura,KARANPURA
42307,FATEHPUR,Bindki,Kasba Kora,AKBARPUR NASIRPUR
42308,FATEHPUR,Bindki,Kashmiri Pur,KASHMIRI PUR
42309,FATEHPUR,Bindki,Kaudia,KAUDIA
42310,FATEHPUR,Bindki,Kauh,PARADHANAI
42311,FATEHPUR,Bindki,Keechakpur,AUNG
42312,FATEHPUR,Bindki,Kewai,KEWAI
42313,FATEHPUR,Bindki,Khadara,KHADARA
42314,FATEHPUR,Bindki,Khairabad,kherabad
42315,FATEHPUR,Bindki,Khanda Dawar,KHANDE DEWAR
42316,FATEHPUR,Bindki,Khanpur,WAJIDPUR
42317,FATEHPUR,Bindki,Khanpur Kadim,DIGHARUVA
42318,FATEHPUR,Bindki,Kharauli,KHARAULI
42319,FATEHPUR,Bindki,Khoonta,KHOONTA
42320,FATEHPUR,Bindki,Khurmabad,KHURMABAD
42321,FATEHPUR,Bindki,Kishunpur,LAHANGI
42322,FATEHPUR,Bindki,Kishunpur Kapili,KISHUNPUR KAPILI
42323,FATEHPUR,Bindki,Koriaya,KORAIYAN
42324,FATEHPUR,Bindki,KORSAM,KORSAM
42325,FATEHPUR,Bindki,Korwa,KORWA
42326,FATEHPUR,Bindki,Korwal Haar,MADURI
42327,FATEHPUR,Bindki,Kotha Bakhariya,KOTHA BAKHARIYA
42328,FATEHPUR,Bindki,Kotiya,KOTIYA
42329,FATEHPUR,Bindki,KRIPALPUR BINDHA,KRIPALPUR BINDHA
42330,FATEHPUR,Bindki,Kukade,GAJAIPUR
42331,FATEHPUR,Bindki,Kulkhera,KULKHERA
