,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
32577,BULANDSHAHR,Anupshahr,Achalpur,LACHCHHAMPUR
32578,BULANDSHAHR,Anupshahr,Ahamad Nagar Urf Touli,AHAMAD NAGAR URF TOULI
32579,BULANDSHAHR,Anupshahr,Ahar Bangar,AHAR BANGAR
32580,BULANDSHAHR,Anupshahr,Ahar Khadar,AHAR BANGAR
32581,BULANDSHAHR,Anupshahr,Akbarpur Urf Bachchikhera Bang,AKBARPUR URF BACHCHIKHERA BANG
32582,BULANDSHAHR,Anupshahr,Akbarpur Urf Bachchikhera Khad,AKBARPUR URF BACHCHIKHERA BANG
32583,BULANDSHAHR,Anupshahr,Alampur Urf Torai Bangar,AZAMPUR URF TORAI BANGAR
32584,BULANDSHAHR,Anupshahr,Amarpur,NAGALA NALU
32585,BULANDSHAHR,Anupshahr,Amba,AMBA
32586,BULANDSHAHR,Anupshahr,Ametha,PARALI
32587,BULANDSHAHR,Anupshahr,Aniwas,ANIWAS
32588,BULANDSHAHR,Anupshahr,Anjni,ANJNI
32589,BULANDSHAHR,Anupshahr,Anoopshahr Bangar,AKBARPUR URF BACHCHIKHERA BANG
32590,BULANDSHAHR,Anupshahr,Anupshahar Khadar,AKBARPUR URF BACHCHIKHERA BANG
32591,BULANDSHAHR,Anupshahr,Azampur Urf Torai Khadar,AZAMPUR URF TORAI BANGAR
32592,BULANDSHAHR,Anupshahr,Badarkha,BADARKHA
32593,BULANDSHAHR,Anupshahr,Badshahpur Pauta,BADSHAHPUR PAUTA
32594,BULANDSHAHR,Anupshahr,Bagsara,BAGSARA
32595,BULANDSHAHR,Anupshahr,Bamanpur,BAMANPUR
32596,BULANDSHAHR,Anupshahr,Banawaripur,BANAWARIPUR
32597,BULANDSHAHR,Anupshahr,Barhpura,BARHPURA
32598,BULANDSHAHR,Anupshahr,Begampur Urf Jairampur,BEGAMPUR URF JAIRAMPUR
32599,BULANDSHAHR,Anupshahr,Bhailai,BHAILAI
32600,BULANDSHAHR,Anupshahr,Bhaipur,BHAIPUR
32601,BULANDSHAHR,Anupshahr,Bhaisakhur Urf Saray Adam,BAMANPUR
32602,BULANDSHAHR,Anupshahr,Bhatadev,RAURA
32603,BULANDSHAHR,Anupshahr,Bhiroli,BHIROLI
32604,BULANDSHAHR,Anupshahr,Bhopur,BHOPUR
32605,BULANDSHAHR,Anupshahr,Bibiyana,BIBIYANA
32606,BULANDSHAHR,Anupshahr,Bichaula,BICHAULA
32607,BULANDSHAHR,Anupshahr,Bidhipur,JAIRAMPUR KUDENA
32608,BULANDSHAHR,Anupshahr,Birauli,BIRAULI
32609,BULANDSHAHR,Anupshahr,Borha,BORHA
32610,BULANDSHAHR,Anupshahr,Chacharai,CHACHRAI
32611,BULANDSHAHR,Anupshahr,Charaura,CHARAURA
32612,BULANDSHAHR,Anupshahr,Chhaturiya,ENCHORA
32613,BULANDSHAHR,Anupshahr,Dabka,DABKA
32614,BULANDSHAHR,Anupshahr,Daraura,DARAURA
32615,BULANDSHAHR,Anupshahr,Daravar,DARAVAR
32616,BULANDSHAHR,Anupshahr,Davkora,DAVKORA
32617,BULANDSHAHR,Anupshahr,Devakaranpur Urf Bajhera,DEVAKARANPUR URF BAJHERA
32618,BULANDSHAHR,Anupshahr,Dugrau,DUGRAU
32619,BULANDSHAHR,Anupshahr,Dungara Jogi,DUNGARA JOGI
32620,BULANDSHAHR,Anupshahr,Enchora,ENCHORA
32621,BULANDSHAHR,Anupshahr,Faridpur Bariyan,MURADNAGAR
32622,BULANDSHAHR,Anupshahr,Fatahpur,FATAHPUR
32623,BULANDSHAHR,Anupshahr,Gahana Govardhanpur,GAHANA GOVARDHANPUR
32624,BULANDSHAHR,Anupshahr,Gangabas Pahara,GANGABAS PAHARA
32625,BULANDSHAHR,Anupshahr,Garhara,GARHARA
32626,BULANDSHAHR,Anupshahr,Godhana,KARONJI
32627,BULANDSHAHR,Anupshahr,Harchandpur,HRCHANDPUR
32628,BULANDSHAHR,Anupshahr,Hasanpur Bangar,HASANPUR BANGAR
32629,BULANDSHAHR,Anupshahr,Hasanpur Khadar,HASANPUR BANGAR
32630,BULANDSHAHR,Anupshahr,Hisavati,HISAVATI
32631,BULANDSHAHR,Anupshahr,Hoshiyarpur Urf Adhiyar,HOSHIYARPUR URF ADHIYAR
32632,BULANDSHAHR,Anupshahr,Jafrabad Urf Gangabas Bangar,AKBARPUR URF BACHCHIKHERA BANG
32633,BULANDSHAHR,Anupshahr,Jafrabad Urf Gangabas Khadar,AKBARPUR URF BACHCHIKHERA BANG
32634,BULANDSHAHR,Anupshahr,Jahangirabad Rural,JAHANGIRABAD RURAL
32635,BULANDSHAHR,Anupshahr,Jairampur Kudena,JAIRAMPUR KUDENA
32636,BULANDSHAHR,Anupshahr,Jalilpur,JALILPUR
32637,BULANDSHAHR,Anupshahr,Jamrau,JAMRAU
32638,BULANDSHAHR,Anupshahr,JARJPUR,MALAKPUR
32639,BULANDSHAHR,Anupshahr,Jasar,JASAR
32640,BULANDSHAHR,Anupshahr,Jatpura,JATPURA
32641,BULANDSHAHR,Anupshahr,Jatvai,JATVAI
32642,BULANDSHAHR,Anupshahr,Jugasana Kalan,JUGASANA KALAN
32643,BULANDSHAHR,Anupshahr,Jugasana Khurd,KHANPURA
32644,BULANDSHAHR,Anupshahr,KAKADIYA KHERA,PATRAMPUR
32645,BULANDSHAHR,Anupshahr,Karanpur Kalan,KARANPUR KALAN
32646,BULANDSHAHR,Anupshahr,Karanpur Urf Nurpur,NOORPUR URF KARANPUR
32647,BULANDSHAHR,Anupshahr,Karonji,KARONJI
32648,BULANDSHAHR,Anupshahr,Katiyavali,KATIYAVALI
32649,BULANDSHAHR,Anupshahr,Khadana,KHADANA
32650,BULANDSHAHR,Anupshahr,Khalaur,KHALAUR
32651,BULANDSHAHR,Anupshahr,Khalikabad/Dungrajat,KHALIKABAD/DUNGRAJAT
32652,BULANDSHAHR,Anupshahr,Khalikpur,KHALIKPUR
32653,BULANDSHAHR,Anupshahr,Khanpura,KHANPURA
32654,BULANDSHAHR,Anupshahr,Khaunada,KHAUNADA
32655,BULANDSHAHR,Anupshahr,Khijarabad,SALGAVAN
32656,BULANDSHAHR,Anupshahr,Khushalgarh,KHUSHALGARH
32657,BULANDSHAHR,Anupshahr,Kishanpur Urf Kishan Khera,KISHANPUR URF KISHAN KHERA
32658,BULANDSHAHR,Anupshahr,Kubari,LACHCHHAMPUR
32659,BULANDSHAHR,Anupshahr,Lachchhampur,LACHCHHAMPUR
32660,BULANDSHAHR,Anupshahr,Lachhoi,LACHHOI
32661,BULANDSHAHR,Anupshahr,Madagavan,BAMANPUR
32662,BULANDSHAHR,Anupshahr,Madhogarh,JAIRAMPUR KUDENA
32663,BULANDSHAHR,Anupshahr,Malakpur,MALAKPUR
32664,BULANDSHAHR,Anupshahr,Man Karora,MAN KARORA
32665,BULANDSHAHR,Anupshahr,Mau,MAU
32666,BULANDSHAHR,Anupshahr,Mauharsa,MAUHARSA
32667,BULANDSHAHR,Anupshahr,Maujpur,MAUJPUR
32668,BULANDSHAHR,Anupshahr,Mohammadpur Bangar,MOHAMMADPUR BANGAR
32669,BULANDSHAHR,Anupshahr,Mohammadpur Khadar,MOHAMMADPUR BANGAR
32670,BULANDSHAHR,Anupshahr,Mubarikpur,POOTHA
32671,BULANDSHAHR,Anupshahr,Mubarikpur Bangar,MOHAMMADPUR BANGAR
32672,BULANDSHAHR,Anupshahr,Mubarikpur Khadar,MOHAMMADPUR BANGAR
32673,BULANDSHAHR,Anupshahr,Muradnagar,MURADNAGAR
32674,BULANDSHAHR,Anupshahr,Myunispur,SIRAURA BANGAR
32675,BULANDSHAHR,Anupshahr,Nagala Nalu,NAGALA NALU
32676,BULANDSHAHR,Anupshahr,Navabpur Urf Dharampur,AZAMPUR URF TORAI BANGAR
32677,BULANDSHAHR,Anupshahr,Navi Nagar,NAVI NAGAR
32678,BULANDSHAHR,Anupshahr,Pachdevra,PACHDEVRA
32679,BULANDSHAHR,Anupshahr,Pagauna,PAGAUNA
32680,BULANDSHAHR,Anupshahr,Paharpur,PAHARPUR
32681,BULANDSHAHR,Anupshahr,Parali,PARALI
32682,BULANDSHAHR,Anupshahr,Patrampur,PATRAMPUR
32683,BULANDSHAHR,Anupshahr,Pipehara,PIPEHARA
32684,BULANDSHAHR,Anupshahr,Pootha,POOTHA
32685,BULANDSHAHR,Anupshahr,Rajapur,RJAPUR
32686,BULANDSHAHR,Anupshahr,Rajaur,RAJAUR
32687,BULANDSHAHR,Anupshahr,Rajner Urf Sorla,RAJNER URF SORLA
32688,BULANDSHAHR,Anupshahr,Rajpur,RAJPUR
32689,BULANDSHAHR,Anupshahr,Rampur,MOHAMMADPUR BANGAR
32690,BULANDSHAHR,Anupshahr,Raura,RAURA
32691,BULANDSHAHR,Anupshahr,Rohallapur/Kharva,HOSHIYARPUR URF ADHIYAR
32692,BULANDSHAHR,Anupshahr,Ronda,RONDA
32693,BULANDSHAHR,Anupshahr,Roopvas,ROOPVAS
32694,BULANDSHAHR,Anupshahr,Roorh Khadar,FATAHPUR
32695,BULANDSHAHR,Anupshahr,Rootha,ROOTHA
32696,BULANDSHAHR,Anupshahr,Rooth Bangar,ROOTH BANGAR
32697,BULANDSHAHR,Anupshahr,Sahibad Urf Kakarai,SAHIBAD URF KAKARAI
32698,BULANDSHAHR,Anupshahr,Salamatpur,SALAMATPUR
32699,BULANDSHAHR,Anupshahr,Salempur,BAMANPUR
32700,BULANDSHAHR,Anupshahr,Salgavan,SALGAVAN
32701,BULANDSHAHR,Anupshahr,Sankhani,SANKHANI
32702,BULANDSHAHR,Anupshahr,Shahjahanpur,SHAHJAHANPUR
32703,BULANDSHAHR,Anupshahr,Shekupur Raura,SHEKUPUR RAURA
32704,BULANDSHAHR,Anupshahr,Sherpur Bangar,SHERPUR BANGAR
32705,BULANDSHAHR,Anupshahr,Sherpur Khadar,SHERPUR BANGAR
32706,BULANDSHAHR,Anupshahr,Shikoi,SHIKOI
32707,BULANDSHAHR,Anupshahr,Shyampuri,SHYOPURI
32708,BULANDSHAHR,Anupshahr,Shyaurampur Jinai,SHYAURAMPUR JINAI
32709,BULANDSHAHR,Anupshahr,Sihlinagar,BANAWARIPUR
32710,BULANDSHAHR,Anupshahr,Siraura Bangar,SIRAURA BANGAR
32711,BULANDSHAHR,Anupshahr,Siraura Khadar,SIRAURA BANGAR
32712,BULANDSHAHR,Anupshahr,Soharkhan,SOHARKHAN
32713,BULANDSHAHR,Anupshahr,Sunai,SUNAI
32714,BULANDSHAHR,Anupshahr,Sunana,SUNANA
32715,BULANDSHAHR,Anupshahr,Suratgarh Urf Lodhai,SURATGARH URF LODHAI
32716,BULANDSHAHR,Anupshahr,Telia Nagla,TELIA NAGLA
32717,BULANDSHAHR,Anupshahr,Titota Urf Birgaon,TITOTA URF BIRGAON
32718,BULANDSHAHR,Anupshahr,Ubari,KARANPUR KALAN
32719,BULANDSHAHR,Anupshahr,Ugevan,BHAILAI
32720,BULANDSHAHR,Bulandshahr,Adaoli,ADHAULI
32721,BULANDSHAHR,Bulandshahr,Adauli,ADAULI
32722,BULANDSHAHR,Bulandshahr,Agota,AGOTA
32723,BULANDSHAHR,Bulandshahr,Ahamadpur,HASANPUR PAHARPUR
32724,BULANDSHAHR,Bulandshahr,Ahmad Nagar,AHMAD NAGAR
32725,BULANDSHAHR,Bulandshahr,Ahmadpurtanda,AHMADPURTANDA
32726,BULANDSHAHR,Bulandshahr,Aimanpur,AIMAANPUR
32727,BULANDSHAHR,Bulandshahr,Ajitpur,AJITPUR
32728,BULANDSHAHR,Bulandshahr,Akabarpr Raina,AKABARPR RAINA
32729,BULANDSHAHR,Bulandshahr,Akbapur,AKBAPUR
32730,BULANDSHAHR,Bulandshahr,Akbarpur Jhojha,AKBARPUR JHOJHA
32731,BULANDSHAHR,Bulandshahr,Akbrabad Kuda,AKBRABAD KUDA
32732,BULANDSHAHR,Bulandshahr,Akhtyarpur,AKHTYARPUR
32733,BULANDSHAHR,Bulandshahr,Alamgirpur Dhanaura,ALAMGIRPUR DHANAURA
32734,BULANDSHAHR,Bulandshahr,Alamgirpur Nainsukh,ALAMGIRPUR NAINSUKH
32735,BULANDSHAHR,Bulandshahr,Alipur Gijhauri,ALIPUR GIJHAURI
32736,BULANDSHAHR,Bulandshahr,Anchana,ANCHANA
32737,BULANDSHAHR,Bulandshahr,Anehda,ANEHDA
32738,BULANDSHAHR,Bulandshahr,Asadullapur,ODARA URF NAWADA
32739,BULANDSHAHR,Bulandshahr,Asawar,ASAWAR
32740,BULANDSHAHR,Bulandshahr,Asfabad Chandpura,ASFABAD CHANDPURA
32741,BULANDSHAHR,Bulandshahr,Atmadsarai,ATMADSARAI
32742,BULANDSHAHR,Bulandshahr,Atta,ATTA
32743,BULANDSHAHR,Bulandshahr,Aulina,AULINA
32744,BULANDSHAHR,Bulandshahr,Aurangabad,AURANGABAD
32745,BULANDSHAHR,Bulandshahr,Aurangpur Mirpur,BAKAURA
32746,BULANDSHAHR,Bulandshahr,Aurangpur Mohsan,BAKAURA
32747,BULANDSHAHR,Bulandshahr,Badnaura,KAZIPURA
32748,BULANDSHAHR,Bulandshahr,Baglapoothri,BAGLAPOOTHRI
32749,BULANDSHAHR,Bulandshahr,Bagwala,BAGWALA
32750,BULANDSHAHR,Bulandshahr,Bahadur Mahespur,BAHADUR MAHESPUR
32751,BULANDSHAHR,Bulandshahr,Bahadurpur Pasauli,BAHADURPUR PASAULI
32752,BULANDSHAHR,Bulandshahr,Bahalimpura (CT),BAHALIMPUR
32753,BULANDSHAHR,Bulandshahr,Baharmand Nagar,BAHARMAND NAGAR
32754,BULANDSHAHR,Bulandshahr,Bakaura,BAKAURA
32755,BULANDSHAHR,Bulandshahr,Baral,BARAL
32756,BULANDSHAHR,Bulandshahr,Barari,BARARI
32757,BULANDSHAHR,Bulandshahr,Basendua,BASENDUA
32758,BULANDSHAHR,Bulandshahr,Bhaipura (OG),BHAIPURA
32759,BULANDSHAHR,Bulandshahr,Bhamra,BHAMRA
32760,BULANDSHAHR,Bulandshahr,Bhandauli,BHANDAULI
32761,BULANDSHAHR,Bulandshahr,Bhandauria,RAJGARHI
32762,BULANDSHAHR,Bulandshahr,Bhatona,BHATONA
32763,BULANDSHAHR,Bulandshahr,Bhatpura,NAUBATPUR
32764,BULANDSHAHR,Bulandshahr,Bhikanpur,POTH
32765,BULANDSHAHR,Bulandshahr,Bhogpur,SOHANPUR
32766,BULANDSHAHR,Bulandshahr,Bhoor,AKBAPUR
32767,BULANDSHAHR,Bulandshahr,Bihra,BIHRA
32768,BULANDSHAHR,Bulandshahr,Bishaich,BISHAICH
32769,BULANDSHAHR,Bulandshahr,Bisundra,BISUNDRA
32770,BULANDSHAHR,Bulandshahr,Bondra,BONDRA
32771,BULANDSHAHR,Bulandshahr,Bubupur,BUBUPUR
32772,BULANDSHAHR,Bulandshahr,Budhana,BUDHANA
32773,BULANDSHAHR,Bulandshahr,Bulandshahar Dehat,BULANDSHAHAR DEHAT
32774,BULANDSHAHR,Bulandshahr,Chandpur (OG),GANGARUA
32775,BULANDSHAHR,Bulandshahr,Charaura Mustafabad,CHARAURA MUSTAFABAD
32776,BULANDSHAHR,Bulandshahr,Chawali,CHAWALI
32777,BULANDSHAHR,Bulandshahr,Chhapravat,CHHAPRAVAT
32778,BULANDSHAHR,Bulandshahr,Chirawak,CHIRAWAK
32779,BULANDSHAHR,Bulandshahr,Chirchita,CHIRCHITA
32780,BULANDSHAHR,Bulandshahr,Dalpatpur Mukteshvera,DALPATPUR MUKTESHVERA
32781,BULANDSHAHR,Bulandshahr,Dariapur,DARIAPUR
32782,BULANDSHAHR,Bulandshahr,Daulatabad,DAULATABAD
32783,BULANDSHAHR,Bulandshahr,Daulatgarh,DAULATGARH
32784,BULANDSHAHR,Bulandshahr,Deoli Urf Deonagar,DEOLI URF DEONAGAR
32785,BULANDSHAHR,Bulandshahr,Dhakauli,DHAKAULI
32786,BULANDSHAHR,Bulandshahr,Dhamera Kirat,DHAMERA KIRAT
32787,BULANDSHAHR,Bulandshahr,Dhamrawali,DHAMRAWALI
32788,BULANDSHAHR,Bulandshahr,Dhimari Aidalpur,DHIMARI AIDALPUR
32789,BULANDSHAHR,Bulandshahr,Dohali,DOHALI
32790,BULANDSHAHR,Bulandshahr,Dostpur,DOSTPUR
32791,BULANDSHAHR,Bulandshahr,Dudupur,DUDUPUR
32792,BULANDSHAHR,Bulandshahr,Etmatpur,LOHRARA
32793,BULANDSHAHR,Bulandshahr,Faijabad Redhawali,AKBARPUR JHOJHA
32794,BULANDSHAHR,Bulandshahr,Farhadpur,KUTUBPUR
32795,BULANDSHAHR,Bulandshahr,Fatehabad Urf Julepura,FATEHABAD URF JULEPURA
32796,BULANDSHAHR,Bulandshahr,Fatehpur Buzurg,FATEHPUR BUZURG
32797,BULANDSHAHR,Bulandshahr,Gangarua,GANGARUA
32798,BULANDSHAHR,Bulandshahr,Gaus Mahiuddinpur Urf Jaganadh,AKBRABAD KUDA
32799,BULANDSHAHR,Bulandshahr,Ghayaspur,GHAYASPUR
32800,BULANDSHAHR,Bulandshahr,Ginaura Janardar,GINAURA JANARDAR
32801,BULANDSHAHR,Bulandshahr,Ginorashekh,GINORASHEKH
32802,BULANDSHAHR,Bulandshahr,Girdharpur Nabada,GIRDHARPUR NABADA
32803,BULANDSHAHR,Bulandshahr,Gulavathi Rural Natthugari,DEOLI URF DEONAGAR
32804,BULANDSHAHR,Bulandshahr,Guthaolitikre,GUTHAOLITIKRE
32805,BULANDSHAHR,Bulandshahr,Guthawali Khurd,GUTHAOLI KHURD
32806,BULANDSHAHR,Bulandshahr,Harchana,HARCHANA
32807,BULANDSHAHR,Bulandshahr,Harganpur,FATEHPUR BUZURG
32808,BULANDSHAHR,Bulandshahr,Hartauli,HARTAULI
32809,BULANDSHAHR,Bulandshahr,Hasanpur,HASANPUR PAHARPUR
32810,BULANDSHAHR,Bulandshahr,Hatmabad,HATMABAD
32811,BULANDSHAHR,Bulandshahr,Hazipur Bhatola,HAZIPUR BHATOLA
32812,BULANDSHAHR,Bulandshahr,Hazratpur Abhaipur,MIRPUR
32813,BULANDSHAHR,Bulandshahr,Hazratpur Samaspur,HAZRATPUR SAMASPUR
32814,BULANDSHAHR,Bulandshahr,Hiarpur (OG),HIRAPUR
32815,BULANDSHAHR,Bulandshahr,Hingmala Urf Bhawsi,HINGMALA URF BHAWSI
32816,BULANDSHAHR,Bulandshahr,Hirnot,BISUNDRA
32817,BULANDSHAHR,Bulandshahr,Husenpur,MAKHADUMNAGAR URF MITHAPUR
32818,BULANDSHAHR,Bulandshahr,Imilia,IMILIA
32819,BULANDSHAHR,Bulandshahr,Ismila,ISMILA
32820,BULANDSHAHR,Bulandshahr,Ismilpur Dehlai,MATHNA JAGATPUR
32821,BULANDSHAHR,Bulandshahr,Jafrabad Patti,KHITHALA
32822,BULANDSHAHR,Bulandshahr,Jahara,JAHARA
32823,BULANDSHAHR,Bulandshahr,Jainpur,JAINPUR
32824,BULANDSHAHR,Bulandshahr,Jalkhera,JALKHERA
32825,BULANDSHAHR,Bulandshahr,Janaura,JANAURA
32826,BULANDSHAHR,Bulandshahr,Jasnawali Kalan,JASNAWALI KALAN
32827,BULANDSHAHR,Bulandshahr,Jasnawali Khurd,JASNAWALI KHURD
32828,BULANDSHAHR,Bulandshahr,Jauligarh,JAULIGARH
32829,BULANDSHAHR,Bulandshahr,Jauth,JAUTH
32830,BULANDSHAHR,Bulandshahr,Jeewat,JEEWAT
32831,BULANDSHAHR,Bulandshahr,Jirawathi,ZIRAWATHI
32832,BULANDSHAHR,Bulandshahr,Kahira,KAHIRA
32833,BULANDSHAHR,Bulandshahr,Kaithara,KAINTHRA
32834,BULANDSHAHR,Bulandshahr,Kalauli,KALAULI
32835,BULANDSHAHR,Bulandshahr,Kamalpur,KAMALPUR
32836,BULANDSHAHR,Bulandshahr,Kanoura,JANAURA
32837,BULANDSHAHR,Bulandshahr,Karim Nagar Banboi,KARIM NAGAR BANBOI
32838,BULANDSHAHR,Bulandshahr,Karkaura,KARKAURA
32839,BULANDSHAHR,Bulandshahr,Kaulsena,KAULSENA
32840,BULANDSHAHR,Bulandshahr,Kaurali,KAURALI
32841,BULANDSHAHR,Bulandshahr,Kazampur Deoli,KAZAMPUR DEOLI
32842,BULANDSHAHR,Bulandshahr,Kazipura,KAZIPURA
32843,BULANDSHAHR,Bulandshahr,Khaia Khera,AGOTA
32844,BULANDSHAHR,Bulandshahr,Khairi,KHAIRI
32845,BULANDSHAHR,Bulandshahr,Khalilpur Rath,KHALILPUR RATH
32846,BULANDSHAHR,Bulandshahr,Khanauda,KHANAUDA
32847,BULANDSHAHR,Bulandshahr,Khangawali,KHANGAWALI
32848,BULANDSHAHR,Bulandshahr,Khawajpur Ashrafpur,KHAWAJPUR ASHRAFPUR
32849,BULANDSHAHR,Bulandshahr,Khawazapur Mirpur,KHAWAZAPUR MIRPUR
32850,BULANDSHAHR,Bulandshahr,Khetalpur Bhansauli,KHETALPUR BHANSAULI
32851,BULANDSHAHR,Bulandshahr,Khithala,KHITHALA
32852,BULANDSHAHR,Bulandshahr,Khushhal Pur,KHUSHHAL PUR
32853,BULANDSHAHR,Bulandshahr,Kiryawali,KRIYAWALI
32854,BULANDSHAHR,Bulandshahr,Kishanpur,KISHANPUR
32855,BULANDSHAHR,Bulandshahr,Kisoli,KISOLI
32856,BULANDSHAHR,Bulandshahr,Kota,KOTA
32857,BULANDSHAHR,Bulandshahr,Kuchheja,KUCHHEJA
32858,BULANDSHAHR,Bulandshahr,Kudaina,KUDAINA
32859,BULANDSHAHR,Bulandshahr,Kurala,KURALA
32860,BULANDSHAHR,Bulandshahr,Kurli,KURLI
32861,BULANDSHAHR,Bulandshahr,Kurval Banaras,KURVAL BANARAS
32862,BULANDSHAHR,Bulandshahr,Kutubpur,KUTUBPUR
32863,BULANDSHAHR,Bulandshahr,Kyampur,DEOLI URF DEONAGAR
32864,BULANDSHAHR,Bulandshahr,Lahagra,LAHAGRA
32865,BULANDSHAHR,Bulandshahr,Lakhavati,LAKHAVATI
32866,BULANDSHAHR,Bulandshahr,Loharka,NAGALA JEET URF JITAVA
32867,BULANDSHAHR,Bulandshahr,Lohrara,LOHRARA
32868,BULANDSHAHR,Bulandshahr,Luharli,LUHARLI
32869,BULANDSHAHR,Bulandshahr,Machkauli,MACHKAULI
32870,BULANDSHAHR,Bulandshahr,Mahayatpur Garhi,MAHAYATPUR GARHI
32871,BULANDSHAHR,Bulandshahr,Maholi,MAHOLI
32872,BULANDSHAHR,Bulandshahr,Mahrajpur,ALAMGIRPUR DHANAURA
32873,BULANDSHAHR,Bulandshahr,Makhadumnagar Urf Mithapur,MAKHADUMNAGAR URF MITHAPUR
32874,BULANDSHAHR,Bulandshahr,Malagarh,MALAGARH
32875,BULANDSHAHR,Bulandshahr,Maman Kalan,MAMAN KALAN
32876,BULANDSHAHR,Bulandshahr,Maman Khurd,MAMAN KHURD
32877,BULANDSHAHR,Bulandshahr,Manakpur,MANAKPUR
32878,BULANDSHAHR,Bulandshahr,Manglaur,MANGLAUR
32879,BULANDSHAHR,Bulandshahr,Manpur,MANPUR
32880,BULANDSHAHR,Bulandshahr,Margubpur,MARGUBPUR
32881,BULANDSHAHR,Bulandshahr,Mathna Jagatpur,MATHNA JAGATPUR
32882,BULANDSHAHR,Bulandshahr,Mau Khera (OG),MAUKHERA
32883,BULANDSHAHR,Bulandshahr,Milka Mosamgarh,MILKA MOSAMGARH
