,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
44346,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Daularajpur,DAULARAJPUR
44347,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Dhanauri,DHANAURI
44348,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Dubli,HAJIPUR  DUBLI
44349,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Dungarpur Reelkha,DUNGARPUR RILKA
44350,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Fatehpur Atta,FATEHPUR ATTA
44351,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Fazayalpur,SHAHPUR KHURD
44352,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Gunpura,ATTA GUJRAN
44353,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Hajipur,HAJIPUR  DUBLI
44354,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Jaganpur Afzalpur,JAGANPUR AFZALPUR
44355,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Jaganpur Doab,JAGANPUR AFZALPUR
44356,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Jamalpur,JAMALPUR
44357,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Kadalpur,KADAL PUR
44358,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Kherli Bhav Mozampur,KHERLI BHAV
44359,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Latifpur Bhangar,LATIFPUR BHANGAR
44360,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Latifpur Khadar,LATIFPUR BHANGAR
44361,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Makanpur Bangar,MAKANPUR BANGAR
44362,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Makanpur Khadar,MAKANPUR KHADAR
44363,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Mandpa,MANDPA
44364,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Mathurapur,LATIFPUR BHANGAR
44365,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Mirzapur,MIRZAPUR
44366,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Mohammadpur Gurjar,MOHAMMADPUR GURJAR
44367,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Mohammadpur Jadau,MOHAMMADPUR JADAU
44368,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Munj Kheda,MUNJ KHEDA
44369,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Mustfabad,ATTA GUJRAN
44370,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Mutaina,MUTAINA
44371,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Nagala Chiti,CHITI
44372,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Nilonip Shahpur,NILONIP SHAHPUR
44373,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Parsaul,PARSAUL
44374,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Rajupur kalan,RAJPUR KALAN
44375,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Rampur Bangar,RAMPUR BANGAR
44376,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Rampur Khader,RAMPUR KHADER
44377,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Raruspur Ikbail,MUTAINA
44378,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Salarpur,SALARPUR
44379,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Salepur,SALEPUR
44380,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Sarakpur,BAJARPUR
44381,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Shahpur Khurd,SHAHPUR KHURD
44382,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Suhaidi Mahiuddinpur,LATIFPUR BHANGAR
44383,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Thasrana,THASRANA
44384,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Usmanpur,USMANPUR
44385,GAUTAM BUDDHA NAGAR,Gautam Buddha Nagar,Utrawali,UTRAWALI
44386,GAUTAM BUDDHA NAGAR,Jewar,Akalpur,AKALPUR
44387,GAUTAM BUDDHA NAGAR,Jewar,Alampur Iathla Urf Lodona,LODONA
44388,GAUTAM BUDDHA NAGAR,Jewar,Alavalpur,MAADALPUR
44389,GAUTAM BUDDHA NAGAR,Jewar,Aliabad urf Mahendipur,ALIABAD URF MAHENDIPUR
44390,GAUTAM BUDDHA NAGAR,Jewar,Allauddinpur urf Dhudhera,Allauddinpur urf Dhudhera
44391,GAUTAM BUDDHA NAGAR,Jewar,Alli Ahmadpur Urf Garhi,ALI AHMADPUR URF GARHI
44392,GAUTAM BUDDHA NAGAR,Jewar,Amanullapur Urf Mahara,MAHARA
44393,GAUTAM BUDDHA NAGAR,Jewar,Amarpur Palaka,SIROLI BANGAR
44394,GAUTAM BUDDHA NAGAR,Jewar,Anavargarh Bangar,TAQUIPUR BANGAR
44395,GAUTAM BUDDHA NAGAR,Jewar,Anwargarh Khadar,TAQUIPUR BANGAR
44396,GAUTAM BUDDHA NAGAR,Jewar,Aurangabad Urf Humayunpur,BHABOKARA
44397,GAUTAM BUDDHA NAGAR,Jewar,Ballabnagar urf Karrol Bangar,BALLABNAGAR URF KARROL BANGAR
44398,GAUTAM BUDDHA NAGAR,Jewar,Ballabnagar urf Karrol Khadar,BALLABNAGAR URF KARROL BANGAR
44399,GAUTAM BUDDHA NAGAR,Jewar,Bankapur,BANKAPUR
44400,GAUTAM BUDDHA NAGAR,Jewar,Banwari Bara,BANWARI BAS
44401,GAUTAM BUDDHA NAGAR,Jewar,Bhabokara,BHABOKARA
44402,GAUTAM BUDDHA NAGAR,Jewar,Bhagwantpur Chhatanga,BHAGWANTPUR CHHATANGA
44403,GAUTAM BUDDHA NAGAR,Jewar,Bhaipur Brahmanan,BHAIPUR BRAHMANAN
44404,GAUTAM BUDDHA NAGAR,Jewar,Bhikanpur,BHIKANPUR
44405,GAUTAM BUDDHA NAGAR,Jewar,Bhunna Taga,BHANNA TAGA
44406,GAUTAM BUDDHA NAGAR,Jewar,Birampur,BIRAMPUR
44407,GAUTAM BUDDHA NAGAR,Jewar,Chakbirampur,CHAKBIRAMPUR
44408,GAUTAM BUDDHA NAGAR,Jewar,Chak Jalalabad,TAQUIPUR BANGAR
44409,GAUTAM BUDDHA NAGAR,Jewar,Chanchali,CHANCHALI
44410,GAUTAM BUDDHA NAGAR,Jewar,Charoli,CHAROLI
44411,GAUTAM BUDDHA NAGAR,Jewar,Chhatanga Khurd,JHUPPA
44412,GAUTAM BUDDHA NAGAR,Jewar,Dastampur,DASTAMPUR
44413,GAUTAM BUDDHA NAGAR,Jewar,Dayantpur,DAYANTPUR
44414,GAUTAM BUDDHA NAGAR,Jewar,Deorar,DEORAR
44415,GAUTAM BUDDHA NAGAR,Jewar,Dhanpura,SIROLI BANGAR
44416,GAUTAM BUDDHA NAGAR,Jewar,Dhansia,DHANSIA
44417,GAUTAM BUDDHA NAGAR,Jewar,Falaida Bangar,FALAIDA BANGAR
44418,GAUTAM BUDDHA NAGAR,Jewar,Falaida Khadar,FALAIDA BANGAR
44419,GAUTAM BUDDHA NAGAR,Jewar,Fazilpur,BHANNA TAGA
44420,GAUTAM BUDDHA NAGAR,Jewar,Govindgarh,GOVINDGARH
44421,GAUTAM BUDDHA NAGAR,Jewar,Ismail Nagar Urf Bhoyra,BHIKANPUR
44422,GAUTAM BUDDHA NAGAR,Jewar,Jahangirpur,JAHANGIRPUR DEHAT
44423,GAUTAM BUDDHA NAGAR,Jewar,Jaun Chana,JAUN CHANA
44424,GAUTAM BUDDHA NAGAR,Jewar,Jewar Bangar,JEWAR BANGAR
44425,GAUTAM BUDDHA NAGAR,Jewar,Jewar Khader,JEWAR KHADER
44426,GAUTAM BUDDHA NAGAR,Jewar,Jhuppa,JHUPPA
44427,GAUTAM BUDDHA NAGAR,Jewar,Kalupura,KALUPURA
44428,GAUTAM BUDDHA NAGAR,Jewar,Kanpur,KANPUR
44429,GAUTAM BUDDHA NAGAR,Jewar,Karauli Bangar,KARAULI BANGAR
44430,GAUTAM BUDDHA NAGAR,Jewar,Karauli Khadar,KARAULI BANGAR
44431,GAUTAM BUDDHA NAGAR,Jewar,Khwajpur,KHWAJPUR
44432,GAUTAM BUDDHA NAGAR,Jewar,Kishorpur,KISHORPUR
44433,GAUTAM BUDDHA NAGAR,Jewar,Kureb,KUREB
44434,GAUTAM BUDDHA NAGAR,Jewar,Maadalpur,MAADALPUR
44435,GAUTAM BUDDHA NAGAR,Jewar,Machipur Khadar,SIRSA MACHIPUR
44436,GAUTAM BUDDHA NAGAR,Jewar,Mahadipur,MAHADIPUR BANGAR
44437,GAUTAM BUDDHA NAGAR,Jewar,Mahadipur Bangar,MAHADIPUR BANGAR
44438,GAUTAM BUDDHA NAGAR,Jewar,Mahvalipur,MOHVALIPUR
44439,GAUTAM BUDDHA NAGAR,Jewar,Maksudpur,BHANNA TAGA
44440,GAUTAM BUDDHA NAGAR,Jewar,Mangroli,MANGROLI
44441,GAUTAM BUDDHA NAGAR,Jewar,Manjhipur Banger,SIRSA MACHIPUR
44442,GAUTAM BUDDHA NAGAR,Jewar,Mayana,MAYANA
44443,GAUTAM BUDDHA NAGAR,Jewar,Mewla Gopalgarh,MEWLA GOPALGARH
44444,GAUTAM BUDDHA NAGAR,Jewar,Milk Karimabad,DASTAMPUR
44445,GAUTAM BUDDHA NAGAR,Jewar,Mirpur Kachh Urf Kanigarhi,KANIGARHI
44446,GAUTAM BUDDHA NAGAR,Jewar,Mukimpur Siwara,RAMNER
44447,GAUTAM BUDDHA NAGAR,Jewar,Mundrah,MUNDRAH
44448,GAUTAM BUDDHA NAGAR,Jewar,Murad Garhi,MURAD GARHI
44449,GAUTAM BUDDHA NAGAR,Jewar,Nangla Shahpur,MUNDRAH
44450,GAUTAM BUDDHA NAGAR,Jewar,Neemka Shahjahanpur,NEEMKA
44451,GAUTAM BUDDHA NAGAR,Jewar,Pachokara,PACHOKARA
44452,GAUTAM BUDDHA NAGAR,Jewar,Parohi,ROHI
44453,GAUTAM BUDDHA NAGAR,Jewar,Rabupura (Rural),PACHOKARA
44454,GAUTAM BUDDHA NAGAR,Jewar,Ramner,RAMNER
44455,GAUTAM BUDDHA NAGAR,Jewar,Rampur Banger,RAMPUR BANGER
44456,GAUTAM BUDDHA NAGAR,Jewar,Rampur Khader,RAMPUR BANGER
44457,GAUTAM BUDDHA NAGAR,Jewar,Ranhara,RANHARA
44458,GAUTAM BUDDHA NAGAR,Jewar,Rohi,ROHI
44459,GAUTAM BUDDHA NAGAR,Jewar,Rustampur,RUSTAMPUR
44460,GAUTAM BUDDHA NAGAR,Jewar,Sabota Mustfabad,SABOTA
44461,GAUTAM BUDDHA NAGAR,Jewar,Shamshamnagar,SHAMSHAMNAGAR
44462,GAUTAM BUDDHA NAGAR,Jewar,Siroli Bangar,SIROLI BANGAR
44463,GAUTAM BUDDHA NAGAR,Jewar,Siroli Khadar,SIROLI BANGAR
44464,GAUTAM BUDDHA NAGAR,Jewar,Sirsa,SIRSA MACHIPUR
44465,GAUTAM BUDDHA NAGAR,Jewar,Sultanpur,FALAIDA BANGAR
44466,GAUTAM BUDDHA NAGAR,Jewar,Takipur Khadar,TAQUIPUR BANGAR
44467,GAUTAM BUDDHA NAGAR,Jewar,Taquipur Bangar,TAQUIPUR BANGAR
44468,GAUTAM BUDDHA NAGAR,Jewar,Thora,THORA
44469,GAUTAM BUDDHA NAGAR,Jewar,Tirthali,TIRTHALI
