,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
62246,KANNAUJ,Chhibramau,Admapur Urf Kapurapur,UMAR PUR
62247,KANNAUJ,Chhibramau,Ahirua Rajaram Pur,AHIRUA RAJARAM PUR
62248,KANNAUJ,Chhibramau,Ajaibpur,DEBIPUR
62249,KANNAUJ,Chhibramau,Akbara Pur,AMOLAR
62250,KANNAUJ,Chhibramau,Akbar Pur,AKBAR PUR
62251,KANNAUJ,Chhibramau,Alahdad Pur,ALAHDAD PUR
62252,KANNAUJ,Chhibramau,Alhanapur,ALHANAPUR
62253,KANNAUJ,Chhibramau,Alipur,ALIPUR
62254,KANNAUJ,Chhibramau,Almapur,SIKRORI
62255,KANNAUJ,Chhibramau,Almapur Gahlaut,SARAI DAULAT
62256,KANNAUJ,Chhibramau,Alupur,KUTUBPUR
62257,KANNAUJ,Chhibramau,Amolar,AMOLAR
62258,KANNAUJ,Chhibramau,Amrauli,AMRAULI
62259,KANNAUJ,Chhibramau,Anibojh,ANIBOJH
62260,KANNAUJ,Chhibramau,Antpur,ANTPUR
62261,KANNAUJ,Chhibramau,Arifpur,ARIFPUR
62262,KANNAUJ,Chhibramau,Asafpur Patti,SALEM PUR
62263,KANNAUJ,Chhibramau,Asalat Nagar,ASALATNAGAR
62264,KANNAUJ,Chhibramau,Asaltabad,ASALTABAD
62265,KANNAUJ,Chhibramau,Asaulia,ASAULIA
62266,KANNAUJ,Chhibramau,Aseh,ASEH
62267,KANNAUJ,Chhibramau,Atiraj Pur,ATIRAJ PUR
62268,KANNAUJ,Chhibramau,Atrauli,ATRAULI
62269,KANNAUJ,Chhibramau,Atrauli,ATRAULI
62270,KANNAUJ,Chhibramau,Auoraie,AUORAIE
62271,KANNAUJ,Chhibramau,Ayub Pur,MUSAFIR PUR
62272,KANNAUJ,Chhibramau,Babrapur Makdumpur,BABRAPUR MAKDUMPUR
62273,KANNAUJ,Chhibramau,Badhaura,BHANWAR GARHA
62274,KANNAUJ,Chhibramau,bahadurpur,DARAUNA
62275,KANNAUJ,Chhibramau,Bahadur Pur,MAHMOOD PUR KEERAT
62276,KANNAUJ,Chhibramau,bahadurpurmajhgawa,BAHADURPUR MAJHGAWAN
62277,KANNAUJ,Chhibramau,Bahadur Pur Nigoh,BHOJPUR NIGOH
62278,KANNAUJ,Chhibramau,Baigawan,BAIGAWAN
62279,KANNAUJ,Chhibramau,Baisapur,GADAURA
62280,KANNAUJ,Chhibramau,Bajheri,BAJHERI
62281,KANNAUJ,Chhibramau,Balidaspur,ROHLI
62282,KANNAUJ,Chhibramau,Balrampur,RAMPUR HIRDAI
62283,KANNAUJ,Chhibramau,Bamrauli,BAMRAULI
62284,KANNAUJ,Chhibramau,Barai,TILAK SARAI
62285,KANNAUJ,Chhibramau,Bar Gaon,BARGAWA
62286,KANNAUJ,Chhibramau,Baruasabal Pur,BARUASABAL PUR
62287,KANNAUJ,Chhibramau,Batela,BATELA
62288,KANNAUJ,Chhibramau,Bausia,BAUSIA
62289,KANNAUJ,Chhibramau,Bautham,BAUTHAM
62290,KANNAUJ,Chhibramau,Behta Khas,BEHTA KHAS
62291,KANNAUJ,Chhibramau,Behta Rampur,BEHTA RAMPUR
62292,KANNAUJ,Chhibramau,Bhagautipur,MAJHO PUR
62293,KANNAUJ,Chhibramau,Bhagawan Pur,MADARPUR
62294,KANNAUJ,Chhibramau,Bhagwant Pur,ALHANAPUR
62295,KANNAUJ,Chhibramau,Bhagwantpur1,BhagwantPur
62296,KANNAUJ,Chhibramau,Bhaisia Pur,BHAISIYAPUR
62297,KANNAUJ,Chhibramau,Bhanwar Garh,BHANWAR GARHA
62298,KANNAUJ,Chhibramau,Bharauli Sirkanipur,BHARAULI SIRKANIPUR
62299,KANNAUJ,Chhibramau,Bhauraj Pur,BHAURAJPUR
62300,KANNAUJ,Chhibramau,Bhaureta,SHARIFABAD
62301,KANNAUJ,Chhibramau,Bhawalpur,SHIVSINGH PUR
62302,KANNAUJ,Chhibramau,Bhawal Pur,BHAWALPUR
62303,KANNAUJ,Chhibramau,Bhawani Sarai,BHAWANI SARAI
62304,KANNAUJ,Chhibramau,Bhikham Pur Amjad,MAHMUDPUR JAGIR
62305,KANNAUJ,Chhibramau,Bhikhampur Sani,BHIKHAMPUR SANI
62306,KANNAUJ,Chhibramau,Bhojpur Nigoh,BHOJPUR NIGOH
62307,KANNAUJ,Chhibramau,Bhojpur Nigoh,HAMEERPUR
62308,KANNAUJ,Chhibramau,Bhurha,BHURHA
62309,KANNAUJ,Chhibramau,Bibia Jalal Pur,BIBIYA JALALPUR
62310,KANNAUJ,Chhibramau,Bibipur,BIBIPUR
62311,KANNAUJ,Chhibramau,Bikupur,RASOOLPUR BIKUPUR
62312,KANNAUJ,Chhibramau,Biku Pur,VIKUPUR
62313,KANNAUJ,Chhibramau,Bilam Pur,VILAMPUR
62314,KANNAUJ,Chhibramau,Biland Pur,BILINDPUR
62315,KANNAUJ,Chhibramau,Birahim Pur,BIRAHIMPUR NIZAMPUR
62316,KANNAUJ,Chhibramau,Birahimpur Nizampur,BIRAHIMPUR NIZAMPUR
62317,KANNAUJ,Chhibramau,Birauli,BIRAULI
62318,KANNAUJ,Chhibramau,Birpur,BIRPUR
62319,KANNAUJ,Chhibramau,BRAHIMPUR,ATRAULI
62320,KANNAUJ,Chhibramau,Bundha Nagrya,BUNDHA NAGRYA
62321,KANNAUJ,Chhibramau,Chachiya Pur,NEPAL PUR
62322,KANNAUJ,Chhibramau,Chak Bazyatt,LALPUR
62323,KANNAUJ,Chhibramau,Chandar Pur,CHANDAR PUR
62324,KANNAUJ,Chhibramau,Chand Pura,CHAND PURA
62325,KANNAUJ,Chhibramau,Chhibramau Dehat,CHHIBRAMAU DEHAT
62326,KANNAUJ,Chhibramau,Chiasar Shahpur,CHIASAR SHAHPUR
62327,KANNAUJ,Chhibramau,Dalupur Sultan Pur,DALUPUR SULTAN PUR
62328,KANNAUJ,Chhibramau,Darauna,DARAUNA
