,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
53197,HAMIRPUR,Hamirpur,Abdullapur,BHATPURA DANDA
53198,HAMIRPUR,Hamirpur,Amirta,AMIRTA
53199,HAMIRPUR,Hamirpur,Araji Khandehi Jar,CHHANI BUZURG
53200,HAMIRPUR,Hamirpur,Araji Sager,CHHANI KHURD
53201,HAMIRPUR,Hamirpur,Arazi Chhani Dhanpura,CHHANI BUZURG
53202,HAMIRPUR,Hamirpur,Arazi Dhanpura,CHHANI BUZURG
53203,HAMIRPUR,Hamirpur,Arazi Mutnaja Pandheri,PANDHERI
53204,HAMIRPUR,Hamirpur,Atraia,ATRAIA
53205,HAMIRPUR,Hamirpur,Atrar,ATRAR
53206,HAMIRPUR,Hamirpur,Babina,NADEHRA
53207,HAMIRPUR,Hamirpur,Bachrauli,BACHRAULI
53208,HAMIRPUR,Hamirpur,Bada Gaon,BADA GAON
53209,HAMIRPUR,Hamirpur,Badanpur,BADANPUR
53210,HAMIRPUR,Hamirpur,Badanpur,KANAUTA DANDA
53211,HAMIRPUR,Hamirpur,Baharauli danda,KUMAUNPUR
53212,HAMIRPUR,Hamirpur,Bahrauli Dariya,KUMAUNPUR
53213,HAMIRPUR,Hamirpur,Baije Islampur,DEBIGANJ
53214,HAMIRPUR,Hamirpur,Bainsa Pali,BHAINSA PALI
53215,HAMIRPUR,Hamirpur,Bamhanpur,KUTUBPUR
53216,HAMIRPUR,Hamirpur,Banda,BANDA
53217,HAMIRPUR,Hamirpur,Bank,BANK
53218,HAMIRPUR,Hamirpur,Banki,BANKI
53219,HAMIRPUR,Hamirpur,Bardaha Sahijana Danda,BARDAHA SAHIJANA DANDA
53220,HAMIRPUR,Hamirpur,Bardaha Sahijana Daria,BARDAHA SAHIJANA DANDA
53221,HAMIRPUR,Hamirpur,Barua,BARUAA
53222,HAMIRPUR,Hamirpur,Barua,BARUWA
53223,HAMIRPUR,Hamirpur,Beri,BERI
53224,HAMIRPUR,Hamirpur,Bhabhaura,JALALA
53225,HAMIRPUR,Hamirpur,Bhakaul,DARIAPUR
53226,HAMIRPUR,Hamirpur,Bhatpura Danda,BHATPURA DANDA
53227,HAMIRPUR,Hamirpur,Bhatpura Daria,BHATPURA DANDA
53228,HAMIRPUR,Hamirpur,Bhauli Danda,BHAULI DANDA
53229,HAMIRPUR,Hamirpur,Bhauli Daria,BHAULI DANDA
53230,HAMIRPUR,Hamirpur,Bhaunia,BHAUNIA
53231,HAMIRPUR,Hamirpur,Bhaura,BHAURA
53232,HAMIRPUR,Hamirpur,Bhaura Daria,BHAURA
53233,HAMIRPUR,Hamirpur,Bhilawa Danda,BHILAWA DANDA
53234,HAMIRPUR,Hamirpur,Bhilawa Daria,BHILAWA DANDA
53235,HAMIRPUR,Hamirpur,Bhitri,BILOTA
53236,HAMIRPUR,Hamirpur,Bilhadi,BILHADI
53237,HAMIRPUR,Hamirpur,Bilota,BILOTA
53238,HAMIRPUR,Hamirpur,Bindpuri,BERI
53239,HAMIRPUR,Hamirpur,Bir Khera,BIR KHERA
53240,HAMIRPUR,Hamirpur,Chakothi,CHAKOTHI
53241,HAMIRPUR,Hamirpur,Chandaukhi,CHANDAUKHI
53242,HAMIRPUR,Hamirpur,Chandauli Jar,MAWAI JAR
53243,HAMIRPUR,Hamirpur,Chand Purwa Buzurg,CHAND PURWA BUZURG
53244,HAMIRPUR,Hamirpur,Chand Purwa Khurd,BHAURA
53245,HAMIRPUR,Hamirpur,Chanduli Teer,AMIRTA
53246,HAMIRPUR,Hamirpur,Chandupur Danda,CHANDUPUR DANDA
53247,HAMIRPUR,Hamirpur,Chandupur Daria,CHANDUPUR DANDA
53248,HAMIRPUR,Hamirpur,Chhani Buzurg,CHHANI BUZURG
