,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
27896,BIJNOR,Bijnor,Abdul Khairpur Bangar,AKBARPURDEVIDASWALA
27897,BIJNOR,Bijnor,Abdulpur Munna,ABDULPUR MUNNA  URF HADARPUR
27898,BIJNOR,Bijnor,Abdulpur suleman,KADARPUR JASWANT
27899,BIJNOR,Bijnor,Abusaidpur,SAIFPURKHADAR
27900,BIJNOR,Bijnor,Abu Talibpur,MOHDPURLAKHKHU
27901,BIJNOR,Bijnor,Adampur,RASOOLPURPIRTHI
27902,BIJNOR,Bijnor,Agari,AGRI
27903,BIJNOR,Bijnor,Ahamadpur Bharta,MUZZAFFARPURKESHO
27904,BIJNOR,Bijnor,Ahamadpur Chandar Urf Gadana,AHEMADPUR CHANDRU URF GADANA
27905,BIJNOR,Bijnor,Ahamadpur Chundaithi,MOHDPURDEVMAL
27906,BIJNOR,Bijnor,Ahamadpur Mohiuddin,ALAUDDINPUR
27907,BIJNOR,Bijnor,Ahirpura,KANHA NAGLA
27908,BIJNOR,Bijnor,Ajameripur,ICHCHHAWALA
27909,BIJNOR,Bijnor,Ajampur Gopal,MOAZZAMPURSUJAN
27910,BIJNOR,Bijnor,Ajijpura,NANUPURA
27911,BIJNOR,Bijnor,Akbarpur Angakheri,AKBERPURANGAKHRHI
27912,BIJNOR,Bijnor,Akbarpur Devdas Wala,AKBARPURDEVIDASWALA
27913,BIJNOR,Bijnor,Akbarpur Ranghav,LADANPUR
27914,BIJNOR,Bijnor,Alahadadpur,MUKRANDPUR
27915,BIJNOR,Bijnor,Alakpur,ULAKPUR
27916,BIJNOR,Bijnor,Alampur Dhapi,NASEERI
27917,BIJNOR,Bijnor,Alampur Neela,SALEMPUR MATHANA
27918,BIJNOR,Bijnor,Alampur  Noabad,MADHUSOODANPURNANDURFJHALRA
27919,BIJNOR,Bijnor,Alampur Toda,UMARI
27920,BIJNOR,Bijnor,Alauddinpur,ALAUDDINPUR
27921,BIJNOR,Bijnor,Alawalpur Udda,MANGOLPURA
27922,BIJNOR,Bijnor,Alipur Makhan,MUQEEMPURDHARAMSI
27923,BIJNOR,Bijnor,Alipur Nagla,MAHESHWARI
27924,BIJNOR,Bijnor,Amhera,AMHERA
27925,BIJNOR,Bijnor,Amheri,SULTAN PUR ABAD
27926,BIJNOR,Bijnor,Amipur Shrichand,AURANGPURTARA
27927,BIJNOR,Bijnor,Amipur Sudha,AMIPURSUDHA
27928,BIJNOR,Bijnor,Amirpur,PUTTHA
27929,BIJNOR,Bijnor,Amirpur Bega,BURHANUDDINPUR
27930,BIJNOR,Bijnor,Amirpur Das Urf Dharam Nagari,DHARAMNAGRI
27931,BIJNOR,Bijnor,Amirpur Das Urf Dharam Nagari,DHARAMNAGRI
27932,BIJNOR,Bijnor,Amirpur Gangu,FAREEDPURSANSARU
27933,BIJNOR,Bijnor,Amirpur Urf Narainpur,AMIPURNARAYANPUR
27934,BIJNOR,Bijnor,Anandipur,GOPALPUR
27935,BIJNOR,Bijnor,Ansukheri,ICHCHHAWALA
27936,BIJNOR,Bijnor,Arazi Tauqir,ICHCHHAWALA
27937,BIJNOR,Bijnor,Asdullapur Rajaram,SAIFPURKHADAR
27938,BIJNOR,Bijnor,Aspurka,QASAMPURKIRPARAM
27939,BIJNOR,Bijnor,Atapur Urf Khatapur,ATAPUR KHATAPUR
27940,BIJNOR,Bijnor,Ataullahpur,FAREEDPURSANSARU
27941,BIJNOR,Bijnor,Aurangpur Haji,ISLAMPUR NEEMDAS
27942,BIJNOR,Bijnor,Aurangpur Tara,AURANGPURTARA
27943,BIJNOR,Bijnor,Badsahpur Tarikam,JAMALPURPATHANI
27944,BIJNOR,Bijnor,Badshahpur,BAADSHAHPUR
27945,BIJNOR,Bijnor,Bagaina,BHAGAIN
27946,BIJNOR,Bijnor,Bagarpur Garhi,BAKHARPURGHARI
27947,BIJNOR,Bijnor,Bahadarpur,NAWADA
27948,BIJNOR,Bijnor,Bahadarpur Khurd,SAIFPUR BANGAR
27949,BIJNOR,Bijnor,Bahadurpur Buzurg,BAHADARPURJATT
27950,BIJNOR,Bijnor,Bahadurpur Jat,BAHADARPURJATT
27951,BIJNOR,Bijnor,Bahadurpur Nawada,BAHADARPURJATT
27952,BIJNOR,Bijnor,Bahera,BAHRUKA
27953,BIJNOR,Bijnor,Baibalpur,IBRAHEEMPURKHANDSAL
27954,BIJNOR,Bijnor,Bajeedpur,WAJIDPUR
27955,BIJNOR,Bijnor,Bakar Nangla,BAGAR NANGLA
27956,BIJNOR,Bijnor,Baldla,BALDIYA
27957,BIJNOR,Bijnor,Balkishanpur,BALDIYA
27958,BIJNOR,Bijnor,Bamanpura,KHURHAHERI
27959,BIJNOR,Bijnor,Bamnoli,KUKRA ISLAMPUR
27960,BIJNOR,Bijnor,Banjarpur,RAMJIWALA
27961,BIJNOR,Bijnor,Bantpura,KADAPUR
27962,BIJNOR,Bijnor,Barkala,BADKALA
27963,BIJNOR,Bijnor,Barkapur,BAGAR NANGLA
27964,BIJNOR,Bijnor,Barkatpur,BARKATPUR
27965,BIJNOR,Bijnor,Barkhurdarpur Buzurg,AKBARPURDEVIDASWALA
27966,BIJNOR,Bijnor,Barkhurdarpur Kabir,TAYYABPURQUAZI
27967,BIJNOR,Bijnor,Barooki,BAROOKI
27968,BIJNOR,Bijnor,Basiruhasi,PADAMPUR
27969,BIJNOR,Bijnor,Bazidpur,MOAZZAMPURSUJAN
27970,BIJNOR,Bijnor,Begampur,MUQEEMPURDHARAMSI
