,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
33812,CHANDAULI,Chakia,Adhwar,DUBEYPUR
33813,CHANDAULI,Chakia,Akorhwa,GOGHARA
33814,CHANDAULI,Chakia,Akorhwa,PIPRIYA
33815,CHANDAULI,Chakia,Alipur,MURHHUA
33816,CHANDAULI,Chakia,Alipur Bhagrha,ALIPUR BHAGRHA
33817,CHANDAULI,Chakia,Amaon,AMAON
33818,CHANDAULI,Chakia,Amara,AMARA
33819,CHANDAULI,Chakia,Amara,AMARA
33820,CHANDAULI,Chakia,AMARA DAKSIRI,AMRA DAKSIRI
33821,CHANDAULI,Chakia,Amarasipur,AMARASIPUR
33822,CHANDAULI,Chakia,Amauli,BIYASARH
33823,CHANDAULI,Chakia,Ambar,DAHIYA
33824,CHANDAULI,Chakia,Amdhha Charanpur,amadha charanpur
33825,CHANDAULI,Chakia,Amritpur,AMRITPUR
33826,CHANDAULI,Chakia,Anguarkatwa,PALPUR
33827,CHANDAULI,Chakia,Araji Chakia,BARIYARPUR
33828,CHANDAULI,Chakia,Araji Karaundha,PURANA DIH
33829,CHANDAULI,Chakia,Arari,ARARI
33830,CHANDAULI,Chakia,Arazi Afzalwa,LATHAURA
33831,CHANDAULI,Chakia,Arazi Khurd,ISAPUR KALAN
33832,CHANDAULI,Chakia,Arazi Krishnarpan,ISAPUR KALAN
33833,CHANDAULI,Chakia,Arjikalan,ISAPUR KALAN
33834,CHANDAULI,Chakia,Ataysat Ganj,ATAYSAT GANJ
33835,CHANDAULI,Chakia,Atrawa,SHAMASERPUR
33836,CHANDAULI,Chakia,Audhari,sota
33837,CHANDAULI,Chakia,Aurahi,SHAMASERPUR
33838,CHANDAULI,Chakia,Aurwatand,DEORI KALAN
33839,CHANDAULI,Chakia,Babhanauli,DAHIYA
33840,CHANDAULI,Chakia,Badh Bhoka,SHIKAR GANJ
33841,CHANDAULI,Chakia,Bagahi,BIYASARH
33842,CHANDAULI,Chakia,Baghapur,RAMPUR
33843,CHANDAULI,Chakia,Baghi,BAGHI
33844,CHANDAULI,Chakia,Baghra,HINAUTEE DAKSIRI
33845,CHANDAULI,Chakia,Bahadurpur,KARAVADIA
33846,CHANDAULI,Chakia,Bahaura,KURTHIYA
33847,CHANDAULI,Chakia,Baheliapur,RAMPUR
33848,CHANDAULI,Chakia,Baheliapur,SHIKAR GANJ
33849,CHANDAULI,Chakia,Bahuara,RAM LAXIMANPUR KALA
33850,CHANDAULI,Chakia,Bairgarh,bairgarh
33851,CHANDAULI,Chakia,Bairi,RAMPUR KALA
33852,CHANDAULI,Chakia,Bajardiha,BAJARDIHA
33853,CHANDAULI,Chakia,Baliari,JAI MOHINI POSTA
33854,CHANDAULI,Chakia,Baliya Kalan,BALIYA KALAN
33855,CHANDAULI,Chakia,Baliya Khurd,BALIYA KHURD
33856,CHANDAULI,Chakia,Baluhawa Adhar,LAUWARI KALAN
33857,CHANDAULI,Chakia,Bamhani,PIPRIYA
33858,CHANDAULI,Chakia,Bana Kalan,SULTANPUR
33859,CHANDAULI,Chakia,Banarsiya,BANARSIYA
33860,CHANDAULI,Chakia,Banauli,SARINGPUR
33861,CHANDAULI,Chakia,Ban Bhikhampur,BAN BHIKHAMPUR
33862,CHANDAULI,Chakia,Banda,tiari
33863,CHANDAULI,Chakia,Bandevi,BHIKHAMPUR
33864,CHANDAULI,Chakia,Bangalipur,BARAON
33865,CHANDAULI,Chakia,Bangalipur,PALPUR
33866,CHANDAULI,Chakia,Baragaon,BARAGAON
33867,CHANDAULI,Chakia,Barai Dih,BARAON
33868,CHANDAULI,Chakia,Baraon,BARAON
33869,CHANDAULI,Chakia,Baraujhi,BARAUJHI
33870,CHANDAULI,Chakia,Baraur,LAUWARI KALAN
33871,CHANDAULI,Chakia,Baraura,BARAURA
33872,CHANDAULI,Chakia,Barawadih,BARAWADIH
33873,CHANDAULI,Chakia,Barbaspur,barbaspur
33874,CHANDAULI,Chakia,Barhua,BARHUA
33875,CHANDAULI,Chakia,Bariyarpur,BARIYARPUR
33876,CHANDAULI,Chakia,Baruwa,GHRHWA
33877,CHANDAULI,Chakia,Barwatand,DERORA
33878,CHANDAULI,Chakia,Basaniya,BASANIYA
33879,CHANDAULI,Chakia,Basari,BASARI
33880,CHANDAULI,Chakia,Basauli,BASAULI
33881,CHANDAULI,Chakia,Basua Arhar,LAUWARI KALAN
33882,CHANDAULI,Chakia,Batas Tand,MANGRAHI
33883,CHANDAULI,Chakia,Batauwa,BHUR KURHA
33884,CHANDAULI,Chakia,Batauwa,RITHIA
33885,CHANDAULI,Chakia,bayarpur,BAYARPUR
33886,CHANDAULI,Chakia,Bedauli,BIYASARH
33887,CHANDAULI,Chakia,Beerpur,ISAHUL
33888,CHANDAULI,Chakia,Belawar,BELAWAR
33889,CHANDAULI,Chakia,Ben,BEN
33890,CHANDAULI,Chakia,Bhabhuwar,KUWAN
33891,CHANDAULI,Chakia,Bhadahi,GANGAPUR
33892,CHANDAULI,Chakia,Bhagupur,BHAGUPUR
33893,CHANDAULI,Chakia,Bhaipur Bijaura,PARSIA
33894,CHANDAULI,Chakia,Bhaisahi,KAREMUAN
33895,CHANDAULI,Chakia,Bhaisarha,JAI MOHINI POSTA
33896,CHANDAULI,Chakia,Bhaisaura,bhaisaura
33897,CHANDAULI,Chakia,Bhaluadilaudhi,BHALUADILAUDHI
33898,CHANDAULI,Chakia,Bhaluhi,sihar
33899,CHANDAULI,Chakia,Bhamhaura,BHAMHAURA
33900,CHANDAULI,Chakia,Bharathipur,RAMPUR KALA
33901,CHANDAULI,Chakia,Bhardura,BISHESARPUR
33902,CHANDAULI,Chakia,Bharehta Kalan,BHAREHTA KALAN
33903,CHANDAULI,Chakia,Bharehta Khurd,BHAREHTA KALAN
33904,CHANDAULI,Chakia,Bharuhia,BHARUHIA
33905,CHANDAULI,Chakia,Bharuhia,PACHPARA
33906,CHANDAULI,Chakia,Bhashkarpur,BHASHKARPUR
33907,CHANDAULI,Chakia,Bhasmiya,BARAUJHI
33908,CHANDAULI,Chakia,Bhatauli,AMARA
33909,CHANDAULI,Chakia,Bhatauli,LATHAURA
33910,CHANDAULI,Chakia,Bhatawadih,lachhatminpur
33911,CHANDAULI,Chakia,Bhatpurwa,BARHUA
33912,CHANDAULI,Chakia,Bhatraul,BHATRAUL
33913,CHANDAULI,Chakia,Bhatwara Kalan,BHATWARA KALAN
33914,CHANDAULI,Chakia,Bhatwara Khurd,BHATWARA KALAN
33915,CHANDAULI,Chakia,Bhawpur,KURTHIYA
33916,CHANDAULI,Chakia,Bhikhampur,BHIKHAMPUR
33917,CHANDAULI,Chakia,Bhikhampur Krishnarpan,FIROZPUR
33918,CHANDAULI,Chakia,Bhitia,GHORHSARI
33919,CHANDAULI,Chakia,Bhopatpurwa,GADHWA SEMRAUR
33920,CHANDAULI,Chakia,Bhorsar,BHORSAR
33921,CHANDAULI,Chakia,Bhurkura,BHARUHIA
33922,CHANDAULI,Chakia,Bhur Kurha,BHUR KURHA
33923,CHANDAULI,Chakia,Bhusikrit Purwa,BHUSIKRIT PURWA
33924,CHANDAULI,Chakia,Bijaidih,BOJH
33925,CHANDAULI,Chakia,Bijai Purwa,VIJAY PURWA
33926,CHANDAULI,Chakia,Bijdhar,VIJAY PURWA
33927,CHANDAULI,Chakia,Bikapur,bikapur
33928,CHANDAULI,Chakia,Bilashpur,ARARI
33929,CHANDAULI,Chakia,Binayakpur,AMRITPUR
33930,CHANDAULI,Chakia,Bindrawan,AMRITPUR
33931,CHANDAULI,Chakia,Bisaura,BODALPUR
33932,CHANDAULI,Chakia,Bishesarpur,BISHESARPUR
33933,CHANDAULI,Chakia,Bishunpurwa,BISHUNPURWA
33934,CHANDAULI,Chakia,Bithwal Kalan,BITHWAL KALAN
33935,CHANDAULI,Chakia,Bithwal Khurd,BITHWAL KALAN
33936,CHANDAULI,Chakia,Biyasarh,BIYASARH
33937,CHANDAULI,Chakia,Bodalpur,bodalpur
33938,CHANDAULI,Chakia,Bodalpur,BODALPUR
33939,CHANDAULI,Chakia,Bodara Kalan,doohi
33940,CHANDAULI,Chakia,Bodara Khurd,doohi
33941,CHANDAULI,Chakia,Bojh,BOJH
33942,CHANDAULI,Chakia,Burha Maon,EKAUNA
33943,CHANDAULI,Chakia,Burhwal,burhwal
33944,CHANDAULI,Chakia,Chahalawa,JAI MOHINI POSTA
33945,CHANDAULI,Chakia,Chain Purwa,AMAON
33946,CHANDAULI,Chakia,Chakar Ghatta,BAJARDIHA
33947,CHANDAULI,Chakia,Chaknsopur,SULTANPUR
33948,CHANDAULI,Chakia,Chamaripur,BARHUA
33949,CHANDAULI,Chakia,Chamer Bandh,chamer bandh
33950,CHANDAULI,Chakia,Chandar Tali,KATAWA MAFI
33951,CHANDAULI,Chakia,Chandi Akil,NEWAJ GANJ
33952,CHANDAULI,Chakia,Chandi Jhandu,NEWAJ GANJ
33953,CHANDAULI,Chakia,Chandi Lila,NEWAJ GANJ
