,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
2155,ALLAHABAD,Allahabad,Abdul Wahabpur,BHAGWATPUR
2156,ALLAHABAD,Allahabad,Adampur Urf Madaripur,ADAMPUR URF MADARIPUR
2157,ALLAHABAD,Allahabad,Ahmadpur Asrouli Kachhar,AHMADPUR ASROULI UPARHAR
2158,ALLAHABAD,Allahabad,Ahmadpur Asrouli Uparhar,AHMADPUR ASROULI UPARHAR
2159,ALLAHABAD,Allahabad,Ahmadpur Pawan,AHMADPUR PAWAN
2160,ALLAHABAD,Allahabad,Akbarpur Mirzapur,AKBARPUR MIRZAPUR
2161,ALLAHABAD,Allahabad,Akbarpur Sallahpur,AKBARPUR SALLAHPUR
2162,ALLAHABAD,Allahabad,Ashrafpur Khas,KESAWAPUR ASHRAFPUR
2163,ALLAHABAD,Allahabad,Asrawe Kalan,ASRAWE KALAN
2164,ALLAHABAD,Allahabad,Asrawe Khurd,ASRAWE KHURD
2165,ALLAHABAD,Allahabad,Baigampur,BEGUMPUR
2166,ALLAHABAD,Allahabad,Bajha,BHITI TA  ASUDUALAPUR
2167,ALLAHABAD,Allahabad,Baksi Moda,BAKSI MODA
2168,ALLAHABAD,Allahabad,Bamrouli Uparhar,BAMROLI  UPARHAR
2169,ALLAHABAD,Allahabad,Barawan,KHERUA
2170,ALLAHABAD,Allahabad,Bhagwatpur,BHAGWATPUR
2171,ALLAHABAD,Allahabad,Bharetha,BHARETHA
2172,ALLAHABAD,Allahabad,Bhikhampur Maidwara,BHIKHAMPUR MAIDWARA
2173,ALLAHABAD,Allahabad,Bhiti Taluka Asdullapur,BHITI TA  ASUDUALAPUR
2174,ALLAHABAD,Allahabad,Bihka Urf Pura Mufti (CT),BIHKA URF PURA MUFTI
2175,ALLAHABAD,Allahabad,Bisouna,KADILPUR TALUKA BISUNA
2176,ALLAHABAD,Allahabad,Chak Dadanpur,CHANDRABHANPUR
2177,ALLAHABAD,Allahabad,Chak Lakhanpur,LAKHANPUR
2178,ALLAHABAD,Allahabad,Chak Pyagpur,GOBINDPUR TAWARA
2179,ALLAHABAD,Allahabad,Chak Rsoolpur Pyagpur,RASOOLPUR KASHIPUR UPARHAR
2180,ALLAHABAD,Allahabad,Chandrabhanpur,CHANDRABHANPUR
2181,ALLAHABAD,Allahabad,Chandrsain,IGUWA URF KATHGAWAN
2182,ALLAHABAD,Allahabad,Chirla Munjapta,CHIRLA MUNJAPTA
2183,ALLAHABAD,Allahabad,Dadanpur,CHANDRABHANPUR
2184,ALLAHABAD,Allahabad,Dahi,NUMAYA
2185,ALLAHABAD,Allahabad,Daiwghat,JHALWA
2186,ALLAHABAD,Allahabad,Damupur,DAMUPUR
2187,ALLAHABAD,Allahabad,Fulwa,FOOLNAGAR
2188,ALLAHABAD,Allahabad,Ganja,GANJA
2189,ALLAHABAD,Allahabad,Gohti Kachhar,KAREHADA UPARHAR
2190,ALLAHABAD,Allahabad,Govindpur Lokipur,GOBINDPUR TAWARA
2191,ALLAHABAD,Allahabad,Harirampur,KESAWAPUR ASHRAFPUR
2192,ALLAHABAD,Allahabad,Hasimpur Chhabilepur,HASHIMPUR CHHABEELEPUR
2193,ALLAHABAD,Allahabad,Hatwa Kachhar,HATAWA
2194,ALLAHABAD,Allahabad,Hatwa Uparhar,HATAWA
2195,ALLAHABAD,Allahabad,Ibrahimpur Bamrouli,MOHIUUDENPUR BARETHA
2196,ALLAHABAD,Allahabad,Iguwa Urf Kathgawan,IGUWA URF KATHGAWAN
2197,ALLAHABAD,Allahabad,Ismailpur Kotwa,ISMAILPUR KOTWA
2198,ALLAHABAD,Allahabad,Jalalpur Ghosi,JALALPUR GHOSI
2199,ALLAHABAD,Allahabad,Janka,JANKA
2200,ALLAHABAD,Allahabad,Jhalwa,JHALWA
2201,ALLAHABAD,Allahabad,Jodhwal,ADAMPUR URF MADARIPUR
2202,ALLAHABAD,Allahabad,Kadirpur Taluka Adampur Bisuna,BISOUNA
2203,ALLAHABAD,Allahabad,Karehada Kachhar,KAREHADA UPARHAR
2204,ALLAHABAD,Allahabad,Karehada Uparhar,KAREHADA UPARHAR
2205,ALLAHABAD,Allahabad,Kathula Gospur,KATHULA GOSPUR
2206,ALLAHABAD,Allahabad,Keshopur,KESAWAPUR ASHRAFPUR
2207,ALLAHABAD,Allahabad,Khatangi,KHATANGI
2208,ALLAHABAD,Allahabad,Kherwa,KHERUA
2209,ALLAHABAD,Allahabad,Kundanpur,GOBINDPUR TAWARA
2210,ALLAHABAD,Allahabad,Kuswan,KUSWAN
2211,ALLAHABAD,Allahabad,Kutubanpur,AHMADPUR ASROULI UPARHAR
2212,ALLAHABAD,Allahabad,Lakhanpur,LAKHANPUR
2213,ALLAHABAD,Allahabad,Madpur,MADPUR
2214,ALLAHABAD,Allahabad,Mainapur,MAINPUR
2215,ALLAHABAD,Allahabad,Mandar Daih Mafi,MANDAR DAIH MAFI
2216,ALLAHABAD,Allahabad,Mandari,MANDAR DAIH MAFI
2217,ALLAHABAD,Allahabad,Manori,MANORI
2218,ALLAHABAD,Allahabad,Mardanpur,MARDANPUR
2219,ALLAHABAD,Allahabad,Mirapur Taluka Ahmadpur,MERAPUR TALUKA AMAHADPUR
2220,ALLAHABAD,Allahabad,Mohiuddinpur Amrain,IGUWA URF KATHGAWAN
2221,ALLAHABAD,Allahabad,Mubarkpur Kotwa,CHANDRABHANPUR
2222,ALLAHABAD,Allahabad,Muhibuddinpur Bharetha,MOHIUUDENPUR BARETHA
2223,ALLAHABAD,Allahabad,Nasirpur Silna,BHITI TA  ASUDUALAPUR
2224,ALLAHABAD,Allahabad,Numaiya,NUMAYA
2225,ALLAHABAD,Allahabad,Patti Ahmad Kachhar,AHMADPUR ASROULI UPARHAR
2226,ALLAHABAD,Allahabad,Rahimabad,RAHIMABAD
2227,ALLAHABAD,Allahabad,Rasoolpur Kashipur Kachhar,RASOOLPUR KASHIPUR UPARHAR
2228,ALLAHABAD,Allahabad,Rasoolpur Kashipur Uparhar,RASOOLPUR KASHIPUR UPARHAR
