,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
30889,BUDAUN,Bilsi,Achalpur,ACHALPUR
30890,BUDAUN,Bilsi,Afzalpur Chhaganpur,AFZALPUR CHHAGANPUR
30891,BUDAUN,Bilsi,Agras,AGRAS
30892,BUDAUN,Bilsi,Ahmad Nagar Asouli,AHMAD NAGAR ASOULI
30893,BUDAUN,Bilsi,Akauli,AKAULI
30894,BUDAUN,Bilsi,Aliganj,Bichaula Tappa Jamini
30895,BUDAUN,Bilsi,Allipur Chachipur,ALLIPUR CHACHIPUR
30896,BUDAUN,Bilsi,Ambiapur,AMBIAPUR
30897,BUDAUN,Bilsi,Angaul,AGAUL
30898,BUDAUN,Bilsi,Athgauna,TARENCHA
30899,BUDAUN,Bilsi,Badrauni,BADNAUMI
30900,BUDAUN,Bilsi,Badshahpur,BADSHAHPUR
30901,BUDAUN,Bilsi,Bagarpur Sagarpur,MOHAMMADGANJ
30902,BUDAUN,Bilsi,Bain,BAIN
30903,BUDAUN,Bilsi,Bairmai Khurd,BAIRMAI KHURD
30904,BUDAUN,Bilsi,Bajhangi,BAJHANGI
30905,BUDAUN,Bilsi,Balakishanpur,BALAKISHANPUR
30906,BUDAUN,Bilsi,Bamed,BAMED
30907,BUDAUN,Bilsi,Banbehta,BANBEHTA
30908,BUDAUN,Bilsi,Bansbaraulia,BANSBARAULIA
30909,BUDAUN,Bilsi,Baramai Buzurg,BAIRAMAI BUJURG
30910,BUDAUN,Bilsi,Barnidhakpur,BARNIDHAKPURA
30911,BUDAUN,Bilsi,Barnighat,MOOSAPUR
30912,BUDAUN,Bilsi,Barvara,Barvara
30913,BUDAUN,Bilsi,Basawanpur,BASAWANPUR
30914,BUDAUN,Bilsi,Behtagusain,BEHTAGUSAIN
30915,BUDAUN,Bilsi,Behtajabi,BEHTAJABI
30916,BUDAUN,Bilsi,Bhagwant Nagar,MOHSANPUR
