,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
65020,Kasganj,Kasganj,Abhayapura Rampur Kham,ABHAYPURA
65021,Kasganj,Kasganj,Abhaypura Rampur Pukhta,ABHAYPURA RAMPUR
65022,Kasganj,Kasganj,Adupur,BHAUPURA
65023,Kasganj,Kasganj,Afjalpur,AFZALPUR
65024,Kasganj,Kasganj,Agoli Kiramai,AGOLI KIRAMAI
65025,Kasganj,Kasganj,Ahrauli,AHRAULI
65026,Kasganj,Kasganj,Aiman Pur,NAGALA ULFAT
65027,Kasganj,Kasganj,Akbar Pur Muria,BARAODA
65028,Kasganj,Kasganj,Allipur,ALLIPURBARBAR
65029,Kasganj,Kasganj,Allipur Barwara Kham,ALLIPUR
65030,Kasganj,Kasganj,Allipurbarwara Pukhta,ALLIPURBARBAR
65031,Kasganj,Kasganj,Amarpur,AMARPUR   DHILAWALI
65032,Kasganj,Kasganj,Anandipur,ANANDIPUR  KHALILPUR
65033,Kasganj,Kasganj,Asrotia,KADARBARI
65034,Kasganj,Kasganj,Athaiya,ATHAIYA
65035,Kasganj,Kasganj,Babarotia,UKURRI
65036,Kasganj,Kasganj,Badanpur,CHHITONI
65037,Kasganj,Kasganj,Baghela Kham,BAGHELA  PUKHTA
65038,Kasganj,Kasganj,Baghelapukhta,BAGHELA  PUKHTA
65039,Kasganj,Kasganj,Bahadur Nagar,SHAH  PUR MAFI
65040,Kasganj,Kasganj,Bahadurpur,BAHADURPUR
65041,Kasganj,Kasganj,Bahoranpur Dhelasarai,MAMOOD PUR PUKHTA
65042,Kasganj,Kasganj,Bakner,Bankner
65043,Kasganj,Kasganj,Banupur Kham,Banupura Harthara
65044,Kasganj,Kasganj,Banupur Pukhta,BANUPUR PUKHTA
65045,Kasganj,Kasganj,Baraoda,BARAODA
65046,Kasganj,Kasganj,Barauli Urf Baragaon,BARAULI URF BARAGAON
65047,Kasganj,Kasganj,Barela,NADRAI
65048,Kasganj,Kasganj,Barhari Lais,BARHARI BAISYA
65049,Kasganj,Kasganj,Barkhurdar Pur,BARKHURDAR PUR
65050,Kasganj,Kasganj,Basant Nagar,BASANT NAGAR
65051,Kasganj,Kasganj,Basupura,BASUPURA
65052,Kasganj,Kasganj,Berampur,BRAHIMPUR
65053,Kasganj,Kasganj,Beri,BERI
65054,Kasganj,Kasganj,Bhaisora Buzurg,BHAISORA BUZURG
65055,Kasganj,Kasganj,Bhaisora Khurd,BHAISORA KHURD
65056,Kasganj,Kasganj,Bhamon,BHAMON
65057,Kasganj,Kasganj,Bharat Pur,GUDGUDI
65058,Kasganj,Kasganj,Bharhpura,BHARHPURA
65059,Kasganj,Kasganj,Bharpura,BHARHPURA
65060,Kasganj,Kasganj,Bharsoli Jangle,BHARSOLI JANGLE
65061,Kasganj,Kasganj,Bharsoli Mustafabad,BHARHPURA
65062,Kasganj,Kasganj,Bhasawali,MAMOOD PUR PUKHTA
65063,Kasganj,Kasganj,Bhaupur,BHAUPURA
65064,Kasganj,Kasganj,Bhidauni,BHIDAUNI
65065,Kasganj,Kasganj,Bhilor,KADARBARI
65066,Kasganj,Kasganj,Bhitauna,BHITAUNA
65067,Kasganj,Kasganj,Bilram,TAIYAB PUR KAMALPUR
65068,Kasganj,Kasganj,Biraunchi,BIRAUNCHI
65069,Kasganj,Kasganj,Birhara,BIRAHARA
65070,Kasganj,Kasganj,Birsua,BIRSUA
65071,Kasganj,Kasganj,Brahm Puri,BRAHM PURI
65072,Kasganj,Kasganj,Chakeri,CHAKERI
65073,Kasganj,Kasganj,Chakgang Semar,MANPUR NAGRIA
65074,Kasganj,Kasganj,Chakoopur,Malikpur
65075,Kasganj,Kasganj,Chandan Pur Ghatiyari,UKURRI
65076,Kasganj,Kasganj,Chandaus,CHANDAUS
