,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
9055,AURAIYA,Auraiya,Abdullahpur,PUTHA
9056,AURAIYA,Auraiya,Adampur,CHAK SAKATAPUR
9057,AURAIYA,Auraiya,Adhasi,BHARRAPUR
9058,AURAIYA,Auraiya,Ailchinagar,AILCHINAGAR
9059,AURAIYA,Auraiya,Aima Paigambarpur,ALIPUR
9060,AURAIYA,Auraiya,Aima Senganpur,AIMA SENGANPUR
9061,AURAIYA,Auraiya,Ajanpur,AJANPUR
9062,AURAIYA,Auraiya,Ajuapur,AJUAPUR
9063,AURAIYA,Auraiya,Akbarpur,AKBARPUR
9064,AURAIYA,Auraiya,Akbarpur Danda,NAGLA PATHAK
9065,AURAIYA,Auraiya,Alipur,ALIPUR
9066,AURAIYA,Auraiya,Alipur Kamalpur,PHAPHUND DEHAT
9067,AURAIYA,Auraiya,Allahapur,SINDURIYA ALAMPUR
9068,AURAIYA,Auraiya,Amaota,AMAOTA
9069,AURAIYA,Auraiya,Ampur,AMPUR
9070,AURAIYA,Auraiya,Anepur,ANEPUR
9071,AURAIYA,Auraiya,Antol,ANTOL
9072,AURAIYA,Auraiya,Arizi Munjabta,KHANPUR
9073,AURAIYA,Auraiya,Asewa,ASEWA
9074,AURAIYA,Auraiya,Asewta,ASEWTA
9075,AURAIYA,Auraiya,Asta,MAI
9076,AURAIYA,Auraiya,Ata,TURKIPUR PHAPHUND
9077,AURAIYA,Auraiya,Atsu,AILCHINAGAR
9078,AURAIYA,Auraiya,Ayana,AYANA
9079,AURAIYA,Auraiya,Babayan,BABAYAN
9080,AURAIYA,Auraiya,Babina,BABINA
9081,AURAIYA,Auraiya,Badua,BADUA
9082,AURAIYA,Auraiya,Bahadurpur Inguthiya,BAHADURPUR
9083,AURAIYA,Auraiya,Bahadurpur Uncha,BAHADURPUR UNCHA
9084,AURAIYA,Auraiya,Baisundnra,BAISUNDHARA
9085,AURAIYA,Auraiya,Bakarpur,Bakar Pur
9086,AURAIYA,Auraiya,Bakhariya,BAKHARIYA
9087,AURAIYA,Auraiya,Ballapur,BALLAPUR
9088,AURAIYA,Auraiya,Banarpur,BANARPUR
9089,AURAIYA,Auraiya,Bansiyapur,GAUHANI KHURD
9090,AURAIYA,Auraiya,Baraua,BARAUA
9091,AURAIYA,Auraiya,Barbatpur,BARBATPUR
9092,AURAIYA,Auraiya,Bardauli,BARBATPUR
9093,AURAIYA,Auraiya,Barera,BADERA
9094,AURAIYA,Auraiya,Baripur Maphi,BARIPUR MAPHI
9095,AURAIYA,Auraiya,Barmupur,BARMUPUR
