,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
44470,GHAZIABAD,Ghaziabad,Arifpur,INAYATPUR
44471,GHAZIABAD,Ghaziabad,Ataur,ATAUR
44472,GHAZIABAD,Ghaziabad,Bahadurpur,BAHADURPUR
44473,GHAZIABAD,Ghaziabad,Bhawanipur,JALALABAD
44474,GHAZIABAD,Ghaziabad,Bhikkanpur,BHIKKANPUR
44475,GHAZIABAD,Ghaziabad,Bhowapur,BHOWAPUR
44476,GHAZIABAD,Ghaziabad,Champat Nagar,NAGLA FIROJ MOHANPUR
44477,GHAZIABAD,Ghaziabad,Dasna Dehat,DASNA DEHAT
44478,GHAZIABAD,Ghaziabad,Didwari,CHITORA
44479,GHAZIABAD,Ghaziabad,Dinanathpur Puthi,DINANATHPUR PUTHI
44480,GHAZIABAD,Ghaziabad,Inayatpur,INAYATPUR
44481,GHAZIABAD,Ghaziabad,Jagjivanpur,BHIKKANPUR
44482,GHAZIABAD,Ghaziabad,Jalalabad 0069 Morta,JALALABAD
44483,GHAZIABAD,Ghaziabad,Kanauja,KANAUJA
44484,GHAZIABAD,Ghaziabad,Kushaliya,KUSHALIYA
44485,GHAZIABAD,Ghaziabad,Mahmudabad,MAKRAIDA
44486,GHAZIABAD,Ghaziabad,Makraida,MAKRAIDA
44487,GHAZIABAD,Ghaziabad,Masauta,MASAUTA
44488,GHAZIABAD,Ghaziabad,Masuri,MASURI
44489,GHAZIABAD,Ghaziabad,Mathurapur,MATHURAPUR
44490,GHAZIABAD,Ghaziabad,Matiala,MATIYALA
44491,GHAZIABAD,Ghaziabad,Misbapur,JALALABAD
44492,GHAZIABAD,Ghaziabad,Morti,MORTI
44493,GHAZIABAD,Ghaziabad,Muhiddinpur Dabarsi,MUHIDDINPUR DABARSI
44494,GHAZIABAD,Ghaziabad,Nagla Firoj Mohanpur,NAGLA FIROJ MOHANPUR
44495,GHAZIABAD,Ghaziabad,Nahal,NAHAL
