,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
6962,Amethi,Amethi,Aghar,AGAHAR
6963,Amethi,Amethi,Agresar,AGRESAR
6964,Amethi,Amethi,Ahirawal,LOHARTA
6965,Amethi,Amethi,Alampur,ALAMPUR
6966,Amethi,Amethi,Alipur,KADERGAON
6967,Amethi,Amethi,Amey Maphi,AMAYEMAFI
6968,Amethi,Amethi,Ammar Pur,AMMBAR PUR
6969,Amethi,Amethi,Ammar Pur,BHOEY
6970,Amethi,Amethi,Amtahi,AMTAHI
6971,Amethi,Amethi,Arsahni,ARSAHNI
6972,Amethi,Amethi,Badgawn,BADA GAON
6973,Amethi,Amethi,Badla Pur,BADLA PUR
6974,Amethi,Amethi,Baghaura,BANVIR PUR
6975,Amethi,Amethi,Baghvariya,KATRA PHOOL KUNWAR
6976,Amethi,Amethi,Bahadur Pur,BAHADURPUR
6977,Amethi,Amethi,Baidhik Pur,BAIDHIK PUR
6978,Amethi,Amethi,Baisra,BAISARA
6979,Amethi,Amethi,Balchandra Pur,GAIRIKPUR
6980,Amethi,Amethi,Balipur,MAHMOOD PUR
6981,Amethi,Amethi,Balipur Duhiya,BALIPUR DUHIYA
6982,Amethi,Amethi,Bandoiya,BANDOIYA
6983,Amethi,Amethi,Banveer Pur,BANVIR PUR
6984,Amethi,Amethi,Bariya Pur,BARIYAPUR
6985,Amethi,Amethi,Bartali,NAINAHA  VARTLI
6986,Amethi,Amethi,Bas00 Pur,BASAHOO
6987,Amethi,Amethi,Bashoo,BASAHOO
6988,Amethi,Amethi,Baulhaa,SARIYYA
6989,Amethi,Amethi,Beeghapur,DAHIYAWA
6990,Amethi,Amethi,Beeka Pur,KHANAPUR
6991,Amethi,Amethi,Belkhari,SONARI KANOO
6992,Amethi,Amethi,Benipur,BENI PUR
6993,Amethi,Amethi,Bhadar,BHADAR
6994,Amethi,Amethi,Bhadaw,BHADAW
6995,Amethi,Amethi,Bhaganpur,BHAGAN PUR
6996,Amethi,Amethi,Bhagi Pur,BHAGI PUR
6997,Amethi,Amethi,Bhairo Pur,BHAIRO PUR
6998,Amethi,Amethi,Bhaisaha,ALAMPUR
6999,Amethi,Amethi,BHAPUR,BAHAPUR
7000,Amethi,Amethi,Bharti Pur,LONIA PUR
7001,Amethi,Amethi,Bhausinghpur,BHAUSINGHPUR
7002,Amethi,Amethi,Bhava Pur,BHAVA PUR
7003,Amethi,Amethi,Bhawal Pur,BHAVAL PUR
7004,Amethi,Amethi,Bheera,GHATAMPUR
7005,Amethi,Amethi,Bhetuwa,BHETUA
7006,Amethi,Amethi,Bhewyi,BHEWYI
7007,Amethi,Amethi,Bhimi,BHIMI
7008,Amethi,Amethi,Bhojpur,BHOJPUR
7009,Amethi,Amethi,Bhretha,BHARETHA
7010,Amethi,Amethi,Bhupatipur,RAM DAY PUR
7011,Amethi,Amethi,Bhushari,BHUSHARI
7012,Amethi,Amethi,Bhu Siyanwa,BHUSIYAWAN
7013,Amethi,Amethi,Birahim Pur,RAIDAY PUR
7014,Amethi,Amethi,Biyasiya,BIYASIYA
7015,Amethi,Amethi,Chachka Pur,RAIDAY PUR
7016,Amethi,Amethi,Chakrdhar Pur,TARA PUR
7017,Amethi,Amethi,Chanderiya,CHANDERIYA
7018,Amethi,Amethi,Chaturbhuj Pur,CHATUR BHUJ PUR
7019,Amethi,Amethi,Cheera,CHEERA
7020,Amethi,Amethi,Chhachha,BANVIR PUR
7021,Amethi,Amethi,Dahiyawa,DAHIYAWA
7022,Amethi,Amethi,Dalao,SUMERPUR
7023,Amethi,Amethi,Dalashah Pur,SAIDPUR
7024,Amethi,Amethi,Dalshah Pur,SULTANPUR
7025,Amethi,Amethi,Dandupur,DANDUPUR
7026,Amethi,Amethi,Darkha,DARKHA
7027,Amethi,Amethi,Dasaipur,DASAIPUR
7028,Amethi,Amethi,Dehra,DEHRA
7029,Amethi,Amethi,Demaa,DEMMA
7030,Amethi,Amethi,Deohapsaar,DERHAPASHAR
7031,Amethi,Amethi,Dhanapur,RAJAPUR KALYAN
7032,Amethi,Amethi,Dharaimafi,DHARAIMAFI
7033,Amethi,Amethi,Dhaurahra,DHARAURA
7034,Amethi,Amethi,Dhoyen,BHOEY
7035,Amethi,Amethi,Dulhin Pur,BHAGI PUR
7036,Amethi,Amethi,Durga Pur,DURGA PUR
7037,Amethi,Amethi,Gairik Pur,GAIRIKPUR
7038,Amethi,Amethi,Gaji Pur,GAJI PUR
7039,Amethi,Amethi,Gangahuwa,SHIVGARH JALALPUR
7040,Amethi,Amethi,Ganga Pur,GANGA PUR
7041,Amethi,Amethi,Gangauli,GANGAULI
7042,Amethi,Amethi,Gani Pur,SANSARI PUR
7043,Amethi,Amethi,Gara Pur,BHAVA PUR
7044,Amethi,Amethi,Gareri,GADERI
