,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
14273,BAHRAICH,Bahraich,Ahiraura,AHIRAURA
14274,BAHRAICH,Bahraich,Ailau,AILAU
14275,BAHRAICH,Bahraich,Ajatapur,FAKEER CHAK
14276,BAHRAICH,Bahraich,Akraura,AKRAURA
14277,BAHRAICH,Bahraich,Aliua Bulbul,ALLIA BULBUL
14278,BAHRAICH,Bahraich,Amdapur,AMDA PUR
14279,BAHRAICH,Bahraich,Aminpur Nagraur,AMINPUR NAGRAUR
14280,BAHRAICH,Bahraich,Amkolwa,AMKOLWA
14281,BAHRAICH,Bahraich,Amrai,AMRAI
14282,BAHRAICH,Bahraich,Andhra Chak,MEERPUR KASBA
14283,BAHRAICH,Bahraich,Araji Jot Keshav,SITKAHA NA JOT KESHAV
14284,BAHRAICH,Bahraich,Arkapur,ARKA PUR
14285,BAHRAICH,Bahraich,Ashokha,ASHOKA
14286,BAHRAICH,Bahraich,Babhni,NAVVA PATTI
14287,BAHRAICH,Bahraich,Babhniyawan,BABHNIYAWA
14288,BAHRAICH,Bahraich,Bada Gaon,BADA GAWN
14289,BAHRAICH,Bahraich,Baghaura,BAGHURA
14290,BAHRAICH,Bahraich,Bahadur Chak,BAHADUR CHAK
14291,BAHRAICH,Bahraich,Bahadurpur,BAHADURPUR
14292,BAHRAICH,Bahraich,Bahraich(Dehat),RAJAPUR MAFI
14293,BAHRAICH,Bahraich,Bakshi Pura,BAKSHI PURA
14294,BAHRAICH,Bahraich,Balanager Kodari,BALA NAGAR KODRI
14295,BAHRAICH,Bahraich,Balapur,BALA PUR
14296,BAHRAICH,Bahraich,Banghusra,BANBHUSRA
14297,BAHRAICH,Bahraich,Bania Gawan,BANIYA GAWN
14298,BAHRAICH,Bahraich,Bania Hari,BANIA HARI
14299,BAHRAICH,Bahraich,Banjariya,BANJARIA
14300,BAHRAICH,Bahraich,Bankata,BANKATA
14301,BAHRAICH,Bahraich,Banwari Gopalpur,BANWARI GOPALPUR
14302,BAHRAICH,Bahraich,Barai Bilasa,BARAI BILASA
14303,BAHRAICH,Bahraich,Baraihiya,BARAHIYA
14304,BAHRAICH,Bahraich,Baranigam,BARA NIJAM
14305,BAHRAICH,Bahraich,Bashir Ganj,RAJAPUR MAFI
14306,BAHRAICH,Bahraich,Basnera,BASNERA
14307,BAHRAICH,Bahraich,Beerpur,VEER PUR
14308,BAHRAICH,Bahraich,Begampur,BEGAMPUR
14309,BAHRAICH,Bahraich,Belbhriya,BEAL BAHIRAYA
14310,BAHRAICH,Bahraich,Belkhara,MADHYA NAGRA
14311,BAHRAICH,Bahraich,Belwa Padum,BELWA PADUM
14312,BAHRAICH,Bahraich,Bhadauli Chak,HATAWA HARDAS
14313,BAHRAICH,Bahraich,Bhagatpurwa,BHAGAT PURVA
14314,BAHRAICH,Bahraich,Bhagwanpur Mafi,BHAGWANPUR MAFI
14315,BAHRAICH,Bahraich,Bhawanipur Bankar,BAHWANI PUR  BANKAT
14316,BAHRAICH,Bahraich,Bhingri,BHINGRI
14317,BAHRAICH,Bahraich,Bhoga Jot,BHOGA JOT
14318,BAHRAICH,Bahraich,Bichhla,BICHHLA
14319,BAHRAICH,Bahraich,Bilarwa,BILRWA
14320,BAHRAICH,Bahraich,Bishunpur Rahu,BISHUNPUR RAHU
14321,BAHRAICH,Bahraich,Biswariya,MOHAMMAD NAGAR
14322,BAHRAICH,Bahraich,Bra Gaon,BRA GAON
14323,BAHRAICH,Bahraich,Bragunnu,BRAGUNNU
14324,BAHRAICH,Bahraich,Brawa Bhadauli,BRAWA BHADAULI
14325,BAHRAICH,Bahraich,Burni Bhaluhiya,BUDHNI BHULIHIA
14326,BAHRAICH,Bahraich,Chafriya,CHAFRIYA
14327,BAHRAICH,Bahraich,CHAISAR,CHAISAR
14328,BAHRAICH,Bahraich,Chakapur,RAJAPUR MAFI
14329,BAHRAICH,Bahraich,Chaku Jot,CHAKU JOT
14330,BAHRAICH,Bahraich,Chandna Mau,UDHARANA THAKURAIN
14331,BAHRAICH,Bahraich,Chandrawa,CHANDRWA
14332,BAHRAICH,Bahraich,Chandwa,CHANDVA PUR
14333,BAHRAICH,Bahraich,Chardaha Chandan,CHARDAHA CHANDAN
14334,BAHRAICH,Bahraich,Charnia Cot,CHRRINA KOT
14335,BAHRAICH,Bahraich,Chhawani Sardar,CHHAWANI SARKAR
14336,BAHRAICH,Bahraich,Chilwariya,CHILWARIYA
14337,BAHRAICH,Bahraich,Chndaipur,CHNDAI PUR
14338,BAHRAICH,Bahraich,Churaila,FAKEER CHAK
14339,BAHRAICH,Bahraich,Damodar Jot,SISAIA CHAK
14340,BAHRAICH,Bahraich,Dapauli,KHARIHA DHAPAULI
14341,BAHRAICH,Bahraich,Deeha,DEEHA
14342,BAHRAICH,Bahraich,Derwa Har Banshpur,DERWA HARWANSHPUR
14343,BAHRAICH,Bahraich,Dewariya,PAHLWARA
14344,BAHRAICH,Bahraich,Dhanghata,DHANGHATA
14345,BAHRAICH,Bahraich,Dharsanwa,DHARSANWA
14346,BAHRAICH,Bahraich,Dhauli,SUNGA
14347,BAHRAICH,Bahraich,Digit Purwa,DIGIT PURWA
14348,BAHRAICH,Bahraich,Dol Kuwan,DOLKUNWA
14349,BAHRAICH,Bahraich,Dudhauli,SUHELVA
14350,BAHRAICH,Bahraich,Duhru,DUHRU
14351,BAHRAICH,Bahraich,Dularpur,DULARPUR
14352,BAHRAICH,Bahraich,Dulehwa,SUHELVA
14353,BAHRAICH,Bahraich,Fakeer Chak,FAKEER CHAK
