,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
39822,FAIZABAD,Bikapur,Aban Pur,TARUN
39823,FAIZABAD,Bikapur,Ahiranigopalpur,MAJHA SONURA
39824,FAIZABAD,Bikapur,Ahirauli,DHAURAHARA KUTI
39825,FAIZABAD,Bikapur,Amauni,MITANPUR
39826,FAIZABAD,Bikapur,Amawa,AMAWAN
39827,FAIZABAD,Bikapur,Ankari,KHAPRA DEEH
39828,FAIZABAD,Bikapur,Ariyasi,SAWAR DHEER
39829,FAIZABAD,Bikapur,Arsath,VESU PALI
39830,FAIZABAD,Bikapur,Aruwawa,PARSAWAN MAHOLA
39831,FAIZABAD,Bikapur,Askaranpur,ASKARANPUR
39832,FAIZABAD,Bikapur,Asrekha,ASREWA
39833,FAIZABAD,Bikapur,Babura,RAKHAUNA
39834,FAIZABAD,Bikapur,Baburiha(Kaundha),BABURIHA KAUNDHA
39835,FAIZABAD,Bikapur,Bachholi,DEOKALI  MAFI
39836,FAIZABAD,Bikapur,Bachhram Pur,BACHHRAM PUR
39837,FAIZABAD,Bikapur,Bahrpur,BAHARPUR
39838,FAIZABAD,Bikapur,Baidauli,MANAPUR
39839,FAIZABAD,Bikapur,Bainti Kala,BAINTI KALA
39840,FAIZABAD,Bikapur,Baisu Pali,VESU PALI
39841,FAIZABAD,Bikapur,Balapur,BALAPUR
39842,FAIZABAD,Bikapur,Ballikripalpur,BALLIKRIPAL PUR
39843,FAIZABAD,Bikapur,Ballipur,DEHRIYAWAN
39844,FAIZABAD,Bikapur,Balram Pur,BALRAMPUR
39845,FAIZABAD,Bikapur,Bankat,VANKAT
39846,FAIZABAD,Bikapur,Bara Khas,BARA
39847,FAIZABAD,Bikapur,Baranpur,DAYAL JOTE
39848,FAIZABAD,Bikapur,Barauli,RASUL PUR
39849,FAIZABAD,Bikapur,Barawan,BARAWAN
39850,FAIZABAD,Bikapur,Barehata,BAREHATA
39851,FAIZABAD,Bikapur,Bargoda,SONWARSA MAFI
39852,FAIZABAD,Bikapur,Basantpur,BASANTPUR
39853,FAIZABAD,Bikapur,Basdeo Pur,BASDEV PUR
39854,FAIZABAD,Bikapur,Basupur,RAM NAGAR
39855,FAIZABAD,Bikapur,Bedapur,VEDAPUR
39856,FAIZABAD,Bikapur,Bela,BELA
39857,FAIZABAD,Bikapur,Bela Chaksiram,GOTHAURA
39858,FAIZABAD,Bikapur,Bela Gara,BELGRA
39859,FAIZABAD,Bikapur,Beni Gaddau Pur,BENI GADDOPUR
39860,FAIZABAD,Bikapur,Benipur,KHIDDIRPUR
39861,FAIZABAD,Bikapur,Bhadarkhurd,BHADAAR KHURD
39862,FAIZABAD,Bikapur,Bhadeshar,KHAJURAHAT
39863,FAIZABAD,Bikapur,Bhagwanpur,BARA
39864,FAIZABAD,Bikapur,Bhairopur Tikra,BHAERAVPUR TIKRA
39865,FAIZABAD,Bikapur,Bhaisauli,PALI  ACHAL PUR
39866,FAIZABAD,Bikapur,Bharahu Khata,BHARAHU KHATA
39867,FAIZABAD,Bikapur,Bhawapur,BHAWAPUR
39868,FAIZABAD,Bikapur,Bhawnath Pur,GOVIND PUR
39869,FAIZABAD,Bikapur,Bhikhipur Jhaliha,MITANPUR
39870,FAIZABAD,Bikapur,Bhiki Sarai,BHIKHISARAY
39871,FAIZABAD,Bikapur,Bhitaura,GANGAPUR
39872,FAIZABAD,Bikapur,Bhitaura Mu. Katari,KARAN PUR
39873,FAIZABAD,Bikapur,Bhopa Duhiya,BHOPA DUHIYA
39874,FAIZABAD,Bikapur,Bhulaipur Nidhiyawa,BHULAIPUR NIDHIYAWA
39875,FAIZABAD,Bikapur,Bibipur,PEDRA
39876,FAIZABAD,Bikapur,Bisnohar Pur,DEHRIYAWAN
39877,FAIZABAD,Bikapur,Bodahari,BODAHARI
39878,FAIZABAD,Bikapur,Chak Motbidpur,PARMANANDPUR
39879,FAIZABAD,Bikapur,Chaksalem,NETWARI CHATUR PUR
39880,FAIZABAD,Bikapur,Chaksenpur,CHAKRASEN PUR
39881,FAIZABAD,Bikapur,Champapur,DHEMA VAISYA
39882,FAIZABAD,Bikapur,Chandipur Nagarha,CHANDIPUR NAGARHA
39883,FAIZABAD,Bikapur,Chandpur,CHANDPUR
39884,FAIZABAD,Bikapur,Chandpur Mu. Dhuritikar,GHUREE TIKAR
39885,FAIZABAD,Bikapur,Charawan,CHARAWA
39886,FAIZABAD,Bikapur,Chaturbhuj Pur,KARAUNDI
39887,FAIZABAD,Bikapur,Chaube Pur,IMLIYA
39888,FAIZABAD,Bikapur,Chetara,CHANDIPUR NAGARHA
39889,FAIZABAD,Bikapur,Chitawan,CHITAVAN
39890,FAIZABAD,Bikapur,Churechandauli,CHAURE CHANDOULI
39891,FAIZABAD,Bikapur,Chwardaar,CHAWARDHAR
39892,FAIZABAD,Bikapur,Dandu Pur,DADUPUR
39893,FAIZABAD,Bikapur,Dangra Bhari,BAREHATA
39894,FAIZABAD,Bikapur,Dariyapur,KANDHARPUR
39895,FAIZABAD,Bikapur,Dashrath Pur,DASRATH PUR
39896,FAIZABAD,Bikapur,Daslawan,MANAU PUR
39897,FAIZABAD,Bikapur,Daudaha,DAUDAHA
39898,FAIZABAD,Bikapur,Dayaljot,DAYAL JOTE
39899,FAIZABAD,Bikapur,Dehariyawan,DEHRIYAWAN
39900,FAIZABAD,Bikapur,Deokali,DEOKALI  MAFI
39901,FAIZABAD,Bikapur,Deori Mu. Dhema,DHEMA VAISYA
39902,FAIZABAD,Bikapur,Devapatti,TARDEEH
39903,FAIZABAD,Bikapur,Devriranjitsingh,BAREHATA
39904,FAIZABAD,Bikapur,Dewapur,DEVA PUR
39905,FAIZABAD,Bikapur,Dhamhar,DHAMHAR
39906,FAIZABAD,Bikapur,Dhanuawa,DHENUAWA
39907,FAIZABAD,Bikapur,Dharampur Mu. Ghuritikar,DADUPUR
39908,FAIZABAD,Bikapur,Dharampur Mu.Para Garibshan,KEVLAAPUR / TAKMEENGANJ
39909,FAIZABAD,Bikapur,Dharehata Dasrathpur,DHRETHA DASRATHPUR
39910,FAIZABAD,Bikapur,Dhaurharakuti,DHAURAHARA KUTI
39911,FAIZABAD,Bikapur,Dhema Shivbaxrai,DHEMASHIVBAXARAI
39912,FAIZABAD,Bikapur,Dhema Vaisya,DHEMA VAISYA
39913,FAIZABAD,Bikapur,Dhuritikar,GHUREE TIKAR
39914,FAIZABAD,Bikapur,Dilippur,GAYASPUR
39915,FAIZABAD,Bikapur,Dostgram Pur,DOSTGRAM PUR
39916,FAIZABAD,Bikapur,Dubawa,BASANTPUR
39917,FAIZABAD,Bikapur,Fatehpurkamasin,FATEHPUR KAMASIN
39918,FAIZABAD,Bikapur,Gandai,GANDAI
39919,FAIZABAD,Bikapur,Gangapur,SOHWAL SALONI
39920,FAIZABAD,Bikapur,Gangapur Mu.Ramieypur,GANGAPUR
39921,FAIZABAD,Bikapur,Gangapur Mu.Tikri,KANDHARPUR
39922,FAIZABAD,Bikapur,Garauli,GARAULI
39923,FAIZABAD,Bikapur,Gauhani Kala,GAUHANI KHURD
39924,FAIZABAD,Bikapur,Gauhani Khurd,GAUHANI KHURD
39925,FAIZABAD,Bikapur,Gauhaniya,TARAPUR
39926,FAIZABAD,Bikapur,Gaura,GAURA
39927,FAIZABAD,Bikapur,Gayaspur,GAYASPUR
39928,FAIZABAD,Bikapur,Gija,VANKAT
39929,FAIZABAD,Bikapur,Gobind Pur,GOVIND PUR
39930,FAIZABAD,Bikapur,Godhaura,GOTHAURA
39931,FAIZABAD,Bikapur,Gopal Pur,SHIV RAMPUR
39932,FAIZABAD,Bikapur,Gundhaur,GUNDHOOR
39933,FAIZABAD,Bikapur,Gurauli,GURAULI
39934,FAIZABAD,Bikapur,Haidar Ganj,HAIDARGANJ
39935,FAIZABAD,Bikapur,Halle Dwarikapur,HALLE DWARIKAPUR
39936,FAIZABAD,Bikapur,Hardaspur,SHERPUR
39937,FAIZABAD,Bikapur,Haribansh Pur,MANGAREE
39938,FAIZABAD,Bikapur,Hariharpur,MAURAWAN
39939,FAIZABAD,Bikapur,Harinath Pur,HARINATH PUR
39940,FAIZABAD,Bikapur,Hathigo,HATHIGO
39941,FAIZABAD,Bikapur,Hirdayi Pur,MARUE SHAY SINGH
39942,FAIZABAD,Bikapur,Husainpur,HUSENPUR
39943,FAIZABAD,Bikapur,Ichhauri,RAM DAAS PUR
39944,FAIZABAD,Bikapur,Imliya,IMLIYA
39945,FAIZABAD,Bikapur,Islampur,NAAGPALI
39946,FAIZABAD,Bikapur,Ismailpur,KHEWLI
39947,FAIZABAD,Bikapur,Jagdishpur Urf Pathakpur,KESHARUWA BUJURG
39948,FAIZABAD,Bikapur,Jainpur,JAINPUR
39949,FAIZABAD,Bikapur,Jajwara,JAJAWARA
39950,FAIZABAD,Bikapur,Jalalpur Bhaga,JALALPUR BHAGGU
39951,FAIZABAD,Bikapur,Jalalpur Mafi,JALALPUR MAFI
39952,FAIZABAD,Bikapur,Jamoli Khurd,JAMOLI KHURD
39953,FAIZABAD,Bikapur,Jana,JANA
39954,FAIZABAD,Bikapur,Jarua,JERUWA
39955,FAIZABAD,Bikapur,Jasarpur,LAXMANPUR GRANT
39956,FAIZABAD,Bikapur,Jaysinghmai,JAY SINGH MAU
39957,FAIZABAD,Bikapur,Johan,JOHAN
39958,FAIZABAD,Bikapur,Kadipur,MAJRUDEEN PUR
39959,FAIZABAD,Bikapur,Kadipur,PUROSHOTTAM PUR
39960,FAIZABAD,Bikapur,Kakauli,KAKOOLI
39961,FAIZABAD,Bikapur,Kakrahi,KAKRAHI
39962,FAIZABAD,Bikapur,Kalyanpur Chak Duhiya,KALYANPUR CHAKDUHIYA
39963,FAIZABAD,Bikapur,Kalyanpurchhtauna,KALLYANPUR CHITWNA
39964,FAIZABAD,Bikapur,Kanakpur Sagrauli,KANAKPUR JHAGROOLI
39965,FAIZABAD,Bikapur,Kanauwa,KANAUWA
39966,FAIZABAD,Bikapur,Kandharpur,KANDHARPUR
39967,FAIZABAD,Bikapur,Karani Pur Mu. Bhiti,MAIHAR KABIRPUR
39968,FAIZABAD,Bikapur,Karan Pur,KARAN PUR
