,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
36089,DEORIA,Barhaj,Ajaipura,AJAIPURA
36090,DEORIA,Barhaj,Ajara Barhouna,BARHAUNA HARDO
36091,DEORIA,Barhaj,Akuba,AKUBA
36092,DEORIA,Barhaj,Akubi,AKUBA
36093,DEORIA,Barhaj,Amma Pandey,AMMA PANDEY
36094,DEORIA,Barhaj,Amown,AMAON
36095,DEORIA,Barhaj,Amritkunda,TEKANPURA
36096,DEORIA,Barhaj,Arila,ARILA
36097,DEORIA,Barhaj,Awagir Mahal Bareji,AKUBA
36098,DEORIA,Barhaj,Babhana,BARAVA BABHANI
36099,DEORIA,Barhaj,Babhani,BARAVA BABHANI
36100,DEORIA,Barhaj,Babhani,KHUDIA BUJURG
36101,DEORIA,Barhaj,Babhani Sakrapar,JIGANI SONHAULI
36102,DEORIA,Barhaj,Badhpurwa,BARDIHA NATHMAL
36103,DEORIA,Barhaj,Badipur,BADIPUR
36104,DEORIA,Barhaj,Badya Fulwaria,BADHAYA FULWARIA
36105,DEORIA,Barhaj,Badya Hardo,BADHAYA HARDO
36106,DEORIA,Barhaj,Baguchi,BAGUCHI MISHRA
36107,DEORIA,Barhaj,Bahor Dhanouti,BAHOR DHANAUTI
36108,DEORIA,Barhaj,Bahsua,NETVAR
36109,DEORIA,Barhaj,Baidwalia,DEUBARI
36110,DEORIA,Barhaj,Baikuntha Pur,PHULVARIA LALA
36111,DEORIA,Barhaj,Bairia Raja,SHIVDHARIA
36112,DEORIA,Barhaj,Bairia Tiwari,RUCHCHAPAR
36113,DEORIA,Barhaj,Bajar Bhakhi,PARASIA OJHHA
36114,DEORIA,Barhaj,Bakuchi,BAKKUCHI
36115,DEORIA,Barhaj,Bangarouli,BANGRAULI
36116,DEORIA,Barhaj,Banjaria,PADARIGURARAON
36117,DEORIA,Barhaj,Banjaria,VILASHPUR
36118,DEORIA,Barhaj,Banjaria Pipra,SINGHPUR
36119,DEORIA,Barhaj,Bankatiya,MOHAVN
36120,DEORIA,Barhaj,Baradih,DEVASIA
36121,DEORIA,Barhaj,Bara Diksit,BARADIXIT
36122,DEORIA,Barhaj,Baraka Gaon,BADAKA GAON
36123,DEORIA,Barhaj,Baramukand,SONBARSA
36124,DEORIA,Barhaj,Baraon,BARAON
36125,DEORIA,Barhaj,Barauli,BARAULI
36126,DEORIA,Barhaj,Barchhouli,NADUA CHHAPARA
36127,DEORIA,Barhaj,Bardiha Chandan,BARDIHA CHANDAN
36128,DEORIA,Barhaj,Bardiha Nathmal,BARDIHA NATHMAL
36129,DEORIA,Barhaj,Bareji,AKUBA
36130,DEORIA,Barhaj,Barhouna Hardo,BARHAUNA HARDO
36131,DEORIA,Barhaj,Barsath,AMAON
36132,DEORIA,Barhaj,Barwan,BARAVA BABHANI
36133,DEORIA,Barhaj,Basahia,NARSINGHADAR
36134,DEORIA,Barhaj,Beldad,BELDAD
36135,DEORIA,Barhaj,Belhi,BAGAHI
36136,DEORIA,Barhaj,Belwa,BELWA
36137,DEORIA,Barhaj,Belwania,KHUDIA BUJURG
36138,DEORIA,Barhaj,Bhadila Awwal,BHADILA AWWAL
36139,DEORIA,Barhaj,Bhadila Doyam,BHADILA DOYAM
36140,DEORIA,Barhaj,Bhagalpur,BHAGALPUR
36141,DEORIA,Barhaj,Bhagat Pura,NETVAR
36142,DEORIA,Barhaj,Bhaidawa,BHAIDAVAN
36143,DEORIA,Barhaj,Bhaluani,BHALUANI
36144,DEORIA,Barhaj,Bhanu Barwa,BHIKHI BARAVA
36145,DEORIA,Barhaj,Bharha Babu,DHAULA PANDIT
36146,DEORIA,Barhaj,Bharsara,BHADSARA DEIDIHA
36147,DEORIA,Barhaj,Bharwatia  Upadhyay,KUIYAN
