,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
56910,JALAUN,Jalaun,Aal,AAL
56911,JALAUN,Jalaun,Abdullapur Diwara,BAGHAWALI MUSTAKIL
56912,JALAUN,Jalaun,Abudullapur Mustakil,BAGHAWALI MUSTAKIL
56913,JALAUN,Jalaun,Aidalpur,AIDALPUR
56914,JALAUN,Jalaun,Akorhi,AKORHI
56915,JALAUN,Jalaun,Alaipura,ALAIPURA
56916,JALAUN,Jalaun,Alampur Jagir,BASTEPUR
56917,JALAUN,Jalaun,Atarchhala,ATARCHHALA
56918,JALAUN,Jalaun,Aurekhi,AUREKHI
56919,JALAUN,Jalaun,Baghawali Diwara,BAGHAWALI MUSTAKIL
56920,JALAUN,Jalaun,Baghawali Mustakil,BAGHAWALI MUSTAKIL
56921,JALAUN,Jalaun,Baijapur,TARSAUR
56922,JALAUN,Jalaun,Baraila,BARAILA
56923,JALAUN,Jalaun,Bariyapur,HARSINGPUR
56924,JALAUN,Jalaun,Bastepur,BASTEPUR
56925,JALAUN,Jalaun,Beriabujurg,PRATAPPURA
56926,JALAUN,Jalaun,Bhaderh Diwara,BHADERH DIWARA
56927,JALAUN,Jalaun,Bhaderh Mustakil,BHADERH DIWARA
56928,JALAUN,Jalaun,Bhadvan,BHADVAN
56929,JALAUN,Jalaun,Bhitara,BHITARA
56930,JALAUN,Jalaun,Bhitariya,HARDUIRAJA
56931,JALAUN,Jalaun,Bichauli,BICHAULI
56932,JALAUN,Jalaun,Bijwaha,AAL
56933,JALAUN,Jalaun,Biluan,LAHCHOORA
56934,JALAUN,Jalaun,Birahara,ITAHIYA
56935,JALAUN,Jalaun,Biriyakhurd,MOHANPUR KUDARI
56936,JALAUN,Jalaun,Birpura,BIRPURA
56937,JALAUN,Jalaun,Chauth,CHAUTH
56938,JALAUN,Jalaun,Chhani Ahir,CHHANI AHIR
56939,JALAUN,Jalaun,Chhani Khas,CHHANI KHAS
56940,JALAUN,Jalaun,Chhiriyasalempur,CHHIRIYASALEMPUR
56941,JALAUN,Jalaun,Chhulapur,BHITARA
56942,JALAUN,Jalaun,Dahguvan,DAHGUVAN
56943,JALAUN,Jalaun,Dama,DAMA
56944,JALAUN,Jalaun,Daulatpur,DAULATPUR
56945,JALAUN,Jalaun,Daun,DAUN
56946,JALAUN,Jalaun,Devari,DEVARI
56947,JALAUN,Jalaun,Dhanauli,DHANTAULI
56948,JALAUN,Jalaun,Dhanora Kala,DHANORA KALA
56949,JALAUN,Jalaun,Dharana,NAINAPUR
56950,JALAUN,Jalaun,Dhora Khera,SUDHAR
56951,JALAUN,Jalaun,Donapur,DONAPUR
56952,JALAUN,Jalaun,Dubra,SHEKHPURBUJURG
56953,JALAUN,Jalaun,Durgaon,BASTEPUR
56954,JALAUN,Jalaun,Eikkon,EIKKON
56955,JALAUN,Jalaun,Etaha Kalpi,SALEMPUR KALPI
56956,JALAUN,Jalaun,Foolpur Kharraova,KARTALAPUR
56957,JALAUN,Jalaun,Gadhela,GADHELA
56958,JALAUN,Jalaun,Gajraura Diwara,BAGHAWALI MUSTAKIL
56959,JALAUN,Jalaun,Gajraura Mustakil,BAGHAWALI MUSTAKIL
56960,JALAUN,Jalaun,Gangaura,GANGAURA
56961,JALAUN,Jalaun,Ganupura,MALAKPURA
56962,JALAUN,Jalaun,Garehana,PARVATPUR
56963,JALAUN,Jalaun,Garhguvan,GARHGUVAN
56964,JALAUN,Jalaun,Gatahari,TARSAUR
56965,JALAUN,Jalaun,Gayar,GAYAR
56966,JALAUN,Jalaun,Gidhosa,GIDHOSA
56967,JALAUN,Jalaun,Gopalpur Jalaun,SIKRA RAJA
56968,JALAUN,Jalaun,Gora Rathaur,GORA RATHAUR
56969,JALAUN,Jalaun,Gulabpura,MALAKPURA
56970,JALAUN,Jalaun,Guplapurjalaun,SADOPURA
56971,JALAUN,Jalaun,Gurhanyamatpur,HARDUIRAJA
56972,JALAUN,Jalaun,Hadrukh,HADRUKH
56973,JALAUN,Jalaun,Halepur,CHHANI AHIR
56974,JALAUN,Jalaun,Harakka,KHAJURI
56975,JALAUN,Jalaun,Harduiraja,HARDUIRAJA
56976,JALAUN,Jalaun,Haripura,SARANGPUR
56977,JALAUN,Jalaun,Harkoti,HARKOTI
56978,JALAUN,Jalaun,Harshankarpur Diwara,HARSHANKARPUR MUSTAKIL
56979,JALAUN,Jalaun,Harshankarpur Mustakil,HARSHANKARPUR MUSTAKIL
56980,JALAUN,Jalaun,Harsingpur,HARSINGPUR
56981,JALAUN,Jalaun,Hasanpur,CHAUTH
56982,JALAUN,Jalaun,Hatheri,UDOTPURA
56983,JALAUN,Jalaun,Hathnabujurg,HATHNABUJURG
56984,JALAUN,Jalaun,Hathnakhurd,OOD
56985,JALAUN,Jalaun,Hinnauli Diwara,BHADERH DIWARA
56986,JALAUN,Jalaun,Hinnauli Mustakil,BHADERH DIWARA
56987,JALAUN,Jalaun,Hirapur,HIRAPUR
56988,JALAUN,Jalaun,Inguri,KUTHOND
56989,JALAUN,Jalaun,Itahiya,ITAHIYA
56990,JALAUN,Jalaun,Jagatpurahir,ATARCHHALA
56991,JALAUN,Jalaun,Jagneva,JAGNEVA
56992,JALAUN,Jalaun,Jahtauli,JAHTAULI
56993,JALAUN,Jalaun,Jaisinghapura,CHHANI AHIR
56994,JALAUN,Jalaun,Jakha,JAKHA
56995,JALAUN,Jalaun,Jalaun Khas,BHITARA
56996,JALAUN,Jalaun,Jamlapur Dhyan,KUTLOPUR
56997,JALAUN,Jalaun,Jargaon,GANGAURA
56998,JALAUN,Jalaun,Jipura,JIPURA
56999,JALAUN,Jalaun,Jodhapur,MOHANPUR KUDARI
57000,JALAUN,Jalaun,Jugiyapur,CHHANI AHIR
57001,JALAUN,Jalaun,Jugrajpur Diwara,TIKARI MUSTAKIL
57002,JALAUN,Jalaun,Jugrajpur Mustakil,RANDHIRPUR
57003,JALAUN,Jalaun,Kaith,KAITH
57004,JALAUN,Jalaun,Kaithwa,KAITHWA
57005,JALAUN,Jalaun,Karahiya,KARAHIYA
57006,JALAUN,Jalaun,Karanpura,SIHARIPADAYA
57007,JALAUN,Jalaun,Karmukha Diwara,BHADERH DIWARA
57008,JALAUN,Jalaun,Karmukha Mustakil,BHADERH DIWARA
57009,JALAUN,Jalaun,Kartalapur,KARTALAPUR
57010,JALAUN,Jalaun,Kashipura,KASHIPURA
57011,JALAUN,Jalaun,Kasimabad,ALAIPURA
57012,JALAUN,Jalaun,Khajuri,KHAJURI
57013,JALAUN,Jalaun,Khanuvan,KHANUVAN
57014,JALAUN,Jalaun,Kharagpur Jalaun,KUREPURA KANAR
57015,JALAUN,Jalaun,Kharka,DONAPUR
57016,JALAUN,Jalaun,Kharra,KHARRA
57017,JALAUN,Jalaun,Kheda Mustakil,KHEDA MUSTAKIL
57018,JALAUN,Jalaun,Khera Diwara,KHEDA MUSTAKIL
57019,JALAUN,Jalaun,Khidarpura,SIKRA RAJA
57020,JALAUN,Jalaun,Koripura Jalaun,LAHCHOORA
57021,JALAUN,Jalaun,Kudra Karaundi,MOHANPUR KUDARI
57022,JALAUN,Jalaun,Kunvarpura Jalaun,KUNVARPURA JALAUN
57023,JALAUN,Jalaun,Kusmara,KUSMARA
57024,JALAUN,Jalaun,Kuthila,NIZAMPUR
57025,JALAUN,Jalaun,Kuthond,KUTHOND
57026,JALAUN,Jalaun,Kuthondabujurg,KUTHONDABUJURG
57027,JALAUN,Jalaun,Kuthondakhurd,NAINPURA
57028,JALAUN,Jalaun,Kutlopur,KUTLOPUR
57029,JALAUN,Jalaun,Kyamadi,DEVARI
57030,JALAUN,Jalaun,Ladpur Mustakil,NAKELPURA
57031,JALAUN,Jalaun,Laharauva,PAMA
57032,JALAUN,Jalaun,Laharjalaun,MALAKPURA
57033,JALAUN,Jalaun,Lahar Kanar,LAHAR KANAR
57034,JALAUN,Jalaun,Lahchoora,LAHCHOORA
57035,JALAUN,Jalaun,Lohai Diwara,LOHAI DIWARA
57036,JALAUN,Jalaun,Lohai Mustakil,KARAHIYA
57037,JALAUN,Jalaun,Lohari,SIHARI CHELAPUR
