,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
13965,BAGHPAT,Baghpat,Abdullapur Mewla,Abdullapur Mevla
13966,BAGHPAT,Baghpat,Ahamadpur Gathina,AHAMADPUR GATHINA
13967,BAGHPAT,Baghpat,Ahamadshahpur Padra,AHAMADSHAHPUR PADRA
13968,BAGHPAT,Baghpat,Ahera,AHERA
13969,BAGHPAT,Baghpat,Amipur Baleni,AMIPUR BALENI
13970,BAGHPAT,Baghpat,Baghpat (Rural) Hamedabad Mill,BAGHPAT (RURAL) HAMEDABAD MILL
13971,BAGHPAT,Baghpat,Baghu,BAGHU
13972,BAGHPAT,Baghpat,Baleni,BALENI
13973,BAGHPAT,Baghpat,Bali,BALI
13974,BAGHPAT,Baghpat,Bari Nangla,JAHANGARH URF DOJA
13975,BAGHPAT,Baghpat,Barsia,BARSIA
13976,BAGHPAT,Baghpat,Basaud,BASAUD
13977,BAGHPAT,Baghpat,Basetikri,BASETIKRI
13978,BAGHPAT,Baghpat,Bichpari,BICHPARI
13979,BAGHPAT,Baghpat,Biharipur,BIHARIPUR
13980,BAGHPAT,Baghpat,Bilochpura,BILOCHPURA
13981,BAGHPAT,Baghpat,Budhera,BUDHERA
13982,BAGHPAT,Baghpat,Budhseni,BUDHSENI
13983,BAGHPAT,Baghpat,Chakrasenpur Khurd,SALAWATPUR KHERI
13984,BAGHPAT,Baghpat,Chamrawal,CHAMRAWAL
13985,BAGHPAT,Baghpat,Chopra Maheshpur,CHOPRA MAHESHPUR
13986,BAGHPAT,Baghpat,Choulhada,CHOULHADA
13987,BAGHPAT,Baghpat,Daula,DAULA
13988,BAGHPAT,Baghpat,Daulatpur,DAULATPUR
13989,BAGHPAT,Baghpat,Dhanaura Silvernagar,DHANAURA SILVERNAGAR
13990,BAGHPAT,Baghpat,Dhikoli,DHIKOLI
13991,BAGHPAT,Baghpat,Dhodra,DHODRA
13992,BAGHPAT,Baghpat,Dilavar Nagar,MATANAT NAGAR
13993,BAGHPAT,Baghpat,Dolcha,DOLCHA
13994,BAGHPAT,Baghpat,Faizpur Ninana,FAIZPUR NINANA
13995,BAGHPAT,Baghpat,Faizullapur,FAIZULLAPUR
13996,BAGHPAT,Baghpat,Fatehpur Majra,Fatehpur Mazra
13997,BAGHPAT,Baghpat,Fatehpur Poothi,FATEHPUR POOTHI
13998,BAGHPAT,Baghpat,Gauripur,GAURIPUR  HABIBPUR
13999,BAGHPAT,Baghpat,Ghatoli,GHATOLI
14000,BAGHPAT,Baghpat,Goripur Jawahar Nagar,GORIPUR JAWAHAR NAGAR
14001,BAGHPAT,Baghpat,Gospur,GOSPUR
14002,BAGHPAT,Baghpat,Gwali Khera,GWALI KHERA
14003,BAGHPAT,Baghpat,Gyasri Urf Gadhi,GYASRI URF GADHI
14004,BAGHPAT,Baghpat,Habibpur Majra,GAURIPUR  HABIBPUR
14005,BAGHPAT,Baghpat,Habibpur Nagla,HABIBPUR NAGLA
14006,BAGHPAT,Baghpat,Haria Khera,HARIA KHERA
14007,BAGHPAT,Baghpat,Harsia,KAHARKA
14008,BAGHPAT,Baghpat,Hasanpur Jakhaira Urf Chandpur,KHERIKI
14009,BAGHPAT,Baghpat,Hisawada,HISAWADA
14010,BAGHPAT,Baghpat,Jafarabad Nangla,JAFARABAD NANGLA
14011,BAGHPAT,Baghpat,Jahangarh Urf Doja,JAHANGARH URF DOJA
14012,BAGHPAT,Baghpat,Jawaharpur Mewla,BALI
14013,BAGHPAT,Baghpat,Jonmani,PILANA
14014,BAGHPAT,Baghpat,Kaharka,KAHARKA
14015,BAGHPAT,Baghpat,Kalyanpur,KHATTA PRAHLADPUR
14016,BAGHPAT,Baghpat,Kanoli,BICHPARI
14017,BAGHPAT,Baghpat,Kansa Poothi,MAVI KHURD
14018,BAGHPAT,Baghpat,Karam Alipur,KARAM ALIPUR
14019,BAGHPAT,Baghpat,Khandwari,SISANA
14020,BAGHPAT,Baghpat,Khaspur,PANCHI
14021,BAGHPAT,Baghpat,Khatta Prahladpur,KHATTA PRAHLADPUR
14022,BAGHPAT,Baghpat,Kherae Islampur,KHERAE ISLAMPUR
14023,BAGHPAT,Baghpat,Kheriki,KHERIKI
14024,BAGHPAT,Baghpat,Khindora,KHINDORA
14025,BAGHPAT,Baghpat,Ladhwari,LADHWARI
14026,BAGHPAT,Baghpat,Latifpur Dattnagar,LATIFPUR DATTNAGAR
14027,BAGHPAT,Baghpat,Luhara,LUHARA
14028,BAGHPAT,Baghpat,Makarandpur Ogti,MAKARANDPUR OGTI
14029,BAGHPAT,Baghpat,Maniyar Bari,PILANA
14030,BAGHPAT,Baghpat,Matanat Nagar,MATANAT NAGAR
14031,BAGHPAT,Baghpat,Mavi Khurd,MAVI KHURD
14032,BAGHPAT,Baghpat,Meetli,MEETLI
14033,BAGHPAT,Baghpat,Mozzampur Urf Ladpur,AMIPUR BALENI
14034,BAGHPAT,Baghpat,Mukarampur,BAGHU
14035,BAGHPAT,Baghpat,Mukari,MUKARI
14036,BAGHPAT,Baghpat,Mukarmatpur Chakbandi,DOLCHA
14037,BAGHPAT,Baghpat,Muradgaon Urf Roshangarh,MURADGAON URF ROSHANGARH
14038,BAGHPAT,Baghpat,Muzaffarpur Urf Ladpur,DHIKOLI
14039,BAGHPAT,Baghpat,Nethla,NETHLA
14040,BAGHPAT,Baghpat,Niwali,NIWALI
14041,BAGHPAT,Baghpat,Niwara,NIWARA
14042,BAGHPAT,Baghpat,Norozpur Goorjar,NOROZPUR GOORJAR
14043,BAGHPAT,Baghpat,Pali,PALI
14044,BAGHPAT,Baghpat,Panchi,PANCHI
14045,BAGHPAT,Baghpat,Pathhouli,SIKHERA
14046,BAGHPAT,Baghpat,Pawla Begmabad,PAWLA BEGMABAD
14047,BAGHPAT,Baghpat,Pilana,PILANA
14048,BAGHPAT,Baghpat,Poother,POOTHER
14049,BAGHPAT,Baghpat,Poothi Brahmnan,POOTHI BRAHMNAN
14050,BAGHPAT,Baghpat,Pura,PURA
14051,BAGHPAT,Baghpat,Qasamabad Urf Dudba,AHERA
14052,BAGHPAT,Baghpat,Qyampur,QYAMPUR
14053,BAGHPAT,Baghpat,Rajpur Khampur,RAJPUR KHAMPUR
14054,BAGHPAT,Baghpat,Ramnagar,RAMNAGAR
14055,BAGHPAT,Baghpat,Rampur Khurd,MEETLI
14056,BAGHPAT,Baghpat,Rasoolpur Sankal Poothi,RASOOLPUR SANKAL POOTHI
14057,BAGHPAT,Baghpat,Sadullapur,DHODRA
14058,BAGHPAT,Baghpat,Saidbhar,SAIDBHAR
14059,BAGHPAT,Baghpat,Saidpurkhurd Urf Nathmalpur,MAKARANDPUR OGTI
14060,BAGHPAT,Baghpat,Salawatpur Kheri,SALAWATPUR KHERI
14061,BAGHPAT,Baghpat,Santoshpur,SANTOSHPUR
14062,BAGHPAT,Baghpat,Saroorpur Kalan,SAROORPUR KALAN
14063,BAGHPAT,Baghpat,Shahjahanpur Tisotra Urf Nwada,Shahjahanpur Tisotra urf Nawada
14064,BAGHPAT,Baghpat,Shikohpur,SHIKOHPUR
14065,BAGHPAT,Baghpat,Sikhera,SIKHERA
14066,BAGHPAT,Baghpat,Singhaoli Ahir,SINGHAOLI AHIR
14067,BAGHPAT,Baghpat,Sisana,SISANA
14068,BAGHPAT,Baghpat,Soorajpur Mahanwa,SOORAJPUR MAHANWA
14069,BAGHPAT,Baghpat,Sujra,SUJRA
