,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
18988,BANDA,Atarra,Adharori,ADHARORI
18989,BANDA,Atarra,Ajit Para,AJIT PARA
18990,BANDA,Atarra,Amwan,AMWAN
18991,BANDA,Atarra,Anathuwa,ANATHUWA
18992,BANDA,Atarra,Anchwara,LUDHOURA
18993,BANDA,Atarra,Atarra (Rural),ATARRA (RURAL)
18994,BANDA,Atarra,Au,AAU
18995,BANDA,Atarra,Badousa,BADOUSA
18996,BANDA,Atarra,Bagha,BAGHA
18997,BANDA,Atarra,Baghela Wari,BAGHELA WARI
18998,BANDA,Atarra,Bahoran Purwa,GHURAUNDA
18999,BANDA,Atarra,Ballan,BALLAN
19000,BANDA,Atarra,Bambura,SANGRAMPUR
19001,BANDA,Atarra,Banai,BANAI
19002,BANDA,Atarra,Barachha,BARACHHA B
19003,BANDA,Atarra,Barchha Dodiya,BARCHHA DODIYA
19004,BANDA,Atarra,Barehenda,BAREHENDA
19005,BANDA,Atarra,Barsanda Buzurg,BARSANDA BUZURG
19006,BANDA,Atarra,Barsanda Khurd,BARSANDA BUZURG
19007,BANDA,Atarra,Basrehi,BASREHI
19008,BANDA,Atarra,Beri Birhand,BIRIBIRHAND
19009,BANDA,Atarra,Bhadawal,BHADAWAL
19010,BANDA,Atarra,Bhusasi,BHUSASI
19011,BANDA,Atarra,Bigahna,BIGAHANA
19012,BANDA,Atarra,Bil Gaon,BIL GAON
19013,BANDA,Atarra,Birampur,SANGRAMPUR
19014,BANDA,Atarra,Bisanda (Rural),BISANDA (RURAL)
19015,BANDA,Atarra,Budhauli,ANATHUWA
19016,BANDA,Atarra,Chak Amhar,ADHARORI
19017,BANDA,Atarra,Chak Mochaha,ADHARORI
19018,BANDA,Atarra,Chak Takuli,ADHARORI
19019,BANDA,Atarra,Chandour,CHANDOUR
19020,BANDA,Atarra,Chandrayal,CHANDRAYAL
19021,BANDA,Atarra,Chaunsarh,CHAUNSARH
19022,BANDA,Atarra,Chhachupur Khurd,SANGRAMPUR
19023,BANDA,Atarra,Chhantupur Kalan,SANGRAMPUR
19024,BANDA,Atarra,Chhibaon,CHHIBAON
19025,BANDA,Atarra,Dabhani,DABHANI
19026,BANDA,Atarra,Dadhwa Manpur,DADHWA MANPUR
19027,BANDA,Atarra,Dixit Wara,DIKHIT WARA
19028,BANDA,Atarra,Dongari,ITARA KHURD
19029,BANDA,Atarra,Dubariya,DUBARIYA
19030,BANDA,Atarra,Durai Mafi,DURAI MAFI
19031,BANDA,Atarra,Etavan,ETAVAN
19032,BANDA,Atarra,Gadaon,GADAON
19033,BANDA,Atarra,Gajpatipur Kalan,GAJPATIKHURD
19034,BANDA,Atarra,Gajpatipur Khurd,GAJPATIKHURD
19035,BANDA,Atarra,Ghoori,GHOORI
19036,BANDA,Atarra,Ghuraunda,GHURAUNDA
19037,BANDA,Atarra,Gumai,GUMAI
19038,BANDA,Atarra,Hadaha Mafi,HADAHA MAFI
19039,BANDA,Atarra,Hastam,HASTAM
19040,BANDA,Atarra,Itara Khurd,ITARA KHURD
19041,BANDA,Atarra,Itara Malauli,ITARA MALAULI
19042,BANDA,Atarra,Jabarapur,JABARAPUR
19043,BANDA,Atarra,Jakhni,JAKHNI
19044,BANDA,Atarra,Jamrehi,JAMREHI
19045,BANDA,Atarra,Kandohara,KHERIYA
19046,BANDA,Atarra,Kergehana,CHHIBAON
19047,BANDA,Atarra,Khamhaura,KHAMHAURA
19048,BANDA,Atarra,Khataura,KUSAMA
19049,BANDA,Atarra,Kheriya,KHERIYA
19050,BANDA,Atarra,Khurhand,KHURHAND
19051,BANDA,Atarra,Koorahu,KOORAHU
19052,BANDA,Atarra,Kullu Khera,KULLU KHERA
19053,BANDA,Atarra,Kusama,KUSAMA
19054,BANDA,Atarra,Lakhanpur,SANGRAMPUR
19055,BANDA,Atarra,Lamehta,LAMEHTA
19056,BANDA,Atarra,Ludhoura,LUDHOURA
19057,BANDA,Atarra,Madhwara,BANAI
19058,BANDA,Atarra,Mahotara,MAHOTARA
19059,BANDA,Atarra,Mahuta,MAHUTA
19060,BANDA,Atarra,Mahuwa,MAHUWA
19061,BANDA,Atarra,Makari,MAKARI
19062,BANDA,Atarra,Masuri,MASURI
19063,BANDA,Atarra,Nagnedhi,NAGNEDHI
19064,BANDA,Atarra,Nagwara,NAGWARA
19065,BANDA,Atarra,Nai,NAI
19066,BANDA,Atarra,Nandan Mau,NANDAN MAU
19067,BANDA,Atarra,Nandna,NANDNA
19068,BANDA,Atarra,Oraha,ORAHA
19069,BANDA,Atarra,Oran (Rural),ORAN (RURAL)
19070,BANDA,Atarra,Pahari Khurd,SHINGH PUR
19071,BANDA,Atarra,Palpur,KHERIYA
19072,BANDA,Atarra,Para,PARA
19073,BANDA,Atarra,Partappur,KALYANPUR
19074,BANDA,Atarra,Pawai,PAWAI
19075,BANDA,Atarra,Pindkhar,PINDKHAR
19076,BANDA,Atarra,Pouhar,POUHAR
19077,BANDA,Atarra,Punahur,PUNAHUR
19078,BANDA,Atarra,Rahusat,RAHUSAT
19079,BANDA,Atarra,Sahewa,SAHEWA
19080,BANDA,Atarra,Sangrampur,SANGRAMPUR
19081,BANDA,Atarra,Semaria Mirdaha,SEMARIYAMIRDAHA
19082,BANDA,Atarra,Semariya Jadid,MAHUWA
19083,BANDA,Atarra,Semariya Kushal,SEMARIYA KUSHAL
19084,BANDA,Atarra,Shahpur Sani,SHAHPUR SANI
19085,BANDA,Atarra,Siklodhi,SIKLODHI
19086,BANDA,Atarra,Singhpur Mafi,SHINGH PUR
19087,BANDA,Atarra,Syohad,SHIVHAD
19088,BANDA,Atarra,Takuli,DURAI MAFI
