,"District Name
(in English)","Sub District Name
(in English)","Village Name
(in English)","Local Body Name
(in English)"
5206,AMBEDKAR NAGAR,Akbarpur,Aama,AMA
5207,AMBEDKAR NAGAR,Akbarpur,Aatampur,BAJDAHA
5208,AMBEDKAR NAGAR,Akbarpur,Abas Kuaa,KHEWAR
5209,AMBEDKAR NAGAR,Akbarpur,Adampur Tindole,ADAMPUR TINDAULI
5210,AMBEDKAR NAGAR,Akbarpur,Adepur,KHANSHAPUR DADUPATTI
5211,AMBEDKAR NAGAR,Akbarpur,Afajalpur,AFJALPUR
5212,AMBEDKAR NAGAR,Akbarpur,Ahalada,AHLADA
5213,AMBEDKAR NAGAR,Akbarpur,Ahatha,AHAITHA
5214,AMBEDKAR NAGAR,Akbarpur,Ahathiya Kisunepur,AHETHIYA KISUNIPUR
5215,AMBEDKAR NAGAR,Akbarpur,Ahiroule,AHIRAULI
5216,AMBEDKAR NAGAR,Akbarpur,Ajadaha,BAJDAHA
5217,AMBEDKAR NAGAR,Akbarpur,Alampur Akhai,ALAMPUR AKHAI
5218,AMBEDKAR NAGAR,Akbarpur,Alaval Pur,ALAWALPUR
5219,AMBEDKAR NAGAR,Akbarpur,Alepur Kodra,ALLIPUR KODRA
5220,AMBEDKAR NAGAR,Akbarpur,Amartal,AMARTAL
5221,AMBEDKAR NAGAR,Akbarpur,Amoli Mohiuddenpur,AMAULI MOHIDDINPUR
5222,AMBEDKAR NAGAR,Akbarpur,Amroula,RAMPUR RAMPATTI
5223,AMBEDKAR NAGAR,Akbarpur,Anava Khas,ANNAWAN
5224,AMBEDKAR NAGAR,Akbarpur,Andhe Ukha,ADHIYARAWA
5225,AMBEDKAR NAGAR,Akbarpur,Angaval,ANGWAL
5226,AMBEDKAR NAGAR,Akbarpur,Antadieh,ANT DEEH
5227,AMBEDKAR NAGAR,Akbarpur,Ariya,ARIYA
5228,AMBEDKAR NAGAR,Akbarpur,Asaraf Pur,SULTANPUR TULSIPUR
5229,AMBEDKAR NAGAR,Akbarpur,Asarafpur Pachau,ASHRAFPUR PACHAUKH
5230,AMBEDKAR NAGAR,Akbarpur,Asarafpur Patti Navada,MAJHIYARI ATHAWARA
5231,AMBEDKAR NAGAR,Akbarpur,Asarfabad,ASHARFABAD
5232,AMBEDKAR NAGAR,Akbarpur,Asobapur Moharai,ASHAURA PAR MOHRAI
5233,AMBEDKAR NAGAR,Akbarpur,Asrafpur Barva,ASHRAFPUR BARWA
5234,AMBEDKAR NAGAR,Akbarpur,Atange,ANTANGI
5235,AMBEDKAR NAGAR,Akbarpur,Badai Pur,BALLIPUR
5236,AMBEDKAR NAGAR,Akbarpur,Badan Dieh,BANDAN DEEH
5237,AMBEDKAR NAGAR,Akbarpur,Bakhepur,JAGDISHPUR NOKHA
5238,AMBEDKAR NAGAR,Akbarpur,Balli Pur,BALLIPUR
5239,AMBEDKAR NAGAR,Akbarpur,Baluwa Variyarpur,BELUWA BARIYARPUR
5240,AMBEDKAR NAGAR,Akbarpur,Bans Gaon,BASGAON
5241,AMBEDKAR NAGAR,Akbarpur,Barha Niyamat Chak,BARHA NIYAMAT CHAK
5242,AMBEDKAR NAGAR,Akbarpur,Bawana,BEWANA
5243,AMBEDKAR NAGAR,Akbarpur,Bedeepur,HARDOPUR
5244,AMBEDKAR NAGAR,Akbarpur,Bhagwan Pur,BHAGWANPUR
5245,AMBEDKAR NAGAR,Akbarpur,Bhagwate Pur,BHAGWATIPUR
5246,AMBEDKAR NAGAR,Akbarpur,Bhansar,FATTEPUR KAKARDILA
5247,AMBEDKAR NAGAR,Akbarpur,Bharaho Pur,BARHA NIYAMAT CHAK
5248,AMBEDKAR NAGAR,Akbarpur,Bharathepur,MANIKPUR
5249,AMBEDKAR NAGAR,Akbarpur,Bharatpur Grint,HYDERABAD
5250,AMBEDKAR NAGAR,Akbarpur,Bharthura Sariya,MARTHUWA SARAIYA
5251,AMBEDKAR NAGAR,Akbarpur,Bhartuva,MAURA PARA
5252,AMBEDKAR NAGAR,Akbarpur,Bhavanpur,BAHORIKPUR
5253,AMBEDKAR NAGAR,Akbarpur,Bhekhu Pur,JAGDISHPUR NOKHA
5254,AMBEDKAR NAGAR,Akbarpur,Bher Pur,SULHANTARA
5255,AMBEDKAR NAGAR,Akbarpur,Bhitaredeeh,BHITRI DEEH
5256,AMBEDKAR NAGAR,Akbarpur,Bhupatpur,JAGDISHPUR
5257,AMBEDKAR NAGAR,Akbarpur,Bisarampur,BISHRAMPUR
5258,AMBEDKAR NAGAR,Akbarpur,Budhanpur,BUDHANPUR
5259,AMBEDKAR NAGAR,Akbarpur,Chandane,CHANDAINI
5260,AMBEDKAR NAGAR,Akbarpur,Chandan Para,CHANDANPARA
5261,AMBEDKAR NAGAR,Akbarpur,Chandanpur,CHANDANPUR
5262,AMBEDKAR NAGAR,Akbarpur,Chandpur Bhatpura,CHANDPUR BHATPURA
5263,AMBEDKAR NAGAR,Akbarpur,Chandpur Mahamudpur,CHANDPUR MAHMOODPUR
5264,AMBEDKAR NAGAR,Akbarpur,Chetoune,CHHITUNI
5265,AMBEDKAR NAGAR,Akbarpur,Chisona,ANNAWAN
5266,AMBEDKAR NAGAR,Akbarpur,Chuet Para,REWNA
5267,AMBEDKAR NAGAR,Akbarpur,Dadu Pur,HARISHCHANDRA PUR
5268,AMBEDKAR NAGAR,Akbarpur,Dallapur Jagadeshpur,JAGDISHPUR
5269,AMBEDKAR NAGAR,Akbarpur,Dallapur Nijampur,DALLA NIJAMPUR
5270,AMBEDKAR NAGAR,Akbarpur,Damodar Pur Chakiya,ASHAURA PAR MOHRAI
5271,AMBEDKAR NAGAR,Akbarpur,Dandawa Kala,RAMPUR JAISINGHPUR
5272,AMBEDKAR NAGAR,Akbarpur,Dargah Shan Ramjan,DARGAH SHAH RAMJAN
5273,AMBEDKAR NAGAR,Akbarpur,Darvan,DARWAN
5274,AMBEDKAR NAGAR,Akbarpur,Darveshpur,JAGDISHPUR
5275,AMBEDKAR NAGAR,Akbarpur,Daudpur,DAUDPUR
5276,AMBEDKAR NAGAR,Akbarpur,Davakhar Param Raduaien,DUBKHAR PARAM RUDAIN
5277,AMBEDKAR NAGAR,Akbarpur,Dhadhu Pur,GHAGHOPUR
5278,AMBEDKAR NAGAR,Akbarpur,Dharma Mubarak Patti,DHARMA MUBARAK PATTI
5279,AMBEDKAR NAGAR,Akbarpur,Dharvasepur,DARAVPUR
5280,AMBEDKAR NAGAR,Akbarpur,Dhorahra,ASHARFABAD
5281,AMBEDKAR NAGAR,Akbarpur,Domnna Pur,DOMNEPUR
5282,AMBEDKAR NAGAR,Akbarpur,Dostpur,MANIKPUR
5283,AMBEDKAR NAGAR,Akbarpur,Dullahpur,DULLAPUR
5284,AMBEDKAR NAGAR,Akbarpur,Dulla Pur,DOMNEPUR
5285,AMBEDKAR NAGAR,Akbarpur,Durg Pur,DURGUPUR
5286,AMBEDKAR NAGAR,Akbarpur,Fatahpur Balabag,FATTEPUR BELABAG
5287,AMBEDKAR NAGAR,Akbarpur,Fatehpur,FATEHPUR
5288,AMBEDKAR NAGAR,Akbarpur,Fatehpur Kankardela,FATTEPUR KAKARDILA
5289,AMBEDKAR NAGAR,Akbarpur,Ganga Pur,GOSARPUR
5290,AMBEDKAR NAGAR,Akbarpur,Gayanpur,GYANPUR
5291,AMBEDKAR NAGAR,Akbarpur,Ghurahupur,GHURAHUPUR
5292,AMBEDKAR NAGAR,Akbarpur,Girdar Patti,MOHIDDINPUR
5293,AMBEDKAR NAGAR,Akbarpur,Godhane,UMARPUR
5294,AMBEDKAR NAGAR,Akbarpur,Gopalpur Kala,BASOHARI
5295,AMBEDKAR NAGAR,Akbarpur,Gora Basantpur,GAURA BASANTPUR
5296,AMBEDKAR NAGAR,Akbarpur,Gosar Pur,GOSARPUR
5297,AMBEDKAR NAGAR,Akbarpur,Goura,GAURA
5298,AMBEDKAR NAGAR,Akbarpur,Hadarabad,HYDERABAD
5299,AMBEDKAR NAGAR,Akbarpur,Hajepur Marui,HAZIPUR MARUAI
5300,AMBEDKAR NAGAR,Akbarpur,Hamazapur Panday,GOSARPUR
5301,AMBEDKAR NAGAR,Akbarpur,Hardo Pur,HARDOPUR
5302,AMBEDKAR NAGAR,Akbarpur,Harepur Jagadesh Pur,HARIPUR JAGDISHPUR
5303,AMBEDKAR NAGAR,Akbarpur,Harishchand Pur,HARISHCHANDRA PUR
5304,AMBEDKAR NAGAR,Akbarpur,Harkhapur,HARAKHPUR KAURAHA
5305,AMBEDKAR NAGAR,Akbarpur,Hasanpur Jalalpur,HASANPUR JALALPUR
5306,AMBEDKAR NAGAR,Akbarpur,Hath Pakad,HATH PAKAR
5307,AMBEDKAR NAGAR,Akbarpur,Heta Pur,HARIPUR JAGDISHPUR
5308,AMBEDKAR NAGAR,Akbarpur,Horilpur,HORILPUR
5309,AMBEDKAR NAGAR,Akbarpur,Husainpur,BASGAON
5310,AMBEDKAR NAGAR,Akbarpur,Husainpur Sakarvare,HUSAINPUR SAKARWARI
5311,AMBEDKAR NAGAR,Akbarpur,Imampur,IMAMPUR
5312,AMBEDKAR NAGAR,Akbarpur,Isamail Pur,FATEHPUR
5313,AMBEDKAR NAGAR,Akbarpur,Ismaial Ganj,ISMAILPUR GANJ
5314,AMBEDKAR NAGAR,Akbarpur,Ismail Pur Dubkhar,SULHANTARA
5315,AMBEDKAR NAGAR,Akbarpur,Itrora,ITRORA
5316,AMBEDKAR NAGAR,Akbarpur,Itva,ITWAN
5317,AMBEDKAR NAGAR,Akbarpur,Jagadeshpur Norva,JAGDISHPUR NOKHA
5318,AMBEDKAR NAGAR,Akbarpur,Jagadishpur,JAGDISHPUR
5319,AMBEDKAR NAGAR,Akbarpur,Jagdishpur Muslimpur,JAGDISHPUR MUSLIMPUR
5320,AMBEDKAR NAGAR,Akbarpur,Jainapur,JAINAPUR
5321,AMBEDKAR NAGAR,Akbarpur,Jait Pur,RAMNAGAR NARSINGHPUR
5322,AMBEDKAR NAGAR,Akbarpur,Jalalpur Chandpur,JALALPUR CHANDPUR
5323,AMBEDKAR NAGAR,Akbarpur,Jalalpur Tekam Para,CHANDPUR MAHMOODPUR
5324,AMBEDKAR NAGAR,Akbarpur,Jallapur Masatha,JALLAPUR MASERA
5325,AMBEDKAR NAGAR,Akbarpur,Jamune Pur,JAMUNIPUR
5326,AMBEDKAR NAGAR,Akbarpur,Jogapur,JOGAPUR
5327,AMBEDKAR NAGAR,Akbarpur,Jugdishpur Karwa,JAGDISHPUR
5328,AMBEDKAR NAGAR,Akbarpur,Kadana Pur,PITHAPUR
5329,AMBEDKAR NAGAR,Akbarpur,Kadiya Pur,ANT DEEH
5330,AMBEDKAR NAGAR,Akbarpur,Kahara Salempur,PARAS KATUI
5331,AMBEDKAR NAGAR,Akbarpur,Kajare Jalaluddinpur,KAJARI JAMALUDDINPUR
5332,AMBEDKAR NAGAR,Akbarpur,Kajare Nandpur,KAJARI NANDAPUR
5333,AMBEDKAR NAGAR,Akbarpur,Kajur Dieh,KHAJUR DEEH
5334,AMBEDKAR NAGAR,Akbarpur,Kala Pur,HAZIPUR MARUAI
5335,AMBEDKAR NAGAR,Akbarpur,Kalyanpur,KURCHA
5336,AMBEDKAR NAGAR,Akbarpur,Kanak Patti,KANAKPATTI
5337,AMBEDKAR NAGAR,Akbarpur,Kandhar Pur,MANIKPUR
5338,AMBEDKAR NAGAR,Akbarpur,Kardasspur,AMA
5339,AMBEDKAR NAGAR,Akbarpur,Kartora,KARTORA
5340,AMBEDKAR NAGAR,Akbarpur,Kasaruwa,KASERUWA
5341,AMBEDKAR NAGAR,Akbarpur,Kasav Pur,KESHAVPUR
5342,AMBEDKAR NAGAR,Akbarpur,Katariya Samanapur,KATARIYA SAMMANPUR
5343,AMBEDKAR NAGAR,Akbarpur,Katvi,KATUAI
5344,AMBEDKAR NAGAR,Akbarpur,Kayamudden Pur,KAYAMUDDENPUR
5345,AMBEDKAR NAGAR,Akbarpur,Khachasare Patti,SARAY JUNGAL
5346,AMBEDKAR NAGAR,Akbarpur,Khajava,KHAJAWAN
5347,AMBEDKAR NAGAR,Akbarpur,Khan Jahapur,KHANJAHAPUR
5348,AMBEDKAR NAGAR,Akbarpur,Khanpur Shah Sulempur,KHANPUR SHAH SULEMPUR
5349,AMBEDKAR NAGAR,Akbarpur,Khaspur Dadu Patti,KHANSHAPUR DADUPATTI
5350,AMBEDKAR NAGAR,Akbarpur,Khavar,KHEWAR
5351,AMBEDKAR NAGAR,Akbarpur,Khempur,SARANGPUR
5352,AMBEDKAR NAGAR,Akbarpur,Khiriya,BAJDAHA
5353,AMBEDKAR NAGAR,Akbarpur,Khitav Pur,DOMNEPUR
5354,AMBEDKAR NAGAR,Akbarpur,Khraga Pur,KHARAGPUR
5355,AMBEDKAR NAGAR,Akbarpur,Khulalpur,BHITRI DEEH
5356,AMBEDKAR NAGAR,Akbarpur,Khwaja Pur,MUBARAKPUR MARAILA
5357,AMBEDKAR NAGAR,Akbarpur,Kizir Pur,CHIUTI PARA
5358,AMBEDKAR NAGAR,Akbarpur,Kodara,KODRA
5359,AMBEDKAR NAGAR,Akbarpur,Kohada,ROODI
5360,AMBEDKAR NAGAR,Akbarpur,Koinda,SAHNE MAU
5361,AMBEDKAR NAGAR,Akbarpur,Kondara,KATARIYA SAMMANPUR
