STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_na
10,213,01158,225798,Daha,2893,1838,GAMHARIYA,97016,BABHNI
10,213,01158,225799,Babhani Bholwa,14720,1838,GAMHARIYA,97016,BABHNI
10,213,01158,225800,Gamharia,9359,1838,GAMHARIYA,97019,GAMAHARIA
10,213,01158,225801,Aurahi,9078,1838,GAMHARIYA,97015,AURAHI EKPARHA
10,213,01158,225802,Piprahi (Part in Singheshwar),2924,1838,GAMHARIYA,97119,DULAR PIPRAHI
10,213,01158,225803,Rupauli (Part in Singheshwar),11445,1838,GAMHARIYA,97020,ITWA JIWACHH PUR
10,213,01158,225804,Jagbani,2543,1838,GAMHARIYA,97020,ITWA JIWACHH PUR
10,213,01158,225805,Parwaha,4738,1838,GAMHARIYA,97022,KORIHAR TARWAY
10,213,01158,225806,Tarawe,3730,1838,GAMHARIYA,97022,KORIHAR TARWAY
10,213,01158,225807,Kaurihar,2004,1838,GAMHARIYA,97022,KORIHAR TARWAY
10,213,01158,225808,Chikni,13422,1838,GAMHARIYA,97018,CHIKANI
10,213,01158,225809,Jiwachhpur,5666,1838,GAMHARIYA,97021,JEWACHHPUR
10,213,01159,225810,Piprahi (Part in Gamharia),6704,1838,GAMHARIYA,97015,AURAHI EKPARHA
10,213,01159,225811,Rupauli (Part in Gamharia)*,12935,1838,GAMHARIYA,97015,AURAHI EKPARHA
10,213,01159,225812,Kanhuan Goriari,3912,1846,SINGHESHWAR,97125,MANPUR
10,213,01159,225813,Jalwara,1771,1846,SINGHESHWAR,97125,MANPUR
10,213,01159,225814,Latrahi,1614,1846,SINGHESHWAR,97119,DULAR PIPRAHI
10,213,01159,225815,Manpur,2250,1846,SINGHESHWAR,97125,MANPUR
10,213,01159,225816,Mahuli,712,1846,SINGHESHWAR,97125,MANPUR
10,213,01159,225817,Gopalpur,970,1846,SINGHESHWAR,97123,KAMAR GAMA
10,213,01159,225818,Kamargaon (Part in Shankarpur),4467,1846,SINGHESHWAR,97123,KAMAR GAMA
