STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_na
10,230,01398,245177,Baghi,500,1959,MANER,98965,MAGAR PAL
10,230,01398,245178,Darashikohpur Jazira,500,1959,MANER,98965,MAGAR PAL
10,230,01398,245179,Mangarpal,4544,1959,MANER,98965,MAGAR PAL
10,230,01398,245180,Lalbewa Jazira,500,1959,MANER,98965,MAGAR PAL
10,230,01398,245181,Rampur   Jazira,500,1959,MANER,98965,MAGAR PAL
10,230,01398,245182,Kita  Chauhattar,35608,1959,MANER,98961,KITA CHAUHATTAR  EAST
10,230,01398,245183,Rampur Diara,3786,1959,MANER,98966,RAMPUR DIYARA TAUFFIR
10,230,01398,245184,Rampur Diara Taufir,8216,1959,MANER,98966,RAMPUR DIYARA TAUFFIR
10,230,01398,245185,Rambad,3019,1959,MANER,98972,SUWARMARWAH
10,230,01398,245186,Patila,1696,1959,MANER,98972,SUWARMARWAH
10,230,01398,245187,Suarmarwa,8359,1959,MANER,98972,SUWARMARWAH
10,230,01398,245188,Darweshpur Diara,2436,1959,MANER,98958,DARWESH PUR SOUTH
10,230,01398,245189,Darweshpur Uparwar,21463,1959,MANER,98957,DARWESH PUR  NORTH
10,230,01398,245190,Wajidpur,1339,1959,MANER,98971,SINGHARA
10,230,01398,245191,Singhara,2800,1959,MANER,98971,SINGHARA
10,230,01398,245192,Lodipur,1721,1959,MANER,98971,SINGHARA
10,230,01398,245193,Mustafapur Mauli,500,1959,MANER,98971,SINGHARA
10,230,01398,245194,Chintamanipur  Maula,2174,1959,MANER,98971,SINGHARA
10,230,01398,245195,Madhopur,8032,1959,MANER,98964,MADHOPUR
10,230,01398,245196,Gaiaspur,1281,1959,MANER,98959,GYAS PUR
10,230,01398,245197,Nagwan,2681,1959,MANER,98967,SADIKPUR
10,230,01398,245198,Sarangpur Tilhari,675,1959,MANER,98971,SINGHARA
10,230,01398,245199,Pandepur  Tilhari,1210,1959,MANER,98971,SINGHARA
10,230,01398,245200,Sadiqpur,8094,1959,MANER,98967,SADIKPUR
10,230,01398,245201,Sikandarpur,882,1959,MANER,98967,SADIKPUR
10,230,01398,245202,Dhakarpos,790,1959,MANER,98967,SADIKPUR
10,230,01398,245203,Ahiapur  Maner,6955,1959,MANER,98959,GYAS PUR
10,230,01398,245204,Chhitrauli,1383,1959,MANER,98955,BANK
10,230,01398,245205,Rasulpur  Bijaigopal,2215,1959,MANER,98955,BANK
10,230,01398,245206,Rasulpur  Bijaigopal Milki,500,1959,MANER,98955,BANK
10,230,01398,245207,Harshankarpur Narhanna,973,1959,MANER,98955,BANK
10,230,01398,245208,Bank,4255,1959,MANER,98955,BANK
10,230,01398,245209,Beapur,14059,1959,MANER,98956,BIYAPUR
10,230,01398,245210,Lodipur,8573,1959,MANER,98955,BANK
10,230,01398,245211,Sherpur,31073,1959,MANER,98969,SHERPUR  EAST
