STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_na
10,206,01063,218971,Rasulpur Rambhadar urf Chlk,5418,2090,BAIRGANIA,100937,MUSACHAK
10,206,01063,218972,Masha Naoratan,2257,2090,BAIRGANIA,100937,MUSACHAK
10,206,01063,218973,Masha Alam,725,2090,BAIRGANIA,100937,MUSACHAK
10,206,01063,218974,Nandwara,10916,2090,BAIRGANIA,100938,NANDWARA
10,206,01063,218975,Belganj,9512,2090,BAIRGANIA,100935,BELGANJ
10,206,01063,218976,Pachtaki Ram,4054,2090,BAIRGANIA,100935,BELGANJ
10,206,01063,218977,Barahi,886,2090,BAIRGANIA,100939,PACHTAKI YADU
10,206,01063,218978,Pachtaki Jadu,7468,2090,BAIRGANIA,100939,PACHTAKI YADU
10,206,01063,218979,Bakhri,1751,2090,BAIRGANIA,100940,PARSAUNI
10,206,01063,218980,Bhataulia,3986,2090,BAIRGANIA,100940,PARSAUNI
10,206,01063,218981,Joriahi Kothia,500,2090,BAIRGANIA,100940,PARSAUNI
10,206,01063,218982,Joriahi Sahapat,500,2090,BAIRGANIA,100940,PARSAUNI
10,206,01063,218983,Bengahi,500,2090,BAIRGANIA,100935,BELGANJ
10,206,01063,218984,Akhta (Part in Suppi) *,8227,2090,BAIRGANIA,100934,AKHTA PASHCHIMI (CHAKWA)
10,206,01063,218985,Parsauni,6257,2090,BAIRGANIA,100940,PARSAUNI
10,206,01063,218986,Rasulpur Dayal urf Bahira,2018,2090,BAIRGANIA,100941,PATAHI
10,206,01063,218987,Patahi,4938,2090,BAIRGANIA,100941,PATAHI
10,206,01063,218988,Kurwa Fatehpur Chhapra,1240,2090,BAIRGANIA,100941,PATAHI
10,206,01063,218989,Jamua,11139,2090,BAIRGANIA,100936,JAMUA
10,206,01063,218990,Madhu Chapra,3056,2090,BAIRGANIA,100936,JAMUA
10,206,01063,218991,Marpa Tahir,3709,2090,BAIRGANIA,100941,PATAHI
10,206,01063,218992,Piprahi Sultanpur,1702,2090,BAIRGANIA,100934,AKHTA PASHCHIMI (CHAKWA)
10,206,01063,218993,Piprahi Jamalpur,500,2090,BAIRGANIA,100934,AKHTA PASHCHIMI (CHAKWA)
10,206,01064,218994,Akhta (Part in Bairgania) *,16980,2090,BAIRGANIA,101179,AKHTA UTTAR
10,206,01064,218995,Gamharia,500,2105,SUPPI,101185,MANIYARI
10,206,01064,218996,Babhangawan,7231,2105,SUPPI,101180,BABHANGAMA
10,206,01064,218997,Maniari,5342,2105,SUPPI,101185,MANIYARI
10,206,01064,218998,Bengahi,5439,2105,SUPPI,101185,MANIYARI
10,206,01064,218999,Basant Khurd,1113,2105,SUPPI,101185,MANIYARI
10,206,01064,219000,Barharwa urf BishunpurMohabbat,5331,2105,SUPPI,101181,BARHAHARWA
10,206,01064,219001,Rajepur,1656,2105,SUPPI,101180,BABHANGAMA
10,206,01064,219002,Supi,1802,2105,SUPPI,101180,BABHANGAMA
10,206,01064,219003,Barahi Chintaman,3386,2105,SUPPI,101184,KOTHIA RAI
10,206,01064,219004,Bokta,2981,2105,SUPPI,101184,KOTHIA RAI
10,206,01064,219005,Dharampur Madan urf Chhaurhia,962,2105,SUPPI,101184,KOTHIA RAI
10,206,01064,219006,Pakari Parsa,3012,2105,SUPPI,101181,BARHAHARWA
10,206,01064,219007,Parsa,1704,2105,SUPPI,101181,BARHAHARWA
10,206,01064,219008,Jamal Parsa,1054,2105,SUPPI,101181,BARHAHARWA
10,206,01064,219009,Kothia Rae,3313,2105,SUPPI,101184,KOTHIA RAI
10,206,01064,219010,Gopalpur,1332,2105,SUPPI,101184,KOTHIA RAI
10,206,01064,219011,Mohni Madol,12043,2105,SUPPI,101186,MOHANI MANDAL
10,206,01064,219012,Mohni Khurd,596,2105,SUPPI,101186,MOHANI MANDAL
10,206,01064,219013,Masahi,3698,2105,SUPPI,101184,KOTHIA RAI
10,206,01064,219014,Amwa Khurd,659,2105,SUPPI,101182,GHARWARA
10,206,01064,219015,Muradpur Narkatia,2221,2105,SUPPI,101182,GHARWARA
10,206,01064,219016,Nahra,7162,2105,SUPPI,101187,NARAHA
10,206,01064,219017,Semardah Kalan,1851,2105,SUPPI,101183,HARPUR PIPRA
10,206,01064,219018,Semardah Nankar,1427,2105,SUPPI,101183,HARPUR PIPRA
10,206,01064,219019,Sonaul Khan,1357,2105,SUPPI,101183,HARPUR PIPRA
10,206,01064,219020,Haripur Pipra,3157,2105,SUPPI,101183,HARPUR PIPRA
10,206,01064,219021,Haidra,129,2105,SUPPI,101182,GHARWARA
10,206,01064,219022,Chak Dadan,1750,2105,SUPPI,101182,GHARWARA
10,206,01064,219023,Sonaul Sube,2876,2105,SUPPI,101182,GHARWARA
10,206,01064,219024,Gharwara,4640,2105,SUPPI,101188,SASAULA
10,206,01064,219025,Sisaula Kalan,6398,2105,SUPPI,101188,SASAULA
10,206,01064,219026,Marpa Issar Das,3157,2105,SUPPI,101183,HARPUR PIPRA
10,206,01064,219027,Madhurapur,2406,2105,SUPPI,101179,AKHTA UTTAR
10,206,01064,219028,Bishunpur Kamdeo,2432,2105,SUPPI,101188,SASAULA
10,206,01064,219029,Kothiar,548,2105,SUPPI,101179,AKHTA UTTAR
10,206,01064,219030,Rampur Kanth,1094,2105,SUPPI,101179,AKHTA UTTAR
10,206,01065,219031,Ratanpur,3493,2097,MAJORGANJ,101044,RATANPUR
10,206,01065,219032,Bhokraha,3609,2097,MAJORGANJ,101044,RATANPUR
10,206,01065,219033,Harpur Kalan,5510,2097,MAJORGANJ,101044,RATANPUR
10,206,01065,219034,Bariarpur,1282,2097,MAJORGANJ,101044,RATANPUR
10,206,01065,219035,Rasulpur Pitaunjia,3849,2097,MAJORGANJ,101038,BASABITTA
10,206,01065,219036,Raghunathpur,4070,2097,MAJORGANJ,101038,BASABITTA
10,206,01065,219037,Basbita,5989,2097,MAJORGANJ,101038,BASABITTA
10,206,01065,219038,Marpa Sirpal,2320,2097,MAJORGANJ,101043,PACHAHARWA
10,206,01065,219039,Bhilwahi,2694,2097,MAJORGANJ,101043,PACHAHARWA
10,206,01065,219040,Belwa Parri,1452,2097,MAJORGANJ,101043,PACHAHARWA
10,206,01065,219041,Pachharwa,3294,2097,MAJORGANJ,101043,PACHAHARWA
10,206,01065,219042,Garhwa Bishunpur,2079,2097,MAJORGANJ,101043,PACHAHARWA
10,206,01065,219043,Hanumannagar,579,2097,MAJORGANJ,101043,PACHAHARWA
10,206,01065,219044,Bahera,3617,2097,MAJORGANJ,101037,BAHERA
10,206,01065,219045,Bisambharpur Nankar,3958,2097,MAJORGANJ,101037,BAHERA
10,206,01065,219046,Madhopur Malinia,3599,2097,MAJORGANJ,101037,BAHERA
10,206,01065,219047,Rampat Pakri,527,2097,MAJORGANJ,101041,KUARI MADAN
10,206,01065,219048,Akhardiha,2157,2097,MAJORGANJ,101041,KUARI MADAN
10,206,01065,219049,Hinrolwa Bishunpur Parsotim,3495,2097,MAJORGANJ,101041,KUARI MADAN
10,206,01065,219050,Sonaul Mahodat,3403,2097,MAJORGANJ,101041,KUARI MADAN
10,206,01065,219051,Kuari Madan,3458,2097,MAJORGANJ,101042,MAJORGANJ
10,206,01065,219052,Mejar Ganj Malahi,11024,2097,MAJORGANJ,101042,MAJORGANJ
10,206,01065,219053,Khairwa,7780,2097,MAJORGANJ,101040,KHAIRWA
10,206,01065,219054,Barahi Hari Ram,2481,2097,MAJORGANJ,101040,KHAIRWA
10,206,01065,219055,Dumri Khurd,4367,2097,MAJORGANJ,101039,DUMARI KALA
10,206,01065,219056,Dumri Kalan urf Madhuban Jadu,10667,2097,MAJORGANJ,101039,DUMARI KALA
10,206,01065,219057,Halimpur,2032,2097,MAJORGANJ,101039,DUMARI KALA
10,206,01066,219058,Murha Chhitauna,1061,2104,SONBARSA,101158,BAGAHA
10,206,01066,219059,Murha Ghat,1552,2104,SONBARSA,101158,BAGAHA
10,206,01066,219060,Murha Dih,3522,2104,SONBARSA,101158,BAGAHA
10,206,01066,219061,Itaharwa Dularpur,2763,2104,SONBARSA,101169,KHAP KHOPRAHA
10,206,01066,219062,Madhukarpur,2792,2104,SONBARSA,101158,BAGAHA
10,206,01066,219063,Pipra Ghat,1674,2104,SONBARSA,101158,BAGAHA
10,206,01066,219064,Az Rakbe Pipra Ghat,500,2104,SONBARSA,101158,BAGAHA
10,206,01066,219065,Bagaha,6408,2104,SONBARSA,101158,BAGAHA
10,206,01066,219066,Pipra Narayan,500,2104,SONBARSA,101169,KHAP KHOPRAHA
10,206,01066,219067,Pipra Kalyan,130,2104,SONBARSA,101169,KHAP KHOPRAHA
10,206,01066,219068,Khap Khopraha urf Gobraha,2881,2104,SONBARSA,101169,KHAP KHOPRAHA
10,206,01066,219069,Bharsand,2813,2104,SONBARSA,101169,KHAP KHOPRAHA
10,206,01066,219070,Az Rakbe Bharsand,256,2104,SONBARSA,101169,KHAP KHOPRAHA
10,206,01066,219071,Urlahia,802,2104,SONBARSA,101159,BHALUAHA
10,206,01066,219072,Kanhauli,9038,2104,SONBARSA,101168,KANHAULI
10,206,01066,219073,Muh Chatti,3232,2104,SONBARSA,101169,KHAP KHOPRAHA
10,206,01066,219074,Pipra Dadan,671,2104,SONBARSA,101168,KANHAULI
10,206,01066,219075,Marpa,8977,2104,SONBARSA,101172,MARPA
10,206,01066,219076,Pipra Dih,523,2104,SONBARSA,101172,MARPA
10,206,01066,219077,Kachaur,5978,2104,SONBARSA,101167,KACHAUR
