State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,throughput
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Ambegaon Chaharun,186714,19.307167,76.562389, Ambegaon Chaharun,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Bhosa,186715,19.089056,76.609972, Bhosa,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Bondarwadi,186716,19.189278,76.553472, Bondarwadi,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Deulgaon Awachar,186717,19.31025,76.589361, Deulgaon Awachar,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Gogalgaon,186718,19.425556,76.53, Gogalgaon,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Hamadapur,186719,19.136722,76.537194, Hamadapur,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Hatkarwadi,186721,19.089056,76.606306, Hatkarwadi,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Hattalwadi,186720,19.235111,76.531806, Hattalwadi,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Irlad,186722,19.391472,76.545583, Irlad,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Itali,186723,19.217333,76.502028, Itali,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Jangamwadi,186724,19.115194,76.602778, Jangamwadi,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Karanji,186725,19.366389,76.500361, Karanji,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Kekar Jawala,186726,19.189333,76.502444, Kekar Jawala,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Khadakwadi,186727,19.112111,76.556778, Khadakwadi,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Kharba,186728,19.35,76.513944, Kharba,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Kinhola Bk,186729,19.102694,76.546944, Kinhola Bk,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Kolha,186730,19.354972,76.552611, Kolha,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Kolhawadi,186731,19.337056,76.554694, Kolhawadi,1,2
MAHARASHTRA,27, PARBHANI,513, MANWAT,4504, Kothala,186732,19.392389,76.603944, Kothala,1,2
