State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude, Location OF GP,Phase,throughput
MAHARASHTRA,27, JALNA,514, AMBAD,4411, ALAMGAON,179172,19.733586,75.775647, ALAMGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, ANTARWALI SARATI,179173,19.454072,75.691749, ANTARWALI SARATI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, APEGAON,179174,19.376306,75.622178, APEGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BADAPUR,179175,19.758985,75.721793, BADAPUR,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BAKSHACHIWADI,179176,19.631186,75.595177, BAKSHACHIWADI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BALEGAON,179177,19.383123,75.612559, BALEGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BANGAON,241062,19.528932,75.860382, BANGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BANTAKALI,179179,19.575612,75.745962, BANTAKALI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BARASWADA,179184,19.507626,75.715929, BARASWADA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BATHAN KH.,179180,19.711427,75.872543, BATHAN KH.,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BHALGAON,179181,19.596385,75.855973, BHALGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BHAMBERI,179182,19.456521,75.624879, BHAMBERI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BHANANGJALGAON,179183,19.421018,75.873695, BHANANGJALGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BHARDI,179185,19.463367,75.859904, BHARDI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BHIVANDI BODHKHA,179186,19.636872,75.735714, BHIVANDI BODHKHA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, BORI,179187,19.627316,75.838303, BORI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, CHAMBHARWADI,179188,19.733607,75.778173, CHAMBHARWADI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, CHANDANAPURI BK.,179189,19.458582,75.641932, CHANDANAPURI BK.,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, CHANDANAPURI KH.,179190,19.464221,75.64178, CHANDANAPURI KH.,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, CHIKANGAON,179192,19.763373,75.689023, CHIKANGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, CHINCHKHEDA,179191,19.59039,75.700906, CHINCHKHEDA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, CHURMAPURI,179193,19.422798,75.664434, CHURMAPURI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DADHEGAON,179194,19.50078,75.754866, DADHEGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DAHIPUIRI,179195,19.635278,75.883056, DAHIPUIRI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DAHYALA,179196,19.441275,75.631131, DAHYALA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DAWARGAON,179197,19.574465,75.796437, DAWARGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DESHGAVAN,179198,19.751584,75.667129, DESHGAVAN,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DHAKALGAON,179199,19.476164,75.730424, DHAKALGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DHALASKHEDA,179200,19.572357,75.883991, DHALASKHEDA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DHANGARPIMAPALGAON,179201,19.697789,75.722746, DHANGARPIMAPALGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DHANGARPIMPRI,179202,19.697988,75.813301, DHANGARPIMPRI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DODADGAON,179203,19.496944,75.705556, DODADGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DOMALGAON,179204,19.371622,75.671592, DOMALGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DOMEGAON,179205,19.552057,75.668584, DOMEGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DONGAON,179207,19.518103,75.657192, DONGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, DUDHPURI,179206,19.663145,75.869996, DUDHPURI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, EKLAHERA,179208,19.44914,75.875581, EKLAHERA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, GANGACHINCHOLI,179209,19.374268,75.847326, GANGACHINCHOLI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, GHUNGERDE HADGAON,179211,19.430419,75.821243, GHUNGERDE HADGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, GONDI,179212,19.404186,75.78723, GONDI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, GORI,179213,19.357417,75.685126, GORI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, GOVINDPUR,241061,19.636441,75.818526, GOVINDPUR,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, HARATKHEDA,179214,19.705462,75.848301, HARATKHEDA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, HASNAPUR,179215,19.39319,75.809929, HASNAPUR,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, HASTA POKHARI,179216,19.679594,75.77161, HASTA POKHARI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, JAMKHED,179218,19.646513,75.654317, JAMKHED,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, JOGESHWARWADI,179219,19.654029,75.682382, JOGESHWARWADI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KAOUDGAON,179224,19.54704,75.80082, KAOUDGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KARANJALA,179220,19.457099,75.80833, KARANJALA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KARJAT,179221,19.701129,75.740129, KARJAT,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KASARWADI (NARAYANGAON),179246,19.584715,75.755686, KASARWADI (NARAYANGAON),1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KATKHEDA,179222,19.69368,75.893497, KATKHEDA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KAUCHALWADI,179223,19.71029,75.683524, KAUCHALWADI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KHADKESHWAR,179225,19.577461,75.853139, KHADKESHWAR,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KHEDGAON,179226,19.737001,75.690833, KHEDGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KINGAON,179227,19.675789,75.686171, KINGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KINGAONWADI,179228,19.690725,75.695639, KINGAONWADI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KOLI SIARASGAON,179229,19.541674,75.688717, KOLI SIARASGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KOTHALA KH.,179230,19.388889,75.831008, KOTHALA KH.,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, KUKKADGAON,179231,19.521222,75.814429, KUKKADGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, LAKHAMAPURI,179232,19.521778,75.805871, LAKHAMAPURI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, LALWADI,179233,19.661792,75.806335, LALWADI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, LONARBHAYGAON,179234,19.727493,75.715308, LONARBHAYGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, MAHAKALA,179235,19.403245,75.70653, MAHAKALA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, MAHERBHAIGAON,179236,19.749497,75.638486, MAHERBHAIGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, MALYACHI WADI,179237,19.617138,75.613616, MALYACHI WADI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, MARDI,179238,19.646111,45.785556, MARDI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, MASAI,179239,19.649882,75.838401, MASAI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, MATHJALGAON,179240,19.6375,75.713611, MATHJALGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, MATHPIMPALGAON,179241,19.727061,75.824671, MATHPIMPALGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, NAGJHARI,179242,19.725022,75.79697, NAGJHARI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, NALEWADI,179244,19.45441,75.676459, NALEWADI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, NANDI,179245,19.66591,75.723232, NANDI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, NIHALSINGWADI,179247,19.709075,75.635428, NIHALSINGWADI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, PAGIRWADI,179248,19.618926,75.665562, PAGIRWADI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, PANEGAON,179249,19.660881,75.905146, PANEGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, PANGARI,179250,19.563039,75.799954, PANGARI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, PANGARKHEDA,179251,19.574945,75.834615, PANGARKHEDA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, PARADA,179252,19.591019,75.892741, PARADA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, PARNER,179253,19.647587,75.786495, PARNER,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, PATHARWALA BK.,179254,19.392717,75.757204, PATHARWALA BK.,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, PATHARWALA KH.,179255,19.421975,75.738711, PATHARWALA KH.,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, PIMPARKHED KH.,179256,19.599653,75.693211, PIMPARKHED KH.,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, PITHORI SIRASGAON,179257,19.473568,75.780852, PITHORI SIRASGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, RAHUWADI,179258,19.584518,75.718213, RAHUWADI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, RAMGAVAN BK.,179259,19.472442,75.681802, RAMGAVAN BK.,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, RAMNAGAR (AMBADTANDA),179260,19.574333,75.781986, RAMNAGAR (AMBADTANDA),1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, ROHILAGADH,179261,19.69896,75.660524, ROHILAGADH,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, RUI,179262,19.494208,75.85415, RUI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, SADEGAON,179263,19.385826,75.871284, SADEGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, SADESAWANGI,179264,19.739826,75.76551, SADESAWANGI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, SARANGPUR,179265,19.693473,75.86868, SARANGPUR,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, SASHTPIMPALGAON,179266,19.387778,75.643611, SASHTPIMPALGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, SHAHAGADH,179267,19.359222,75.709213, SHAHAGADH,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, SHAHAPUR,179268,19.499764,75.749358, SHAHAPUR,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, SHEVAGA,179269,19.680966,75.835641, SHEVAGA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, SHIRADHONE,179270,19.673616,75.748653, SHIRADHONE,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, SHIRNER,179271,19.614681,75.740369, SHIRNER,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, SONAKPIMPALGAON,179272,19.545899,75.729184, SONAKPIMPALGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, SUKHAPURI,179273,19.521305,75.807944, SUKHAPURI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, TADHADGAON,179274,19.554444,75.856111, TADHADGAON,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, TAKA,179275,19.483637,75.665572, TAKA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, TRUNK ROUT SUKHAPURI PHATA - WADIGODRI,0,19.535608,75.767171, TRUNK ROUT SUKHAPURI PHATA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, TRUNK ROUT WADIGODRI - SHAHGAD,0,19.454665,75.706353, TRUNK ROUT WADIGODRI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, WADIGODRI,179277,19.454637,75.710398, WADIGODRI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, WADIKALYA,179278,19.495163,75.819195, WADIKALYA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, WADILASURA,179279,19.548083,75.694104, WADILASURA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, WAGHALKHEDA,241193,19.674686,75.874067, WAGHALKHEDA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, WALKESHWER,179280,19.359147,75.718869, WALKESHWER,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, WALKHEDA,179281,19.587321,75.830898, WALKHEDA,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, WASANTNAGAR,179276,19.536325,75.757967, WASANTNAGAR,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, ZIRPI,179282,19.554987,75.772479, ZIRPI,1,2
MAHARASHTRA,27, JALNA,514, AMBAD,4411, ZODEGAON,179283,19.558855,75.665307, ZODEGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, AKOLA,179284,19.893996,75.7193, AKOLA,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, AMBADGAON,179285,19.82933,75.740439, AMBADGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, ANWIRALA,179286,19.966592,75.775957, ANWIRALA,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, ASARKHEDA,179287,20.020685,75.9221, ASARKHEDA,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, ASOLA,179288,19.952644,75.839144, ASOLA,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, BADNAPUR,179289,19.867483,75.723338, BADNAPUR,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, BAWANEPANGARI,179290,19.985197,75.87838, BAWANEPANGARI,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, BAZAR WAHEGAON,179291,19.769879,75.679439, BAZAR WAHEGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, BHAKARWADI,179292,20.010541,75.604189, BHAKARWADI,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, BHARADKHEDA,179293,19.926646,75.76389, BHARADKHEDA,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, BHILPURI,179294,19.829748,75.791324, BHILPURI,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, BUTEGAON,179295,19.760557,75.776335, BUTEGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, CHANEGAON,179296,20.031135,75.826808, CHANEGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, CHIKHALI,179297,20.021999,75.78557, CHIKHALI,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, CHITTODA,179298,19.943104,75.823862, CHITTODA,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DABAHADI,179299,20.039444,75.726417, DABAHADI,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DAONGARGAON [DA],179308,20.04143,75.762035, DAONGARGAON [DA],1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DAWALWADI,179300,19.865326,75.804171, DAWALWADI,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DAWARGAON,179301,20.016679,75.695783, DAWARGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DEOGAON,179302,19.839937,75.692103, DEOGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DEOPIMPALGAON,179303,19.80678,75.793274, DEOPIMPALGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DHAMANGAON,179304,19.9969,75.816723, DHAMANGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DHASALA,179305,19.949125,75.663369, DHASALA,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DHOKSAAL,179306,19.813877,75.748774, DHOKSAAL,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DHOPTESHWAR,179307,19.852359,75.727606, DHOPTESHWAR,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DONGARGAON [SA],179309,19.76769,75.765278, DONGARGAON [SA],1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, DUDHANWADI,179310,19.900217,75.692999, DUDHANWADI,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, GEORAI BAZAR,179311,19.889283,75.667131, GEORAI BAZAR,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, GHOTAN,179312,19.734397,75.794107, GHOTAN,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, GOKULWADI,179313,19.88583,75.695705, GOKULWADI,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, HALDOLA,179314,19.837199,75.770474, HALDOLA,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, HIVARARALA,179315,19.964644,75.799908, HIVARARALA,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, JAWASGAON,179316,19.844312,75.797835, JAWASGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, KADEGAON,179317,19.840449,75.670567, KADEGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, KAJALA,179318,19.763954,75.811865, KAJALA,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, KANDARI BK.,179319,19.959709,75.719121, KANDARI BK.,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, KANDARI KH.,179320,19.978718,75.716875, KANDARI KH.,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, KASTURWADI,179321,19.824908,75.70047, KASTURWADI,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, KELIGAVAN,179322,19.909362,75.773122, KELIGAVAN,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, KHADAKAWADI,179323,19.935411,75.68701, KHADAKAWADI,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, KHADGAON,179324,19.895998,75.811187, KHADGAON,1,2
MAHARASHTRA,27, JALNA,514, BADNAPUR,4412, KHAMGAON,179325,20.024821,75.664414, KHAMGAON,1,2
