State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,population
ANDHRA PRADESH,28,MEDAK,535,ALLADURG,5267,ALLADURG,MD2021,17.96583,77.928056,ALLADURG,9,12,
ANDHRA PRADESH,28,MEDAK,535,ALLADURG,5267,BHAHIRANDIBBA,MD2098,17.89984,77.97799,BHAHIRANDIBBA,9,12,
ANDHRA PRADESH,28,MEDAK,535,ALLADURG,5267,GANDIPEDDAPUR,MD2170,17.89885,78.0395833333,GANDIPEDDAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,ALLADURG,5267,MUPPARAM,MD2117,17.9746,78.0303,MUPPARAM,9,12,
ANDHRA PRADESH,28,MEDAK,535,ALLADURG,5267,RAMPUR,MD2056,18.05208,77.91414,RAMPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,ALLADURG,5267,REDDIPALLY,MD2105,17.97625,77.851083,REDDIPALLY,9,12,
ANDHRA PRADESH,28,MEDAK,535,ANDOLE,5268,ALMAIPET,MD2017,17.83673,78.07201,ALMAIPET,9,12,
ANDHRA PRADESH,28,MEDAK,535,ANDOLE,5268,ALMAIPET,MD2073,17.8143,78.07817,ALMAIPET,9,12,
ANDHRA PRADESH,28,MEDAK,535,ANDOLE,5268,ALMAIPET,MD2052,17.72075,78.091,ALMAIPET,9,12,
ANDHRA PRADESH,28,MEDAK,535,ANDOLE,5268,ANNASAGAR,MD2145,17.86861,78.11842,ANNASAGAR,9,12,
ANDHRA PRADESH,28,MEDAK,535,ANDOLE,5268,SAIBANPET,MD2197,17.81686,78.1471944444,SAIBANPET,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHEGUNTA,5269,ANANTHASAGAR,MD2023,17.97286,78.461833,ANANTHASAGAR,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHEGUNTA,5269,B.KONDAPUR,MD2119,18.05851,78.615389,B.KONDAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHEGUNTA,5269,B.KONDAPUR,MD2025,17.99161,78.571611,B.KONDAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHEGUNTA,5269,B.KONDAPUR,MD2075,18.09248,78.56093,B.KONDAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHEGUNTA,5269,BONALA,MD2149,18.06361,78.4985277778,BONALA,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHEGUNTA,5269,CHANDAIPET,MD2180,17.90845,78.4647,CHANDAIPET,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHEGUNTA,5269,CHEGUNTA,MD2112,17.98605,78.402289,CHEGUNTA,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHEGUNTA,5269,CHETLA THIMMAIPALLI,MD2118,17.84075,78.4805,CHETLA THIMMAIPALLI,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHEGUNTA,5269,CHETLA THIMMAIPALLI,MD2015,17.84819,78.478472,CHETLA THIMMAIPALLI,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHEGUNTA,5269,CHITTOJIPALLE,MD2093,18.04473,78.42732,CHITTOJIPALLE,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHEGUNTA,5269,NARSINGI,MD2006,18.09338,78.4406,NARSINGI,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,ANANTHASAGAR,KA2204,18.20092,79.00622,ANANTHASAGAR,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,ANANTHASAGAR,MD2084,18.16155,78.976139,ANANTHASAGAR,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,CHANDLAPUR,MD2064,18.15752,78.898806,CHANDLAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,GOPULAPUR,KA2122,18.29671,78.8214,GOPULAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,GURRALAGONDI,MD2103,18.1763,78.7743888889,GURRALAGONDI,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,KISTAPUR,KA2026,18.3079,78.9548,KISTAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,MANDAPALLE,MD2114,18.0995,78.8530333333,MANDAPALLE,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,MANDAPALLE,MD2113,18.10686,78.8418888889,MANDAPALLE,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,MANDAPALLE,MD2013,18.08444,78.8575,MANDAPALLE,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,MANDAPALLE,MD2014,18.10386,78.84686,MANDAPALLE,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,MANDAPALLE,MD2051,18.10633,78.864556,MANDAPALLE,9,12,
ANDHRA PRADESH,28,MEDAK,535,CHINNAKODUR,5270,RAMANCHA,MD2080,18.10683,78.829139,RAMANCHA,9,12,
ANDHRA PRADESH,28,MEDAK,535,DOULTABAD,5271,ANAJIPUR,MD2079,17.92,78.6277,ANAJIPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,DOULTABAD,5271,arepalli sb,MD2191,17.90944,78.7070555556,arepalli sb,9,12,
ANDHRA PRADESH,28,MEDAK,535,DOULTABAD,5271,AREPALLI SJ,MD2003,17.84027,78.688611,AREPALLI SJ,9,12,
ANDHRA PRADESH,28,MEDAK,535,DOULTABAD,5271,BEGUMPETA,MD2089,17.83936,78.528222,BEGUMPETA,9,12,
ANDHRA PRADESH,28,MEDAK,535,DOULTABAD,5271,MANTOOR,MD2203,18.00936,78.721083,MANTOOR,9,12,
ANDHRA PRADESH,28,MEDAK,535,DUBBAK,5272,APPANPALLE,MD2202,18.11505,78.7251388889,APPANPALLE,9,12,
ANDHRA PRADESH,28,MEDAK,535,DUBBAK,5272,AREPALLE,MD2026,18.16975,78.664,AREPALLE,9,12,
ANDHRA PRADESH,28,MEDAK,535,DUBBAK,5272,CHINNA NIZAMPET,MD2039,18.12961,78.526889,CHINNA NIZAMPET,9,12,
ANDHRA PRADESH,28,MEDAK,535,DUBBAK,5272,HABSHIPUR,MD2037,18.08263,78.678,HABSHIPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,DUBBAK,5272,RAJAKKAPET,KA2053,18.28002,78.70837,RAJAKKAPET,9,12,
ANDHRA PRADESH,28,MEDAK,535,GAJWEL,5273,AKKARAM,MD2201,17.81877,78.7692777778,AKKARAM,9,12,
ANDHRA PRADESH,28,MEDAK,535,GAJWEL,5273,AKKARAM,MD2043,17.83675,78.709167,AKKARAM,9,12,
ANDHRA PRADESH,28,MEDAK,535,GAJWEL,5273,AKKARAM,MD5026,17.863889,78.762222,AKKARAM,9,12,
ANDHRA PRADESH,28,MEDAK,535,GAJWEL,5273,BURUGUPALLE,MD2035,17.88825,78.797306,BURUGUPALLE,9,12,
ANDHRA PRADESH,28,MEDAK,535,HATHNOORA,5274,BORPATLA,MD2198,17.66811,78.10528,BORPATLA,9,12,
ANDHRA PRADESH,28,MEDAK,535,HATHNOORA,5274,BORPATLA,MD2111,17.6865,78.2221,BORPATLA,9,12,
ANDHRA PRADESH,28,MEDAK,535,HATHNOORA,5274,BORPATLA,MD2024,17.71069,78.206417,BORPATLA,9,12,
ANDHRA PRADESH,28,MEDAK,535,HATHNOORA,5274,BORPATLA,MD2193,17.62331,78.12759,BORPATLA,9,12,
ANDHRA PRADESH,28,MEDAK,535,HATHNOORA,5274,BORPATLA,MD2028,17.62811,78.15625,BORPATLA,9,12,
ANDHRA PRADESH,28,MEDAK,535,HATHNOORA,5274,CHANDAPUR,MD2065,17.6535,78.2329,CHANDAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,HATHNOORA,5274,CHEEKMADDUR,MD2154,17.73843,78.1682,CHEEKMADDUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,HATHNOORA,5274,DOULTABAD,MD2217,17.72413,78.2555,DOULTABAD,9,12,
ANDHRA PRADESH,28,MEDAK,535,HATHNOORA,5274,GUNDLA MACHANUR,MD5007,17.59598,78.18516,GUNDLA MACHANUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,HATHNOORA,5274,NAGARAM,MD2072,17.63074,78.332053,NAGARAM,9,12,
ANDHRA PRADESH,28,MEDAK,535,HATHNOORA,5274,SIRPURA,MD2106,17.8504,78.1775,SIRPURA,9,12,
ANDHRA PRADESH,28,MEDAK,535,JAGDEVPUR,5275,ALIRAJPET,MD2029,17.76436,78.810083,ALIRAJPET,9,12,
ANDHRA PRADESH,28,MEDAK,535,JAGDEVPUR,5275,ALIRAJPET,MD5076,17.76077,78.75296,ALIRAJPET,9,12,
ANDHRA PRADESH,28,MEDAK,535,JAGDEVPUR,5275,ALIRAJPET,MD5031,17.764361,78.810083,ALIRAJPET,9,12,
ANDHRA PRADESH,28,MEDAK,535,JAGDEVPUR,5275,BASAVAPURAM,WL2189,17.8658,78.8871,BASAVAPURAM,9,12,
ANDHRA PRADESH,28,MEDAK,535,JAGDEVPUR,5275,DHARMARAM,MD2147,17.70561,78.74986,DHARMARAM,9,12,
ANDHRA PRADESH,28,MEDAK,535,JAGDEVPUR,5275,SIVAR VENKATAPUR,MD2076,17.6831,78.7276,SIVAR VENKATAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,JHARASANGAM,5276,BARDIPUR,MD2122,17.7705,77.6398,BARDIPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,JHARASANGAM,5276,BARDIPUR,MD2071,17.76199,77.7104,BARDIPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,JHARASANGAM,5276,BIDEKANNA,MD2067,17.66476,77.710056,BIDEKANNA,9,12,
ANDHRA PRADESH,28,MEDAK,535,JHARASANGAM,5276,BIDEKANNA,MD2054,17.68072,77.622583,BIDEKANNA,9,12,
ANDHRA PRADESH,28,MEDAK,535,JHARASANGAM,5276,CHILEPALLE,MD2153,17.80501,77.62769,CHILEPALLE,9,12,
ANDHRA PRADESH,28,MEDAK,535,JHARASANGAM,5276,DHARMAPUR,MD2048,17.83252,77.748556,DHARMAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,JHARASANGAM,5276,KRISHNAPUR,MD2016,17.67963,77.611417,KRISHNAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,JHARASANGAM,5276,POTPALLE,MD2022,17.73577,77.591889,POTPALLE,9,12,
ANDHRA PRADESH,28,MEDAK,535,JHARASANGAM,5276,SIDDAPUR,MD2094,17.84803,77.659178,SIDDAPUR,9,12,
ANDHRA PRADESH,28,MEDAK,535,JINNARAM,5277,ANANTHARAM,MD2027,17.68481,78.36758,ANANTHARAM,9,12,
ANDHRA PRADESH,28,MEDAK,535,JINNARAM,5277,ANANTHARAM,MD5028,17.6563,78.3678,ANANTHARAM,9,12,
ANDHRA PRADESH,28,MEDAK,535,JINNARAM,5277,ANNARAM,MD2032,17.58685,78.3815333333,ANNARAM,9,12,
ANDHRA PRADESH,28,MEDAK,535,JINNARAM,5277,BOLLARAM,HD2062,17.4953,78.325281,BOLLARAM,9,12,
