State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,population
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BARBARUAH,DBR006,27.454556,94.8865,BARBARUAH,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BARBARUAH,JMR001,27.414612,94.854862,BARBARUAH,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BARBARUAH,BBA001,27.401084,94.878834,BARBARUAH,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BORPATHER,DBR005,27.472806,94.89812,BORPATHER,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BORPATHER,DBR002,27.468889,94.915278,BORPATHER,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BORPATHER,DBR001,27.48167,94.911112,BORPATHER,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BORPATHER,DBR012,27.480028,94.90625,BORPATHER,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BORPATHER,DBR019,27.488334,94.920556,BORPATHER,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BORPATHER,DBR018,27.451667,94.917,BORPATHER,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BORPATHER,DBR015,27.471723,94.932473,BORPATHER,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BORPATHER,DBR014,27.461445,94.913112,BORPATHER,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,BORPATHER,DBR016,27.474723,94.91625,BORPATHER,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,CHIRING DAINIJAN,DBR003,27.490917,94.934834,CHIRING DAINIJAN,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,CHIRING DAINIJAN,BKUL01,27.45564,94.98352,CHIRING DAINIJAN,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,CHIRING DAINIJAN,LAH002,27.473556,94.983139,CHIRING DAINIJAN,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,DULIA KAKOTI,JOK001,27.383667,94.943723,DULIA KAKOTI,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,GARUDHORIA,LEZ001,27.309667,94.817334,GARUDHORIA,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,GARUDHORIA,KTA001,27.326634,94.874967,GARUDHORIA,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,KUTUHA,KHO001,27.277806,94.889195,KUTUHA,9,12,
ASSAM,18,Dibrugarh,310,BARBARUAH,2563,NIZ MANCOTTA,LAH001,27.45325,94.99705,NIZ MANCOTTA,9,12,
ASSAM,18,DIBRUGARH,310,JOYPUR,2564,AMGURI,KHG001,27.337278,95.276389,AMGURI,9,12,
ASSAM,18,DIBRUGARH,310,JOYPUR,2564,BALIMARA,NRK001,27.286222,95.332806,BALIMARA,9,12,
