State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,population
ANDHRA PRADESH,28,RANGAREDDI,537,CHEVELLA,5512,ALLAWADA,RR2064,17.31091,78.13689,ALLAWADA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,CHEVELLA,5512,ALLAWADA,RR2110,17.31091,78.13689,ALLAWADA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,CHEVELLA,5512,ALLAWADA,RR2033,17.31091,78.13689,ALLAWADA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,CHEVELLA,5512,ALLAWADA,RR2039,17.31091,78.13689,ALLAWADA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,CHEVELLA,5512,ALLAWADA,RR2038,17.31091,78.13689,ALLAWADA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,CHEVELLA,5512,ALLAWADA,RR2008,17.31091,78.13689,ALLAWADA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,CHEVELLA,5512,DEVUNIYERRAVALLY,HD2442,17.387489,78.182269,DEVUNIYERRAVALLY,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2088,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2066,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2119,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2073,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2101,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2043,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2044,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2056,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2025,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2034,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2018,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2016,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DHARUR,5513,GODAMGUDA,RR2029,17.33654,77.90505,GODAMGUDA,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DOMA,5514,BOMPALLY,RR2062,17.17541,77.87624,BOMPALLY,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DOMA,5514,BOMPALLY,RR2058,17.17541,77.87624,BOMPALLY,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DOMA,5514,BOMPALLY,RR5042,17.17541,77.87624,BOMPALLY,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DOMA,5514,BOMPALLY,RR2024,17.17541,77.87624,BOMPALLY,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DOMA,5514,BOMPALLY,RR2032,17.17541,77.87624,BOMPALLY,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DOMA,5514,BOMPALLY,RR2019,17.17541,77.87624,BOMPALLY,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DOMA,5514,BOMPALLY,RR2010,17.17541,77.87624,BOMPALLY,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DOMA,5514,BOMPALLY,RR2126,17.17541,77.87624,BOMPALLY,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,DOMA,5514,BOMPALLY,RR2120,17.17541,77.87624,BOMPALLY,9,12,
ANDHRA PRADESH,28,RANGAREDDI,537,GHATKESAR,5516,ANKUSHAPUR,HD4076,17.44974,78.68535,ANKUSHAPUR,9,12,
