State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,population
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD5062,19.66583,78.52445,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD2187,19.63584,78.50706,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD2143,19.67368,78.53341,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD2123,19.660931,78.600389,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD2023,19.67604,78.53057,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD2050,19.67591,78.53634,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD2051,19.67202,78.52587,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD2053,19.65904,78.52377,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD2021,19.65815,78.53205,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD2022,19.67914,78.53678,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD2002,19.67105,78.53733,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ANKOLI,AD2001,19.66584,78.52788,ANKOLI GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,ARLI(B),AD2150,19.74041,78.54471,ARLI B GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,BATTISAWARGOAN,AD2159,19.63629,78.4655,BATTISARWAGOAN GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,JAMDAPUR,AD2080,19.723475,78.4572,JAMDAPUR GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,MAVALA,AD2165,19.58478,78.4908,MAVALA GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ADILABAD,4634,WAGHAPUR,AD2075,19.53081,78.5159,WAGHAPUR GP,9,12,
ANDHRA PRADESH                                    ,28,ADILABAD,532,ASIFABAD,4635,ADA DASNAPUR,AD2152,19.30872,79.26196,ADADASNAPUR GP,9,12,
