State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,population
ASSAM,18,KAMRUP,321,BEZERA,2599,DHOPARTARI,NGHY01,26.201417,91.715473,DHOPARTARI,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,DHOPARTARI,DRKHR1,26.2881,91.71329,DHOPARTARI,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,DHOPARTARI,PANIT1,26.278862,91.643417,DHOPARTARI,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,DHOPARTARI,PACHA1,26.229445,91.630389,DHOPARTARI,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,DHOPARTARI,CHA001,26.254517,91.6923,DHOPARTARI,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,DHOPARTARI,SONPR1,26.275112,91.628612,DHOPARTARI,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,DHOPARTARI,AMNGN1,26.20265,91.669167,DHOPARTARI,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW083,26.18075,91.751612,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW082,26.17451,91.73594,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW085,26.177417,91.742223,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW088,26.180695,91.736445,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW010,26.174173,91.748914,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,MLGON1,26.159056,91.696417,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW079,26.178917,91.743612,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW076,26.185195,91.742528,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW077,26.173584,91.733139,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW009,26.170723,91.734062,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW001,26.187223,91.746109,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,IITG02,26.189033,91.693466,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,7MILE1,26.155306,91.656278,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW069,26.177612,91.736389,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW062,26.153612,91.738778,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,ADABR1,26.162362,91.683056,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW101,26.18225,91.738889,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW106,26.172028,91.749917,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW015,26.181415,91.746558,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW012,26.179612,91.739917,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,BORGN1,26.1215,91.6905,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,KMKYA1,26.167834,91.704945,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,PNDNG1,26.16125,91.687667,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW050,26.191084,91.750806,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW052,26.167445,91.723139,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,DADRA1,26.214556,91.632389,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW045,26.18145,91.7394,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW124,26.158528,91.736889,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW121,26.14925,91.729945,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW030,26.182167,91.741695,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW035,26.148778,91.740639,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW132,26.170362,91.742334,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW081,26.184056,91.746,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW042,26.173473,91.740028,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,AMNGN2,26.186723,91.669167,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW123,26.143084,91.736484,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,NORGU1,26.185056,91.718695,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,DURGA1,26.162806,91.7195,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,JLKBR1,26.152,91.67425,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,LACHITGARH,GUW060,26.177467,91.7505639,LACHITGARH,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW019,26.18548,91.753538,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW002,26.1893,91.7605,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW006,26.170834,91.763612,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW174,26.179973,91.756084,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW084,26.184056,91.757112,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW065,26.1765,91.775695,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW063,26.182862,91.776139,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW102,26.169278,91.760195,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW337,26.19206,91.77341,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW014,26.184778,91.76325,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW315,26.179167,91.773806,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW020,26.169695,91.756612,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW029,26.17504,91.75688,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,RUDRESWAR,GUW028,26.1906388889,91.75575,RUDRESWAR,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,AGDOLA,BARGN1,26.383473,91.733889,AGDOLA,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,AGDOLA,KMP001,26.345028,91.679612,AGDOLA,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,AGDOLA,BEZ001,26.348417,91.783112,AGDOLA,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,AGDOLA,BHT001,26.343892,91.725717,AGDOLA,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,AGDOLA,SAJ001,26.379389,91.695278,AGDOLA,9,12,
ASSAM,18,KAMRUP,321,BEZERA,2599,BEZRA(BARBANGSAR),DCI001,26.349445,91.829389,BEZRA(BARBANGSAR),9,12,
ASSAM,18,KAMRUP,321,BIHDIA -JAJIKONA,2600,BARDANGERIKUCHI,GRS001,26.532056,91.727973,BARDANGERIKUCHI,9,12,
