State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,population
ASSAM,18,MARIGAON,304,BHURBANDHA,2650,SILPUKHURI,TUK001,26.381723,92.500612,SILPUKHURI,9,12,
ASSAM,18,MARIGAON,304,BHURBANDHA,2650,Habibarangabari,MKB001,26.348889,92.438889,Habibarangabari,9,12,
ASSAM,18,MARIGAON,304,BHURBANDHA,2650,Mikirbheta,CHR001,26.28525,92.454084,Mikirbheta,9,12,
ASSAM,18,MARIGAON,304,BHURBANDHA,2650,Tarabori,BHB001,26.30244,92.3614,Tarabori,9,12,
ASSAM,18,MARIGAON,304,KAPILI,2652,Borbhagia,JAL001,26.2725,92.401917,Borbhagia,9,12,
ASSAM,18,MARIGAON,304,KAPILI,2652,Borbhagia,BAP001,26.270278,92.510278,Borbhagia,9,12,
ASSAM,18,MARIGAON,304,KAPILI,2652,Jaluguti,MOR002,26.252422,92.34867,Jaluguti,9,12,
ASSAM,18,MARIGAON,304,KAPILI,2652,Barapujia,ROH001,26.23162,92.51658,Barapujia,9,12,
ASSAM,18,MARIGAON,304,KAPILI,2652,Barapujia,BHM001,26.28275,92.5378,Barapujia,9,12,
ASSAM,18,MARIGAON,304,KAPILI,2652,Jarabari,MAH001,26.21214,92.446031,Jarabari,9,12,
ASSAM,18,MARIGAON,304,KAPILI,2652,Manipurtup,AHA001,26.196806,92.40365,Manipurtup,9,12,
ASSAM,18,MARIGAON,304,MOIRABARI,3655,BORCHAPORI,MAI001,26.454473,92.418195,BORCHAPORI,9,12,
ASSAM,18,MARIGAON,304,MOIRABARI,3655,BORCHAPORI,DHI001,26.452056,92.45225,BORCHAPORI,9,12,
ASSAM,18,MARIGAON,304,MOIRABARI,3655,DOLOIGAON,LGH001,26.4185,92.342667,DOLOIGAON,9,12,
ASSAM,18,MARIGAON,304,MOIRABARI,3655,HATIMURIA,DHI002,26.458028,92.482389,HATIMURIA,9,12,
