State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,population
ANDHRA PRADESH,28,Karimnagar,534,BEJANKI,4996,BEGUMPET,KA2242,18.33484,79.03802,BEGUMPET,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BEJANKI,4996,BEGUMPET,KA2210,18.26998,79.07397,BEGUMPET,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BEJANKI,4996,BEJJANKI,KA2012,18.24863,79.02191,BEJJANKI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BEJANKI,4996,BEJJANKI,KA2204,18.20092,79.00622,BEJJANKI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BEJANKI,4996,CHEEMALAKUNTAPALLY,KA2092,18.29253,79.1204,CHEEMALAKUNTAPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BEJANKI,4996,CHUKKARAOPALLY,KA2075,18.44022,79.01759,CHUKKARAOPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BEJANKI,4996,CHUKKARAOPALLY,KA2180,18.37915,79.04763,CHUKKARAOPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BEJANKI,4996,DEVAKKAPALLY,KA2119,18.22058,79.13592,DEVAKKAPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BEJANKI,4996,GAGILLAPUR,KA2043,18.16861,79.0919444444,GAGILLAPUR,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BEJANKI,4996,KALLEPALLY,KA2026,18.3079,78.9548,KALLEPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BEJANKI,4996,REGULAPALLI,MD2084,18.16155,78.976139,REGULAPALLI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BHEEMDEVARAPALLI,4997,BHEEMADEVARAPALLI,KA2052,18.08544,79.36691,BHEEMADEVARAPALLI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BHEEMDEVARAPALLI,4997,BHEEMADEVARAPALLI,KA2143,18.12763,79.33185,BHEEMADEVARAPALLI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BHEEMDEVARAPALLI,4997,BHEEMADEVARAPALLI,KA2182,18.08926,79.3261,BHEEMADEVARAPALLI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BHEEMDEVARAPALLI,4997,BOLLONIPALLI,KA2068,18.03869,79.31546,BOLLONIPALLI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BHEEMDEVARAPALLI,4997,CHAPAGANI THANDA,WL2142,17.9688,79.2106,CHAPAGANI THANDA,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BHEEMDEVARAPALLI,4997,CHAPAGANI THANDA,KA2106,18.03882,79.23849,CHAPAGANI THANDA,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BHEEMDEVARAPALLI,4997,ERABELLI,WL2183,17.9969,79.386,ERABELLI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BHEEMDEVARAPALLI,4997,KOTHAPALLY,KA2025,18.10004,79.44992,KOTHAPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BOINPALLI,4998,ANATHAPALLY,KA2079,18.51274,78.94186,ANATHAPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BOINPALLI,4998,AYYORUPALLY,KA2011,18.46966,78.86516,AYYORUPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BOINPALLI,4998,AYYORUPALLY,KA2063,18.44632,78.9415,AYYORUPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BOINPALLI,4998,AYYORUPALLY,KA2065,18.46365,78.87458,AYYORUPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BOINPALLI,4998,AYYORUPALLY,KA2145,18.46549,78.86903,AYYORUPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,BOINPALLI,4998,MALKAPOOR,KA2057,18.6203,78.95708,MALKAPOOR,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHANDURTHI,4999,ANANTHAPALLI,KA2023,18.57376,78.7755,ANANTHAPALLI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHANDURTHI,4999,ANANTHAPALLI,KA2219,18.50017,78.79469,ANANTHAPALLI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHANDURTHI,4999,BANDAPALLY,KA2108,18.48154,78.69305,BANDAPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHANDURTHI,4999,KATTALINGAMPET,KA2131,18.62487,78.70126,KATTALINGAMPET,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHANDURTHI,4999,RUDRANGI,KA2167,18.66474,78.70495,RUDRANGI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHIGURUMAMIDI,5000,BOMMANAPALLI,KA2081,18.23818,79.19907,BOMMANAPALLI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHIGURUMAMIDI,5000,BOMMANAPALLI,KA2133,18.21807,79.29331,BOMMANAPALLI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHIGURUMAMIDI,5000,CHIGURUMAMIDI,KA2055,18.28641,79.21844,CHIGURUMAMIDI,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHIGURUMAMIDI,5000,KONDAPOOR,KA2033,18.12596,79.20768,KONDAPOOR,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHIGURUMAMIDI,5000,MULKANOOR,KA2124,18.31511,79.17165,MULKANOOR,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHOPPADANDI,5001,ARNAKONDA,KA2024,18.58604,79.16603,ARNAKONDA,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHOPPADANDI,5001,CHAKUNTA,KA2120,18.49667,79.1505555556,CHAKUNTA,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHOPPADANDI,5001,CHITYALAPALLY,KA2091,18.64136,79.09599,CHITYALAPALLY,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHOPPADANDI,5001,KATNEPALLE,KA2111,18.49944,79.0883333333,KATNEPALLE,9,12,
ANDHRA PRADESH,28,Karimnagar,534,CHOPPADANDI,5001,VEDURUGATTA,KA2084,18.54964,79.25385,VEDURUGATTA,9,12,
