State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,population
ANDHRA PRADESH,28,Nalgonda,539,ALAIR,5313,ALAIR,NG2208,17.6932,79.03503,ALAIR,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ALAIR,5313,ALAIR,NG2021,17.64412,79.04747,ALAIR,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ALAIR,5313,DILWARPUR,NG2218,17.54984,79.05574,DILWARPUR,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ALAIR,5313,GUNDLAGUDEM,WL2239,17.6881,79.1186,GUNDLAGUDEM,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ALAIR,5313,KOLANPAKA,WL2206,17.7524,79.0357,KOLANPAKA,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ANUMULA,5314,ALWALA,NG2188,16.69558,79.27982,ALWALA,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ANUMULA,5314,ALWALA,NG2229,16.7635,79.34795,ALWALA,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ANUMULA,5314,ALWALA,NG2034,16.78042,79.31104,ALWALA,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ANUMULA,5314,CHELMAREDDYGUDA,NG2022,16.82048,79.36751,CHELMAREDDYGUDA,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ANUMULA,5314,RANGUNDLA,NG2222,16.64207,79.33367,RANGUNDLA,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ATMAKUR(M),5315,ATHMAKUR(M),NG2067,17.46587,79.13721,ATHMAKUR(M),9,12,
ANDHRA PRADESH,28,Nalgonda,539,ATMAKUR(M),5315,CHADA,NG2187,17.5014,79.07471,CHADA,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ATMAKUR(M),5315,KHAPURAIPALLY,NG2043,17.45595,79.25378,KHAPURAIPALLY,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ATMAKUR(M),5315,LINGARAJPALLY,NG2185,17.3934,79.08438,LINGARAJPALLY,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ATMAKUR(M),5315,MODULLABAIGUDEM,NG2077,17.50947,79.29369,MODULLABAIGUDEM,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ATMAKUR(S),5316,AIPOOR,NG2180,17.30251,79.773731,AIPOOR,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ATMAKUR(S),5316,AIPOOR,NG2049,17.32939,79.6953,AIPOOR,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ATMAKUR(S),5316,ATMAKUR(S),NG2092,17.23541,79.66132,ATMAKUR(S),9,12,
ANDHRA PRADESH,28,Nalgonda,539,ATMAKUR(S),5316,BOPPARAM,KH2174,17.31199,79.8327,BOPPARAM,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ATMAKUR(S),5316,DACHARAM,NG2102,17.16973,79.6957,DACHARAM,9,12,
ANDHRA PRADESH,28,Nalgonda,539,ATMAKUR(S),5316,GATTIKAL,NG2204,17.26939,79.62067,GATTIKAL,9,12,
