State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,population
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ACHAMPETA,5203,DEVULTANDA,NG2071,16.57832,78.87681,DEVULTANDA GP,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ACHAMPETA,5203,DEVULTANDA,NG2030,16.56055,78.89785,DEVULTANDA GP,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,AIZA,5205,KESAVARAM,KN2133,15.91546,77.5654,KESAVARAM,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN9001,15.832778,78.047778,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN2121,15.83411,78.05274,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN2122,15.83966,78.03635,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN2045,15.82663,78.05161,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN2046,15.83508,78.0281,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN2194,15.82292,78.04101,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN5031,15.83437,78.04638,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN2029,15.82757,78.03962,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN2011,15.82565,78.02145,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN2227,15.84728,78.06339,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN2007,15.81803,78.04134,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN2009,15.83646,78.03885,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN2008,15.83268,78.04769,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,BASWACHERU,KN5082,15.811444,78.042028,BASWACHERU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,SINGAVARAM,KN2256,15.79271,78.09679,SINGAVARAM,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ALAMPUR,5206,SULTANPUR,KN2208,15.86701,78.21504,SULTANPUR,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,AMANGAL,5207,AKUTHOTAPALLE,MB5055,16.898081,78.660014,AKUTHOTAPALLE,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,AMANGAL,5207,MEDDIGADDA THANDA,MB5056,16.78125,78.534197,MEDDIGADDA THANDA,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,AMRABAD,5208,VATTAVARLAPALLY,MB5046,16.246131,78.814825,VATTAVARLAPALLY,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ATMAKUR,5209,KANKANVANIPALLE,MB5071,16.435367,77.757208,KANKANVANIPALLE,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,GOPALPETA,5225,BANDARAIPAKULA,MB5059,16.334968,78.322119,BANDARAIPAKULA,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,ITIKYAL,5227,BEECHUPALLY,MB5000,16.1375,77.988878,BEECHUPALLY,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,KOSGI,5236,BALABHADRAIPALLE,MB5077,16.87245,77.651517,BALABHADRAIPALLE,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,MADGUL,5241,ANDUGUL,NG2103,16.85521,78.81397,ANDUGUL GP,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,MADGUL,5241,ANDUGUL,NG2026,16.80762,78.82436,ANDUGUL GP,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,MADGUL,5241,ANNEBOINPALLE,NG2212,16.8924,78.75352,ANNEBOINPALLE GP,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,MAGANOOR,5242,ADIVISATYAR,MB5075,16.437689,77.534564,ADIVISATYAR,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,MAKTHAL,5244,LINGAMPALLE,MB5074,16.575914,77.51045,LINGAMPALLE,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,MANOPADU,5246,BONKUR,KN2097,15.877097,77.942919,BONKUR,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,TADOOR,5256,AKUNELLI KUDURU,MB5044,16.565489,78.42575,AKUNELLI KUDURU,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,UPPUNUNTHALA,5260,GUVVALONIPALLY,NG2032,16.55315,78.68897,GUVVALONIPALLY,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,VANGOOR,5262,KONAPUR,MB5058,16.604617,78.531339,KONAPUR,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,VEEPANGANDLA,5263,CHELLEPAD,KN2131,15.963194,78.286972,CHELLEPAD,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,VELDANDA,5264,KOTRA,MB2057,16.661928,78.492058,KOTRA,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,WADDEPALLE,5265,CHINNADHANWADA,KN2113,15.87699,77.7326,CHINNADHANWADA,9,12,
ANDHRA PRADESH                                    ,28,Mahabubnagar,538,WADDEPALLE,5265,MUNDLADINNE,KN2250,15.86794,77.81221,MUNDLADINNE,9,12,
