State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,population
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,DHEKIAL,HTK001,26.60631,94.02878,DHEKIAL,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,DHEKIAL,DHL001,26.608869,93.984119,DHEKIAL,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,DHEKIAL,MISSA1,26.639056,93.955056,DHEKIAL,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,DHEKIAL,MUDOG1,26.669695,93.948695,DHEKIAL,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,KATHALGURI GP,CHINA1,26.56484,93.90947,KATHALGURI GP,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,HABICHOWA,DAI001,26.553917,93.847917,HABICHOWA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,HOWTOLY,KHU001,26.622167,93.844389,HOWTOLY,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,KHUMTAI,BDU001,26.66394,93.87222,KHUMTAI,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,KACUPATHAR,NUM002,26.575223,93.780417,KACUPATHAR,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,KACUPATHAR,NUM001,26.59379,93.74975,KACUPATHAR,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,KACUPATHAR,KMR001,26.6397,93.76038,KACUPATHAR,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,SENSUWA,RAG001,26.503945,93.920389,SENSUWA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,BETIONI,GOL002,26.52729,93.97778,BETIONI,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,BETIONI,GOL006,26.516787,93.957994,BETIONI,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,UTTAR GURUJOGANIA,NAH001,26.670167,94.0085,UTTAR GURUJOGANIA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,UTTAR GURUJOGANIA,KAKOD1,26.6397,94.05842,UTTAR GURUJOGANIA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT CENTRAL,2578,UTTAR GURUJOGANIA,DER001,26.70922,93.97461,UTTAR GURUJOGANIA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,BENGENAKHOWA,GOL001,26.512473,93.971334,BENGENAKHOWA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,BENGENAKHOWA,FUR001,26.4571,94.007231,BENGENAKHOWA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,BENGENAKHOWA,GOL003,26.505389,93.959139,BENGENAKHOWA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,BENGENAKHOWA,GOL004,26.501167,93.972445,BENGENAKHOWA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,BENGENAKHOWA,GOL005,26.513556,94.008612,BENGENAKHOWA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,BENGENAKHOWA,GOL007,26.52278,93.98045,BENGENAKHOWA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,GOLAGHAT,BOJ001,26.543317,94.053784,GOLAGHAT,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,GOLAGHAT,SALIK1,26.485862,94.051834,GOLAGHAT,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,ATHGAON,ATHKH1,26.468417,94.101639,ATHGAON,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,ATHKHELIA,BHL001,26.452834,94.1336,ATHKHELIA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,ATHKHELIA,BHL002,26.43992,94.135308,ATHKHELIA,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,BALIJAN,DOLOW1,26.415306,93.966945,BALIJAN,9,12,
ASSAM,18,GOLAGHAT,313,GOLAGHAT EAST,2579,KALIAPANI,DAF001,26.555486,94.12796,KALIAPANI,9,12,
ASSAM,18,GOLAGHAT,313,MORONGI,2585,PHULBARI,NHR001,26.4525,93.86699,PHULBARI,9,12,
ASSAM,18,GOLAGHAT,313,MORONGI,2585,PHULBARI,CHOKI1,26.42325,93.7438,PHULBARI,9,12,
ASSAM,18,GOLAGHAT,313,MORONGI,2585,PHULBARI,MURPH1,26.442612,93.829528,PHULBARI,9,12,
ASSAM,18,GOLAGHAT,313,MORONGI,2585,LETEKUJAN,BKL001,26.506084,93.782195,LETEKUJAN,9,12,
