State Name,State Code,District Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location OF GP,Phase,population
ASSAM,18,NALBARI,323,BORBHAG,2680,No 1 Upper Borbhag,NARAP1,26.4085,91.510806,No 1 Upper Borbhag,9,12,
ASSAM,18,NALBARI,323,BORBHAG,2680,No 1 Upper Borbhag,KORA01,26.32691,91.46349,No 1 Upper Borbhag,9,12,
ASSAM,18,NALBARI,323,BORBHAG,2680,No 1 Upper Borbhag,KAL001,26.373139,91.482639,No 1 Upper Borbhag,9,12,
ASSAM,18,NALBARI,323,BORBHAG,2680,No 1 Upper Borbhag,KOY001,26.374612,91.548584,No 1 Upper Borbhag,9,12,
ASSAM,18,NALBARI,323,BORBHAG,2680,No 5 Upper Borbhag,CHAKU1,26.390667,91.413223,No 5 Upper Borbhag,9,12,
ASSAM,18,NALBARI,323,BORBHAG,2680,No 6 Upper Borbhag,NLB003,26.434445,91.435889,No 6 Upper Borbhag,9,12,
ASSAM,18,NALBARI,323,BORBHAG,2680,No 6 Upper Borbhag,NLB001,26.430389,91.421445,No 6 Upper Borbhag,9,12,
ASSAM,18,NALBARI,323,BORBHAG,2680,Sanekuchi,JAPIA1,26.319,91.566806,Sanekuchi,9,12,
ASSAM,18,NALBARI,323,MADHUPUR,2682,Dakshin Natun Dehar,NLB010,26.460556,91.434723,Dakshin Natun Dehar,9,12,
ASSAM,18,NALBARI,323,MADHUPUR,2682,Dakshin Natun Dehar,HWA091,26.5215,91.356362,Dakshin Natun Dehar,9,12,
ASSAM,18,NALBARI,323,MADHUPUR,2682,Dakshin Natun Dehar,GOBRA1,26.472667,91.342778,Dakshin Natun Dehar,9,12,
ASSAM,18,NALBARI,323,MADHUPUR,2682,Paschim Natun Dehar,NLB004,26.449723,91.446195,Paschim Natun Dehar,9,12,
ASSAM,18,NALBARI,323,MADHUPUR,2682,Pub Dharmapur,BND001,26.39825,91.382723,Pub Dharmapur,9,12,
ASSAM,18,NALBARI,323,MADHUPUR,2682,Pub Dharmapur,CHM001,26.406834,91.344195,Pub Dharmapur,9,12,
ASSAM,18,NALBARI,323,MADHUPUR,2682,Pub Dharmapur,BLS001,26.382278,91.352584,Pub Dharmapur,9,12,
ASSAM,18,NALBARI,323,PASCHIM NALBARI,2684,Dakhin Khetry Dharmapur,SAT001,26.36464,91.22359,Dakhin Khetry Dharmapur,9,12,
ASSAM,18,NALBARI,323,PASCHIM NALBARI,2684,Panigaon,NLB002,26.44425,91.44125,Panigaon,9,12,
ASSAM,18,NALBARI,323,PUB NALBARI,2685,1 No Khata,PUBNL1,26.451778,91.487417,1 No Khata,9,12,
ASSAM,18,NALBARI,323,PUB NALBARI,2685,1 No Khata,BARJL1,26.491445,91.538362,1 No Khata,9,12,
ASSAM,18,NALBARI,323,PUB NALBARI,2685,1 No Khata,GHG001,26.45425,91.528889,1 No Khata,9,12,
