STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name
33,632,05895,644340,Chinnakallipatti,3858,0,,222035,CHINNAKALIPATTAI,,
33,632,05895,644341,Muduthurai,4394,0,,222042,MOODUTHURAI,,
33,632,05895,644342,Irumborai,8001,0,,222037,IRUMBORAI,,
33,632,05895,644343,Illuppanatham,9255,0,,222036,ILLUPPANATHAM,,
33,632,05895,644344,Bellapalayam,9131,0,,222032,BELLEPALAYAM,,
33,632,05895,644345,Jadayampalayam,10049,0,,222038,JADAYAMPALAYAM,,
33,632,05895,644346,Chickadasampalayam,19049,0,,222033,CHIKKADASAMPALAYAM,,
33,632,05895,644347,Odanthurai,5399,0,,222044,ODANTHURAI,,
33,632,05895,644348,Nellithurai,2368,0,,222043,NELLITHURAI,,
33,632,05895,644349,Thekkampatti,12414,0,,222045,THEKKAMPATTI,,
33,632,05895,644350,Tholampalayam,6574,0,,222046,THOLAMPALAYAM,,
33,632,05895,644351,Velliangadu,7451,0,,222047,VELLIANGADU,,
33,632,05895,644352,Kemmarampalayam,6405,0,,222040,KEMMARAMPALAYAM,,
33,632,05895,644353,Kalampalayam,5488,0,,222039,KALAMPALAYAM,,
33,632,05895,644354,Marudur,9491,0,,222041,MARUDUR,,
33,632,05895,644355,Belladhi,7637,0,,222031,BELLATHI,,
33,632,05895,644356,Chikkarampalayam,10242,0,,222034,CHIKKARAMPALAYAM,,
33,632,05895,644365,Nellithurai and Sundapatti R.F,150,0,,222043,NELLITHURAI,,
33,632,05895,644366,Melur Slope R.F.,17,0,,222047,VELLIANGADU,,
33,632,05895,644369,Anaikatti North R.F.,75,0,,222046,THOLAMPALAYAM,,
33,632,05896,644370,Paduvampalli,4443,0,,222251,PADUVAMPALLI,,
33,632,05896,644371,Kaduvettipalayam,3219,0,,222244,KADUVETTIPALAYAM,,
33,632,05896,644372,Kittampalayam,4362,0,,222241,GIDDAMPALAYAM,,
33,632,05896,644373,Semmandampalayam,5970,0,,222255,SEMMANDAMPALAYAM,,
33,632,05896,644374,Mylampatti,2823,0,,222249,MYLAMPATTI,,
33,632,05896,644375,Rasipalayam,4407,0,,222254,RASIPALAYAM,,
33,632,05896,644376,Kadampadi,8147,0,,222243,KADAMPADI,,
33,632,05896,644377,Kangayampalayam,8251,0,,222246,KANGEYAMPALAYAM,,
33,632,05896,644378,Appanaickenpatti,3992,0,,222219,APPANAICKENPATTI,,
33,632,05896,644379,Kalangal,5590,0,,222245,KALANGAL,,
33,632,05896,644380,Peedampalli,3896,0,,222253,PEEDAMPALLI,,
33,632,05896,644381,Kallapalayam,3066,0,,222224,KALLAPALAYAM,,
33,632,05896,644382,Pappampatti,4143,0,,222229,PAPPAMPATTI,,
33,632,05896,644383,Edayapalayam,2251,0,,222221,EDAYARPALAYAM,,
33,632,05896,644384,Sellakkarichal,6209,0,,222232,SELAKKARICHAL,,
33,632,05896,644385,Vadambacheri,8252,0,,222235,VADAMBACHERI,,
33,632,05896,644386,Varapatti,7644,0,,222238,VARAPATTI,,
33,632,05896,644387,Vadavalli,3171,0,,222236,VADAVALLI,,
33,632,05896,644388,Bogampatti,2415,0,,222220,BOGAMPATTI,,
33,632,05896,644389,Pachapalayam,2933,0,,222228,PACHAPALAYAM,,
33,632,05896,644390,Poorandampalayam,3135,0,,222230,POORANDAMPALAYAM,,
33,632,05896,644391,Kumarapalayam,4612,0,,222226,KUMARAPALAYAM,,
33,632,05896,644392,Vadavedampatti,2368,0,,222237,VADAVEDAMPATTI,,
33,632,05896,644393,Kammalapatti,2654,0,,222225,KAMMALAPATTI,,
33,632,05896,644394,Jallipatti,2310,0,,222223,JALLIPATTI,,
33,632,05896,644395,Senjeriputhur,4165,0,,222233,SENJERIPUTHUR,,
33,632,05896,644396,Senjeri Ayyampalayam,2851,0,,222231,S.AYYAMPALAYAM,,
33,632,05896,644397,Malaipalayam,4208,0,,222227,MALAIPALAYAM,,
33,632,05896,644398,Thalakkarai,2234,0,,222234,THALAKKARAI,,
33,632,05896,644399,J.Krishnapuram,4751,0,,222222,J.KRISHNAPURAM,,
33,632,05896,644400,Kaniyur (CT),12011,0,,222247,KANIYUR,,
