STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name
33,626,05855,641768,Palangulam,1270,0,,227523,Palangulam,,
33,626,05855,641769,Kadambur,2090,0,,227500,KADAMBUR,,
33,626,05855,641771,Kattavilagam,1681,0,,227505,Kattavilagam,,
33,626,05855,641772,Paganur,1432,0,,227522,PAGANUR,,
33,626,05855,641773,Kookudi,2175,0,,227509,Kookudi,,
33,626,05855,641774,Mangalagudi,4030,0,,227512,Mangalakkudi,,
33,626,05855,641775,Tuthagudi,328,0,,227538,Thuthakudi,,
33,626,05855,641776,Neyvayal,2489,0,,227518,NEYVAYAL,,
33,626,05855,641777,Attur,734,0,,227504,Karumoli,,
33,626,05855,641778,T.Nagani,2728,0,,227533,T. NAGANI,,
33,626,05855,641779,Sirumalaikkottai,2712,0,,227531,SIRUMALAIKKOTTAI,,
33,626,05855,641780,Kattimangalam,1306,0,,227497,Arasathur,,
33,626,05855,641781,Panichagudi,1825,0,,227495,Andavoorani,,
33,626,05855,641783,Sirugambaiyur,1726,0,,227530,Sirugambaiyur,,
33,626,05855,641784,Orur,5065,0,,227540,VELLAYAPURAM,,
33,626,05855,641785,Marungur  (Part),1834,0,,227529,Pullakkadamban,,
33,626,05855,641787,Nilamalagiyamangalam,1107,0,,227519,Nilamalgiyamangalam,,
33,626,05855,641788,Akkalur,1598,0,,227506,Kattivayal,,
33,626,05855,641789,Nagrikathan,2149,0,,227516,Nagarikathan,,
33,626,05855,641790,Pandugudi,1726,0,,227525,PANDUKUDI,,
33,626,05855,641791,Kiliyur,2376,0,,227507,KODANNOR,,
33,626,05855,641792,Anjukottai,3116,0,,227496,ANJUKOTTAI,,
33,626,05855,641793,Orikottai,1346,0,,227520,Orikottai A/B,,
33,626,05855,641795,Radhanur,2402,0,,227423,Rathaanur,,
33,626,05855,641796,Govindamangalam,2817,0,,227407,Govindamangalam,,
33,626,05855,641797,Arasur,1112,0,,227527,Periyakeeramangalam,,
33,626,05855,641798,Thiruvadanai,9702,0,,227502,KALLUR,,
33,626,05855,641799,Kadambakkudi,2028,0,,227494,ACHANGUDI,,
33,626,05855,641800,Mavur,667,0,,227513,MAVUR,,
33,626,05855,641802,Thelur,1597,0,,227535,Thelur,,
33,626,05855,641803,Mallanur,2279,0,,227524,PANANJAYAL,,
33,626,05855,641804,Vattanam,2456,0,,227539,VATTANAM,,
33,626,05855,641805,Kaliyanagari,3155,0,,227501,Kaliyanagari,,
33,626,05855,641808,Kodipangu,678,0,,227508,KODIPPANGU,,
33,626,05855,641813,Thalirmarungur,1518,0,,227534,THALIRMARUNGUR A/B,,
33,626,05855,641815,Athiyur,1772,0,,227499,ATHIYUR,,
33,626,05855,641816,Thottamangalam,2249,0,,227412,Karkatthakudi,,
33,626,05855,641817,Gudalur,2693,0,,227408,Gudaloor,,
33,626,05855,641818,Karungudi,930,0,,227405,Aayingudi,,
33,626,05855,641819,Thirutheravalai,2116,0,,227431,Thirutthervalai,,
33,626,05855,641821,Anandur,3605,0,,227403,Aananthoor,,
33,626,05855,641822,Anayarkottai,741,0,,227424,Satthanur,,
