,Block Name,Distance,GP Name,GP_lat,GP_long,TOT_P,Throughput,Village Name,Village_lat,Village_long
0,Gangapur,3.5964382216,LIMBEJALGAON,19.772,75.1705,317.0,5.072,Abdulpur,19.74312038,75.15502638
1,Gangapur,1.10467913873,AGARKANADGAON,19.67235,74.93928,2196.0,35.136,Agar Kanadgaon,19.66430977,74.9330831
2,Gangapur,1.96626469489,BHAGATHAN,19.87206,74.95421,836.0,13.376,Agathan,19.85755898,74.96497006
3,Gangapur,1.37867075754,MUDESHWADGAON,19.72482,74.93726,576.0,9.216,Alamgirpur,19.71419422,74.93047291
4,Gangapur,2.70450967101,AMALNER,19.65232,75.05545,2298.0,36.768,Amalner,19.62815026,75.05833736
5,Gangapur,2.33050144344,AMBEGAON,19.90292,75.19765,4.0,0.064,Ambegaon,19.88419643,75.18763453
6,Gangapur,1.10375448847,AMBELOHAL,19.83847,75.13989,4663.0,74.608,Ambelohal,19.83148164,75.14738401
7,Gangapur,2.55940722047,AKOLI WADGAON,19.81358,74.91164,163.0,2.608,Aminabad,19.79065302,74.91380513
8,Gangapur,1.81405180325,HARSUL SAVANGI,19.92794,75.01246,65620.0,1049.92,Anantpur (CT),19.93935919,75.02485389
9,Gangapur,2.09973956964,BHENDALA,19.68141,75.06693,331.0,5.296,Antapur,19.68911599,75.04862042
10,Gangapur,0.872480987644,TEMBHAPURI,19.73495,75.18481,331.0,5.296,Antapur,19.72981351,75.17850848
11,Gangapur,2.54318273912,RANJANGON POOL,19.8957,75.11683,644.0,10.304,Apegaon,19.87864124,75.13303096
12,Gangapur,0.592547100027,ASEGAON,19.90292,75.19765,2356.0,37.696,Asegaon,19.90674119,75.19369975
13,Gangapur,2.24870410315,TALPIMPRI,19.66179,75.18906,12.0,0.192,Aurangpur,19.67612991,75.1739167
14,Gangapur,1.18832265755,BABARGAON,19.73128,75.0768,865.0,13.84,Babargaon,19.72159195,75.07200763
15,Gangapur,1.28798857071,BHABHULGAON,19.96291,75.03919,827.0,13.232,Babhulgaon,19.96091671,75.05132972
16,Gangapur,0.358822637022,BAGADI,19.66915,74.96275,1711.0,27.376,Bagadi,19.66593751,74.96307427
17,Gangapur,2.14989986754,BOLEGAON,19.74095,75.06038,1746.0,27.936,Balapur,19.72372615,75.0510478
18,Gangapur,4.13444083891,SI. WADGAON,19.84639,75.1324,225.0,3.6,Bargipur,19.87910109,75.15119524
19,Gangapur,1.96626469489,BHAGATHAN,19.87206,74.95421,861.0,13.776,Bhagathan,19.85755898,74.96497006
20,Gangapur,0.791577150041,BHALGAON,19.7752,74.9877,719.0,11.504,Bhalgaon,19.77011736,74.9929967
21,Gangapur,0.617067382345,BHENDALA,19.68141,75.06693,2691.0,43.056,Bhendala,19.6793029,75.07238232
22,Gangapur,1.68823482319,BHIVDHANORA,19.654792,75.103523,2226.0,35.616,Bhiw-dhanora,19.64085668,75.10992219
23,Gangapur,2.19455643677,BHOYGAON,19.73647,75.07468,1144.0,18.304,Bhoigaon,19.75543931,75.06889174
24,Gangapur,0.546036275712,BOLEGAON,19.74095,75.06038,904.0,14.464,Bolegaon,19.73654177,75.0580812
25,Gangapur,1.40605808506,TANDULWADI,19.79755,75.00751,577.0,9.232,Bolthan,19.79902507,74.99416238
26,Gangapur,1.90494817321,DOMEGAON,19.81096,75.10107,2679.0,42.864,Borgaon,19.82442183,75.11233284
27,Gangapur,1.67138065943,PANDHAR OHAL,19.64821,75.19018,367.0,5.872,Borodi,19.64432375,75.17476248
28,Gangapur,0.318065337078,BUTEWADGAON,19.84583,75.00691,900.0,14.4,Butte Wadgaon,19.84639575,75.00989097
29,Gangapur,1.38252594743,TEMBHAPURI,19.73495,75.18481,588.0,9.408,Chandikpur,19.72918552,75.19651352
30,Gangapur,5.2862723166,BHAGATHAN,19.87206,74.95421,1236.0,19.776,Chinchkheda,19.90100957,74.99431112
31,Gangapur,0.706260332325,DAHEGAON,19.73588,75.1456,1866.0,29.856,Dahegaon,19.73210309,75.1510252
32,Gangapur,4.94721539849,DONGAON,19.9525,75.0829,1164.0,18.624,Daigaon,19.92126631,75.04919502
33,Gangapur,2.92265583698,MANGEGAON,19.65765,75.17809,359.0,5.744,Deokarwadi,19.65857632,75.15019653
34,Gangapur,3.487746038,GAJGAON,19.84872,75.07053,619.0,9.904,Derda,19.85136796,75.10375836
35,Gangapur,0.810768151866,KINHAL,19.996949,75.071583,561.0,8.976,Derhal,19.99057519,75.07535119
36,Gangapur,3.91185464787,DEVALI,19.90809,75.03175,986.0,15.776,Devli,19.87533251,75.01810674
37,Gangapur,0.653053347764,DHAMORI BK,19.71427,75.19518,1927.0,30.832,Dhamori Bk.,19.70845707,75.19428964
38,Gangapur,1.61583224914,DHAMORI KHURD,19.93227,75.04955,1927.0,30.832,Dhamori Kh.,19.93761008,75.06392618
39,Gangapur,0.476860829532,DHOREGAON,19.71519,75.1046,1066.0,17.056,Dhoregaon,19.71744785,75.10847308
40,Gangapur,1.53885255728,DIGHI,19.77531,75.09731,712.0,11.392,Dighi,19.77290539,75.11179272
41,Gangapur,1.78593444271,DINWADA,19.98553,75.00402,914.0,14.624,Dinwada,19.97691157,75.01844124
42,Gangapur,4.66124885429,PIMPALGAON DI,19.98895,75.09818,671.0,10.736,Diwashi,19.98581855,75.14266172
43,Gangapur,0.55045827586,DOMEGAON,19.81096,75.10107,1420.0,22.72,Domegaon,19.80620076,75.09962197
44,Gangapur,3.6551211619,VASUSAYGAON,19.9134,75.09026,312.0,4.992,Ekburji Waghalgaon,19.92111992,75.12424469
45,Gangapur,0.367017314693,EKLEHERA,19.84691,75.17374,1230.0,19.68,Eklahera,19.84459669,75.17624301
46,Gangapur,1.08380014435,FATIYABAD,19.93515,75.1911,1479.0,23.664,Fatiyabad,19.93162304,75.2007654
47,Gangapur,1.87011821929,SINDHISIRAJGAON,19.90336,75.14703,391.0,6.256,Fatulabad,19.90643424,75.1646156
48,Gangapur,0.467391015959,FULSHIVARA,19.86648,75.07085,1271.0,20.336,Fulshevra,19.86227666,75.07085893
49,Gangapur,2.13406508306,GAJGAON,19.84872,75.07053,2565.0,41.04,Gajgaon,19.83485005,75.08463225
50,Gangapur,0.452065964349,GANESHWADI,19.66045,75.05648,1012.0,16.192,Ganeshwadi,19.6588833,75.05249625
